Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1
Library Bar,Full Serve,American,235 W 46th St,(212) 827-4183,,1,10036,40.759132,-73.986348,5,3,125,1024737,1010180006,Midtown-Midtown South                                                      ,"{'latitude': '40.759132', 'needs_recoding': False, 'longitude': '-73.986348', 'human_address': '{""address"":""235 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
La Rivista Ristorante,Full Serve,Italian,313 W 46th St,212-245-1707,www.larivistanyc.com,1,10036,40.760082,-73.98859,4,3,127,1025051,1010370025,Clinton                                                                    ,"{'latitude': '40.760082', 'needs_recoding': False, 'longitude': '-73.98859', 'human_address': '{""address"":""313 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Broadway Joe Steakhouse,Full Serve,Steakhouse,315 W 46th St,(212) 246-6513,broadwayjoesteakhouse.com,1,10036,40.760098,-73.988629,4,3,127,1075688,1010370024,Clinton                                                                    ,"{'latitude': '40.760098', 'needs_recoding': False, 'longitude': '-73.988629', 'human_address': '{""address"":""315 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bistecca Fiorentina,Full Serve,Steakhouse,317 W 46th St,(212) 258-3232,www.bisteccafiorentinanyc.com,1,10036,40.760114,-73.988669,4,3,127,1078871,1010370023,Clinton                                                                    ,"{'latitude': '40.760114', 'needs_recoding': False, 'longitude': '-73.988669', 'human_address': '{""address"":""317 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Gourmet New York,Café / Deli,,680 Eighth Ave,,,1,10036,40.757998,-73.989218,5,3,119,1024703,1010150001,Midtown-Midtown South                                                      ,"{'latitude': '40.757998', 'needs_recoding': False, 'longitude': '-73.989218', 'human_address': '{""address"":""680 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Port Gourmet Deli,Café / Deli,,681 Eighth Ave,(212) 245-3168,,1,10036,40.758007,-73.98924,4,3,121,1024967,1010340029,Clinton                                                                    ,"{'latitude': '40.758007', 'needs_recoding': False, 'longitude': '-73.98924', 'human_address': '{""address"":""681 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
McDonald's,Quick Serve,Fast Food,220 W 42nd St,2122217664,www.mcdonalds.com,1,10036,40.756412,-73.987858,5,3,113,1024663,1010130042,Midtown-Midtown South                                                      ,"{'latitude': '40.756412', 'needs_recoding': False, 'longitude': '-73.987858', 'human_address': '{""address"":""220 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
McDonald's,Quick Serve,Fast Food,688 Eighth Ave,2122213941,,1,10036,40.758218,-73.989059,5,3,119,1024704,1010150004,Midtown-Midtown South                                                      ,"{'latitude': '40.758218', 'needs_recoding': False, 'longitude': '-73.989059', 'human_address': '{""address"":""688 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Robert Emmett's Bar & Restaurant,Full Serve,American,694 Eighth Ave,(212) 302-9999,www.robertemmetts.com,1,10036,40.758383,-73.98894,5,3,119,1078853,1010150061,Midtown-Midtown South                                                      ,"{'latitude': '40.758383', 'needs_recoding': False, 'longitude': '-73.98894', 'human_address': '{""address"":""694 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
"1657 Broadway Deli, Ltd.",Café / Deli,,1651-1665 Broadway,2129560099,,1,10019,40.762164,-73.983575,5,3,131,1024817,1010230018,Midtown-Midtown South                                                      ,"{'latitude': '40.762164', 'needs_recoding': False, 'longitude': '-73.983575', 'human_address': '{""address"":""1651-1665 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Hard Rock Cafe,Full Serve,American,1501 Broadway,2123433355,www.hardrockcafe.com,1,10036,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757103', 'needs_recoding': False, 'longitude': '-73.986193', 'human_address': '{""address"":""1501 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Planet Hollywood,Full Serve,American,1540 Broadway,(212) 333-7827,www.planethollywoodintl.com,1,10036,40.757847,-73.985009,5,4,119,1076844,1009987501,Midtown-Midtown South                                                      ,"{'latitude': '40.757847', 'needs_recoding': False, 'longitude': '-73.985009', 'human_address': '{""address"":""1540 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
B. Smith's Restaurant Row,Full Serve,American,320 W 46th St,(212) 315-1100,www.bsmith.com,1,10036,40.760136,-73.988759,4,3,121,1025014,1010360041,Clinton                                                                    ,"{'latitude': '40.760136', 'needs_recoding': False, 'longitude': '-73.988759', 'human_address': '{""address"":""320 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Orso,Full Serve,Italian,322 W 46th St,212-489-7212,www.orsorestaurant.com,1,10036,40.760153,-73.988803,4,3,121,1025032,1010360142,Clinton                                                                    ,"{'latitude': '40.760153', 'needs_recoding': False, 'longitude': '-73.988803', 'human_address': '{""address"":""322 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Joe Allen,Full Serve,American,326 W 46th St,(212) 581-6464,www.joeallenrestaurant.com,1,10036,40.760186,-73.988882,4,3,121,1025016,1010360044,Clinton                                                                    ,"{'latitude': '40.760186', 'needs_recoding': False, 'longitude': '-73.988882', 'human_address': '{""address"":""326 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
O'Flaherty's Ale House & Restaurant,Full Serve,American,334 W 46th St,(212) 581-9366,www.oflahertynyc.com,1,10036,40.760254,-73.989045,4,3,121,1025018,1010360047,Clinton                                                                    ,"{'latitude': '40.760254', 'needs_recoding': False, 'longitude': '-73.989045', 'human_address': '{""address"":""334 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Sangria 46,Full Serve,Spanish,338 W 46th St,212-581-8482,www.sangria46.com,1,10036,40.76029,-73.989124,4,3,121,1082452,1010360149,Clinton                                                                    ,"{'latitude': '40.76029', 'needs_recoding': False, 'longitude': '-73.989124', 'human_address': '{""address"":""338 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Le Rivage,Full Serve,French,340 W 46th St,(212) 765-7374,www.lerivagenyc.com,1,10036,40.760307,-73.989167,4,3,121,1025020,1010360049,Clinton                                                                    ,"{'latitude': '40.760307', 'needs_recoding': False, 'longitude': '-73.989167', 'human_address': '{""address"":""340 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Da Rosina Ristorante Italiano,Full Serve,Italian,342 W 46th St,(212) 977-7373,www.darosina.com,1,10036,40.760323,-73.989207,4,3,121,1025021,1010360050,Clinton                                                                    ,"{'latitude': '40.760323', 'needs_recoding': False, 'longitude': '-73.989207', 'human_address': '{""address"":""342 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
EZ Deil and NY Nail Land,Café / Deli,,1625 Broadway,(212) 333-5650,,1,10019,40.761223,-73.984207,5,3,125,1024801,1010210043,Midtown-Midtown South                                                      ,"{'latitude': '40.761223', 'needs_recoding': False, 'longitude': '-73.984207', 'human_address': '{""address"":""1625 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Dunkin' Donuts,Coffee,,210 W 50th St,(212) 757-4617,,1,10019,40.76156,-73.984395,5,3,125,1024802,1010210045,Midtown-Midtown South                                                      ,"{'latitude': '40.76156', 'needs_recoding': False, 'longitude': '-73.984395', 'human_address': '{""address"":""210 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Famous Famiglia Pizzeria,Quick Serve,Pizza,1630 Broadway,(212) 333-4646,www.famousfamiglia.com,1,10019,40.761327,-73.984106,5,4,125,1024799,1010210037,Midtown-Midtown South                                                      ,"{'latitude': '40.761327', 'needs_recoding': False, 'longitude': '-73.984106', 'human_address': '{""address"":""1630 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Italia Mia Pizza,Full Serve,Pizza,1674 Broadway,(212) 265-1414,,1,10019,40.762861,-73.983109,5,4,131,1024831,1010240131,Midtown-Midtown South                                                      ,"{'latitude': '40.762861', 'needs_recoding': False, 'longitude': '-73.983109', 'human_address': '{""address"":""1674 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Club House Café,Full Serve,Spanish,155 W 46th St,(212) 354-3838,,1,10036,40.758031,-73.983746,5,4,125,1022662,1009990008,Midtown-Midtown South                                                      ,"{'latitude': '40.758031', 'needs_recoding': False, 'longitude': '-73.983746', 'human_address': '{""address"":""155 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Restaurant,Full Serve,American,155 W 46th St,2128690900,www.lemarais.net,1,10036,40.758031,-73.983746,5,4,125,1022662,1009990008,Midtown-Midtown South                                                      ,"{'latitude': '40.758031', 'needs_recoding': False, 'longitude': '-73.983746', 'human_address': '{""address"":""155 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
TGI Friday's,Full Serve,American,1552 Broadway,2129447352,www.fridays.com,1,10036,40.758665,-73.984977,5,4,125,1022660,1009990001,Midtown-Midtown South                                                      ,"{'latitude': '40.758665', 'needs_recoding': False, 'longitude': '-73.984977', 'human_address': '{""address"":""1552 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Meson Sevilla Ristorante,Full Serve,Spanish,344 W 46th St,(212) 262-5890,mesonsevilla.com,1,10036,40.760342,-73.989247,4,3,121,1025022,1010360051,Clinton                                                                    ,"{'latitude': '40.760342', 'needs_recoding': False, 'longitude': '-73.989247', 'human_address': '{""address"":""344 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Danny's Grand Sea Palace,Full Serve,Seafood,346 W 46th St,(212) 265-8130,,1,10036,40.760359,-73.989286,4,3,121,1080885,1010360052,Clinton                                                                    ,"{'latitude': '40.760359', 'needs_recoding': False, 'longitude': '-73.989286', 'human_address': '{""address"":""346 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Sushi of Gari,Full Serve,Japanese,347 W 46th St,(212) 957-0046,www.sushiofgari.com,1,10036,40.760373,-73.989276,4,3,127,1025048,1010370012,Clinton                                                                    ,"{'latitude': '40.760373', 'needs_recoding': False, 'longitude': '-73.989276', 'human_address': '{""address"":""347 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Swing 46 Jazz and Supper Club,Full Serve,American,349 W 46th St,(212) 262-9554,www.swing46.com,1,10036,40.760392,-73.989315,4,3,127,1025047,1010370010,Clinton                                                                    ,"{'latitude': '40.760392', 'needs_recoding': False, 'longitude': '-73.989315', 'human_address': '{""address"":""349 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bourbon Street Bar & Grille,Full Serve,Cajun,346 W 46th St,(212) 245-2030,www.bourbonny.com,1,10036,40.760359,-73.989286,4,3,121,1080885,1010360052,Clinton                                                                    ,"{'latitude': '40.760359', 'needs_recoding': False, 'longitude': '-73.989286', 'human_address': '{""address"":""346 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ocha Sushi,Full Serve,Japanese,350 W 46th St,2125813198,,1,10036,40.760395,-73.989369,4,3,121,1025023,1010360053,Clinton                                                                    ,"{'latitude': '40.760395', 'needs_recoding': False, 'longitude': '-73.989369', 'human_address': '{""address"":""350 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Becco,Full Serve,Italian,355 W 46th St,(212) 397-7597,www.becconyc.com,1,10036,40.760441,-73.989438,4,3,127,1025046,1010370009,Clinton                                                                    ,"{'latitude': '40.760441', 'needs_recoding': False, 'longitude': '-73.989438', 'human_address': '{""address"":""355 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Capri Ristorante - CLOSED,Full Serve,Italian,358 W 46th St,212 582-5850,http://www.capri46.com,1,10036,40.760463,-73.989528,4,3,121,1025025,1010360057,Clinton                                                                    ,"{'latitude': '40.760463', 'needs_recoding': False, 'longitude': '-73.989528', 'human_address': '{""address"":""358 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Paramount Cafe,Café / Deli,,"1501 Broadway, Suite# 2009",2123916675,,1,10036,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757103', 'needs_recoding': False, 'longitude': '-73.986193', 'human_address': '{""address"":""1501 Broadway, Suite# 2009"",""city"":"""",""state"":"""",""zip"":""""}'}"
Viva Pancho,Full Serve,Mexican,156 W 44th St,(212) 944-9747,,1,10036,40.756746,-73.984634,5,4,119,1022622,1009960056,Midtown-Midtown South                                                      ,"{'latitude': '40.756746', 'needs_recoding': False, 'longitude': '-73.984634', 'human_address': '{""address"":""156 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Lattanzi Restaurant,Full Serve,Italian,359 W 46th St,(212) 315-0980,www.lattanzinyc.com,1,10036,40.760477,-73.989521,4,3,127,1025044,1010370007,Clinton                                                                    ,"{'latitude': '40.760477', 'needs_recoding': False, 'longitude': '-73.989521', 'human_address': '{""address"":""359 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
City Chow,Café / Deli,,1633 Broadway,(212) 445-0600,www.blueradishgroup.com,1,10019,40.761574,-73.983962,5,3,131,1024812,1010220043,Midtown-Midtown South                                                      ,"{'latitude': '40.761574', 'needs_recoding': False, 'longitude': '-73.983962', 'human_address': '{""address"":""1633 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Cosi,Café / Deli,,1633 Broadway,2123972674,www.cosiny.com,1,10019,40.761574,-73.983962,5,3,131,1024812,1010220043,Midtown-Midtown South                                                      ,"{'latitude': '40.761574', 'needs_recoding': False, 'longitude': '-73.983962', 'human_address': '{""address"":""1633 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Mars 2112,Full Serve,American,"1633 Broadway, Suite# B",2125822112,www.mars2112.com,1,10019,40.761574,-73.983962,5,3,131,1024812,1010220043,Midtown-Midtown South                                                      ,"{'latitude': '40.761574', 'needs_recoding': False, 'longitude': '-73.983962', 'human_address': '{""address"":""1633 Broadway, Suite# B"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bangkok House,Full Serve,Thai,360 W 46th St,(212) 541-5943,www.bangkokhouseny.com,1,10036,40.76048,-73.989571,4,3,121,1025033,1010360157,Clinton                                                                    ,"{'latitude': '40.76048', 'needs_recoding': False, 'longitude': '-73.989571', 'human_address': '{""address"":""360 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
The House of Brews,Full Serve,American,363 W 46th St,(212) 245-0551,www.HouseOfBrews.com,1,10036,40.76051,-73.9896,4,3,127,1025043,1010370006,Clinton                                                                    ,"{'latitude': '40.76051', 'needs_recoding': False, 'longitude': '-73.9896', 'human_address': '{""address"":""363 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Tramonti,Full Serve,Italian,364 W 46th St,(212) 974-7464,,1,10036,40.760513,-73.989651,4,3,121,1025027,1010360059,Clinton                                                                    ,"{'latitude': '40.760513', 'needs_recoding': False, 'longitude': '-73.989651', 'human_address': '{""address"":""364 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Firebird Restaurant,Full Serve,Russian,365 W. 46th Street,(212) 586-0244,firebirdrestaurant.com,1,10036,40.760529,-73.98964,4,3,127,1025080,1010370105,Clinton                                                                    ,"{'latitude': '40.760529', 'needs_recoding': False, 'longitude': '-73.98964', 'human_address': '{""address"":""365 W. 46th Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
Joshua Tree - CLOSED,Full Serve,American,368 W 46th St,(212) 489-1920,http://www.joshuatreebarnyc.com/,1,10036,40.760548,-73.989734,4,3,121,1025028,1010360060,Clinton                                                                    ,"{'latitude': '40.760548', 'needs_recoding': False, 'longitude': '-73.989734', 'human_address': '{""address"":""368 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
McDonald's,Quick Serve,Fast Food,"1560 Broadway, Suite# 1651",2129218900,www.mcdonalds.com,1,10036,40.75886,-73.984843,5,4,125,1022661,1009990003,Midtown-Midtown South                                                      ,"{'latitude': '40.75886', 'needs_recoding': False, 'longitude': '-73.984843', 'human_address': '{""address"":""1560 Broadway, Suite# 1651"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ritz Bar & Lounge,Bar / Lounge,,369 W 46th St,(212) 977-3884,,1,10036,40.760562,-73.989723,4,3,127,1025079,1010370103,Clinton                                                                    ,"{'latitude': '40.760562', 'needs_recoding': False, 'longitude': '-73.989723', 'human_address': '{""address"":""369 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Deacon Brodie's Tavern,Bar / Lounge,,370 W 46th St,(212) 262-1452,,1,10036,40.760565,-73.989774,4,3,121,1025035,1010360161,Clinton                                                                    ,"{'latitude': '40.760565', 'needs_recoding': False, 'longitude': '-73.989774', 'human_address': '{""address"":""370 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pomaire,Full Serve,Chilean,371 W 46th St,(212) 956-3055,www.pomairenyc.com,1,10036,40.760578,-73.989763,4,3,127,1025078,1010370102,Clinton                                                                    ,"{'latitude': '40.760578', 'needs_recoding': False, 'longitude': '-73.989763', 'human_address': '{""address"":""371 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Red Lobster,Full Serve,Seafood,5 Times Sq,2127306706,www.redlobster.com,1,10036,40.755709,-73.987208,5,3,113,1024656,1010130029,Midtown-Midtown South                                                      ,"{'latitude': '40.755709', 'needs_recoding': False, 'longitude': '-73.987208', 'human_address': '{""address"":""5 Times Sq"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pig 'N' Whistle,Full Serve,American,"165 W 47th St
store front",(212) 302-0112,www.pignwhistlets.com,1,10036,40.758744,-73.983504,5,4,125,1083718,1010000001,Midtown-Midtown South                                                      ,"{'latitude': '40.758744', 'needs_recoding': False, 'longitude': '-73.983504', 'human_address': '{""address"":""165 W 47th St store front"",""city"":"""",""state"":"""",""zip"":""""}'}"
Roxy Deli,Café / Deli,,1565 Broadway,212-921-3333,www.roxydeli.com,1,10036,40.759192,-73.985186,5,3,125,1024749,1010180139,Midtown-Midtown South                                                      ,"{'latitude': '40.759192', 'needs_recoding': False, 'longitude': '-73.985186', 'human_address': '{""address"":""1565 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Blue Fin,Full Serve,Seafood,"W Times Square
1567 Broadway",(212) 918-1400,www.brguestrestaurants.com,1,10036,40.756582,-73.989637,5,3,113,1000000,1009950001,Midtown-Midtown South                                                      ,"{'latitude': '40.756582', 'needs_recoding': False, 'longitude': '-73.989637', 'human_address': '{""address"":""W Times Square 1567 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
The Whiskey,Bar / Lounge,,1567 Broadway,2129307444,www.midnightoilbars.com,1,10036,40.759247,-73.985168,5,3,125,1024742,1010187501,Midtown-Midtown South                                                      ,"{'latitude': '40.759247', 'needs_recoding': False, 'longitude': '-73.985168', 'human_address': '{""address"":""1567 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Aspen Social Club,Full Serve,American,157 W 47th St,(212) 221-7200 ,http://www.aspensocialclub.com/,1,10036,40.758678,-73.983342,5,4,125,1022676,1010000007,Midtown-Midtown South                                                      ,"{'latitude': '40.758678', 'needs_recoding': False, 'longitude': '-73.983342', 'human_address': '{""address"":""157 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Times Deli Café,Café / Deli,,158 W 44th St,212 944-1234,,1,10036,40.756763,-73.98467,5,4,119,1022623,1009960156,Midtown-Midtown South                                                      ,"{'latitude': '40.756763', 'needs_recoding': False, 'longitude': '-73.98467', 'human_address': '{""address"":""158 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starbucks,Coffee,,1585 Broadway,2125417515,www.starbucks.com,1,10036,40.760216,-73.985334,5,3,125,1076193,1010197502,Midtown-Midtown South                                                      ,"{'latitude': '40.760216', 'needs_recoding': False, 'longitude': '-73.985334', 'human_address': '{""address"":""1585 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
vacant (former starbucks),Coffee,,1600 Broadway,2122451936,www.starbucks.com,1,10019,40.76035,-73.984713,5,4,125,1087187,1010207502,Midtown-Midtown South                                                      ,"{'latitude': '40.76035', 'needs_recoding': False, 'longitude': '-73.984713', 'human_address': '{""address"":""1600 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Spotlight Times Square,Full Serve,American,1604-1610 Broadway,2129776773,,1,10019,40.760487,-73.984648,5,4,125,1024779,1010200038,Midtown-Midtown South                                                      ,"{'latitude': '40.760487', 'needs_recoding': False, 'longitude': '-73.984648', 'human_address': '{""address"":""1604-1610 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
San Leone,Full Serve,Italian,1674 Broadway,(212) 265-1414,,1,10019,40.762861,-73.983109,5,4,131,1024831,1010240131,Midtown-Midtown South                                                      ,"{'latitude': '40.762861', 'needs_recoding': False, 'longitude': '-73.983109', 'human_address': '{""address"":""1674 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ellen's Stardust Diner,Full Serve,American,1650 Broadway,(212) 956-5151,www.ellensstardustdiner.com,1,10019,40.761964,-73.983684,5,4,131,1024811,1010220035,Midtown-Midtown South                                                      ,"{'latitude': '40.761964', 'needs_recoding': False, 'longitude': '-73.983684', 'human_address': '{""address"":""1650 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
New York Bagel Company,Café / Deli,,1674 Broadway,2123977720,www.networkbeyond.com,1,10019,40.762861,-73.983109,5,4,131,1024831,1010240131,Midtown-Midtown South                                                      ,"{'latitude': '40.762861', 'needs_recoding': False, 'longitude': '-73.983109', 'human_address': '{""address"":""1674 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Crumbs,Quick Serve,Dessert,1675 Broadway,2127949800,http://crumbs.com/,1,10019,40.762963,-73.983073,5,3,131,1076199,1010240015,Midtown-Midtown South                                                      ,"{'latitude': '40.762963', 'needs_recoding': False, 'longitude': '-73.983073', 'human_address': '{""address"":""1675 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Olive Garden Italian Restaurant,Full Serve,Italian,2 Times Sq,2123333254,www.olivegarden.com,1,10036,40.75931,-73.984857,5,4,125,1024757,1010197501,Midtown-Midtown South                                                      ,"{'latitude': '40.75931', 'needs_recoding': False, 'longitude': '-73.984857', 'human_address': '{""address"":""2 Times Sq"",""city"":"""",""state"":"""",""zip"":""""}'}"
Playwright Bar And Restaurant,Full Serve,American,202 W 49th St,(212) 262-9263,www.playwrighttavern.com,1,10019,40.760559,-73.983991,5,4,125,1024786,1010200136,Midtown-Midtown South                                                      ,"{'latitude': '40.760559', 'needs_recoding': False, 'longitude': '-73.983991', 'human_address': '{""address"":""202 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Dean & Deluca,Café / Deli,,620 Eighth Ave,2122210308,www.deandeluca.com,1,10018,40.756039,-73.990651,5,3,113,1087186,1010127501,Midtown-Midtown South                                                      ,"{'latitude': '40.756039', 'needs_recoding': False, 'longitude': '-73.990651', 'human_address': '{""address"":""620 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Subway,Quick Serve,Fast Food,214 W 50th St,2122651822,,1,10019,40.761585,-73.984456,5,3,125,1024803,1010210048,Midtown-Midtown South                                                      ,"{'latitude': '40.761585', 'needs_recoding': False, 'longitude': '-73.984456', 'human_address': '{""address"":""214 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Europa Café,Café / Deli,,218 W 42nd St,(212) 664-1820 x14,,1,10036,40.756382,-73.987789,5,3,113,1024662,1010130041,Midtown-Midtown South                                                      ,"{'latitude': '40.756382', 'needs_recoding': False, 'longitude': '-73.987789', 'human_address': '{""address"":""218 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Uncle A's Mini Mart,Café / Deli,,220 W 41st St,(212) 921-7185,,1,10036,40.755717,-73.98828,5,3,113,1080831,1010120042,Midtown-Midtown South                                                      ,"{'latitude': '40.755717', 'needs_recoding': False, 'longitude': '-73.98828', 'human_address': '{""address"":""220 W 41st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
The Alicart Restaurant Group,Catering,,1501 Broadway,2126759790,http://www.alicart.com/,1,10036,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757103', 'needs_recoding': False, 'longitude': '-73.986193', 'human_address': '{""address"":""1501 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Da Marino,Full Serve,Italian,220 W 49th St,(212) 541-6601,,1,10019,40.760987,-73.984987,5,3,125,1024781,1010200049,Midtown-Midtown South                                                      ,"{'latitude': '40.760987', 'needs_recoding': False, 'longitude': '-73.984987', 'human_address': '{""address"":""220 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Danny's Deli,Full Serve,Italian,224 W 47th St,(212) 921-1200,,1,10036,40.759697,-73.985818,5,3,125,1024743,1010180044,Midtown-Midtown South                                                      ,"{'latitude': '40.759697', 'needs_recoding': False, 'longitude': '-73.985818', 'human_address': '{""address"":""224 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Lp Food & Beverage Inc/Oceo,Catering,,224 W 49th St,2122626236,www.oceo.com,1,10019,40.761014,-73.985052,5,3,125,1024782,1010200051,Midtown-Midtown South                                                      ,"{'latitude': '40.761014', 'needs_recoding': False, 'longitude': '-73.985052', 'human_address': '{""address"":""224 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Oceo,Full Serve,Afghan,224 West 49th Street,212 262-6236,,1,10019,40.761014,-73.985052,5,3,125,1024782,1010200051,Midtown-Midtown South                                                      ,"{'latitude': '40.761014', 'needs_recoding': False, 'longitude': '-73.985052', 'human_address': '{""address"":""224 West 49th Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
Serafina @ Time Hotel,Full Serve,Italian,224 W 49th St,212,,1,10019,40.761014,-73.985052,5,3,125,1024782,1010200051,Midtown-Midtown South                                                      ,"{'latitude': '40.761014', 'needs_recoding': False, 'longitude': '-73.985052', 'human_address': '{""address"":""224 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Gallagher's Steak House,Full Serve,Steakhouse,228 W. 52nd Street,(212) 245-5336,www.gallaghersnysteakhouse.com,1,10019,40.762911,-73.98372,5,3,131,1024819,1010230048,Midtown-Midtown South                                                      ,"{'latitude': '40.762911', 'needs_recoding': False, 'longitude': '-73.98372', 'human_address': '{""address"":""228 W. 52nd Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
"Aramark Services, Inc.",Catering,,230 W 41st St,,,1,10036,40.755802,-73.988482,5,3,113,1080830,1010120015,Midtown-Midtown South                                                      ,"{'latitude': '40.755802', 'needs_recoding': False, 'longitude': '-73.988482', 'human_address': '{""address"":""230 W 41st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bubba Gump Shrimp Co.,Full Serve,Seafood,"209 Avenida Fabricante
Suite 200",(212) 391-7100,www.bubbagump.com,1,,,,,,,,,,"{'latitude': '33.4463', 'needs_recoding': False, 'longitude': '-117.587655', 'human_address': '{""address"":""209 Avenida Fabricante Suite 200"",""city"":"""",""state"":"""",""zip"":""""}'}"
Carmine's,Full Serve,Italian,200 W 44th St,(212) 221-3800,www.carminesnyc.com,1,10036,40.757405,-73.98619,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757405', 'needs_recoding': False, 'longitude': '-73.98619', 'human_address': '{""address"":""200 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Carvel,Quick Serve,Dessert,1501 Broadway,212 391-6675,,1,10036,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757103', 'needs_recoding': False, 'longitude': '-73.986193', 'human_address': '{""address"":""1501 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
