FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1294918,Delta,5268,ORD,JFK,2024-09-01 19:31:00,2024-09-01 19:38:00,2024-09-02 00:31:00,2024-09-02 00:53:00,22,Maintenance,false,true,Boeing 737,N98969,2895
1357573,American Airlines,6497,LAX,JFK,2024-09-01 03:49:00,2024-09-01 03:54:00,2024-09-01 09:49:00,2024-09-01 09:52:00,3,Air Traffic Control,true,true,Boeing 737,N42187,2621
1138931,Delta,1423,ATL,BOS,2024-09-01 17:23:00,2024-09-01 17:30:00,2024-09-01 22:23:00,2024-09-01 22:31:00,8,Air Traffic Control,false,true,Boeing 737,N41170,2903
509720,Delta,6797,ORD,JFK,2024-09-01 02:02:00,2024-09-01 02:30:00,2024-09-01 07:02:00,2024-09-01 06:56:00,-6,,true,false,Boeing 737,N68636,1617
828348,United,4093,JFK,BOS,2024-09-01 03:30:00,2024-09-01 03:41:00,2024-09-01 08:30:00,2024-09-01 08:42:00,12,Maintenance,false,false,Boeing 737,N97573,1974
249530,American Airlines,8750,JFK,MIA,2024-09-01 00:11:00,2024-09-01 00:35:00,2024-09-01 04:11:00,2024-09-01 04:15:00,4,Weather,true,true,Boeing 737,N85355,1182
187098,American Airlines,6476,LAX,BOS,2024-09-01 12:19:00,2024-09-01 12:26:00,2024-09-01 14:19:00,2024-09-01 14:16:00,-3,,false,true,Boeing 737,N82733,2328
1562076,Delta,1194,JFK,JFK,2024-09-01 17:37:00,2024-09-01 17:52:00,2024-09-01 19:37:00,2024-09-01 20:06:00,29,Air Traffic Control,false,true,Airbus A320,N35893,239
380915,United,8040,ORD,MIA,2024-09-01 15:31:00,2024-09-01 15:47:00,2024-09-01 17:31:00,2024-09-01 17:32:00,1,Air Traffic Control,true,false,Airbus A320,N16150,381
006665,Delta,9704,ORD,BOS,2024-09-01 03:34:00,2024-09-01 03:42:00,2024-09-01 08:34:00,2024-09-01 08:25:00,-9,,true,true,Airbus A320,N27965,1578
188993,Southwest,4948,ATL,JFK,2024-09-01 01:34:00,2024-09-01 01:34:00,2024-09-01 04:34:00,2024-09-01 04:57:00,23,Maintenance,true,true,Boeing 737,N51188,1319
669861,United,6364,ATL,JFK,2024-09-01 18:20:00,2024-09-01 18:35:00,2024-09-01 20:20:00,2024-09-01 20:32:00,12,Air Traffic Control,false,false,Airbus A320,N54262,957
1301782,United,9724,JFK,SFO,2024-09-01 21:11:00,2024-09-01 21:27:00,2024-09-01 23:11:00,2024-09-01 23:41:00,30,Air Traffic Control,false,false,Boeing 777,N82043,1864
574698,American Airlines,1232,ATL,SEA,2024-09-01 18:42:00,2024-09-01 19:00:00,2024-09-01 19:42:00,2024-09-01 19:43:00,1,Weather,true,true,Boeing 737,N75324,2344
1323875,United,0937,JFK,SEA,2024-09-01 13:27:00,2024-09-01 13:34:00,2024-09-01 15:27:00,2024-09-01 15:22:00,-5,,true,false,Airbus A320,N18961,1977
674830,American Airlines,4755,DFW,SEA,2024-09-01 08:31:00,2024-09-01 08:51:00,2024-09-01 13:31:00,2024-09-01 13:38:00,7,Weather,true,true,Airbus A320,N99365,214
1548775,United,3937,JFK,MIA,2024-09-01 23:51:00,2024-09-02 00:21:00,2024-09-02 05:51:00,2024-09-02 06:17:00,26,Air Traffic Control,true,true,Boeing 737,N95536,218
1471674,Delta,3829,ATL,BOS,2024-09-01 09:58:00,2024-09-01 10:17:00,2024-09-01 13:58:00,2024-09-01 14:06:00,8,Maintenance,false,false,Boeing 777,N91596,628
274238,United,2809,ORD,SEA,2024-09-01 10:09:00,2024-09-01 10:35:00,2024-09-01 12:09:00,2024-09-01 12:06:00,-3,,false,true,Boeing 777,N32713,926
1425651,United,6486,ATL,SEA,2024-09-01 02:43:00,2024-09-01 02:55:00,2024-09-01 05:43:00,2024-09-01 05:34:00,-9,,false,true,Airbus A320,N72653,2365
1201328,Southwest,7438,JFK,SEA,2024-09-01 04:34:00,2024-09-01 04:57:00,2024-09-01 08:34:00,2024-09-01 08:56:00,22,Weather,true,false,Boeing 737,N60031,1204
658873,Southwest,7133,JFK,MIA,2024-09-01 17:02:00,2024-09-01 17:09:00,2024-09-01 19:02:00,2024-09-01 19:16:00,14,Maintenance,true,false,Boeing 737,N89312,662
054000,Southwest,5021,DFW,SFO,2024-09-01 17:02:00,2024-09-01 17:23:00,2024-09-01 19:02:00,2024-09-01 19:24:00,22,Maintenance,false,true,Boeing 777,N87008,2657
1743317,American Airlines,1675,ORD,MIA,2024-09-01 15:25:00,2024-09-01 15:52:00,2024-09-01 18:25:00,2024-09-01 18:49:00,24,Weather,true,true,Boeing 777,N91221,1185
734275,United,6831,DFW,JFK,2024-09-01 12:16:00,2024-09-01 12:22:00,2024-09-01 17:16:00,2024-09-01 17:35:00,19,Maintenance,false,true,Airbus A320,N67154,1926
512167,Southwest,7646,LAX,MIA,2024-09-01 08:51:00,2024-09-01 08:56:00,2024-09-01 14:51:00,2024-09-01 14:44:00,-7,,false,false,Boeing 737,N31113,962
1336757,Delta,6262,LAX,MIA,2024-09-01 20:56:00,2024-09-01 21:10:00,2024-09-01 23:56:00,2024-09-02 00:17:00,21,Weather,true,false,Boeing 737,N83031,1565
083987,Delta,9197,JFK,SEA,2024-09-01 02:55:00,2024-09-01 02:55:00,2024-09-01 03:55:00,2024-09-01 04:17:00,22,Weather,true,false,Boeing 777,N64839,1163
920734,Delta,0362,LAX,SFO,2024-09-01 21:30:00,2024-09-01 22:00:00,2024-09-02 02:30:00,2024-09-02 02:46:00,16,Weather,false,true,Boeing 737,N37825,266
1280134,Southwest,9068,JFK,MIA,2024-09-01 03:15:00,2024-09-01 03:44:00,2024-09-01 08:15:00,2024-09-01 08:10:00,-5,,true,true,Boeing 737,N74918,693
1719019,American Airlines,5523,ATL,MIA,2024-09-01 18:02:00,2024-09-01 18:09:00,2024-09-01 21:02:00,2024-09-01 21:30:00,28,Air Traffic Control,true,true,Boeing 777,N58413,374
662349,United,0946,JFK,BOS,2024-09-01 01:37:00,2024-09-01 02:07:00,2024-09-01 04:37:00,2024-09-01 05:04:00,27,Air Traffic Control,true,true,Airbus A320,N46513,1464
354139,American Airlines,9924,DFW,BOS,2024-09-01 06:17:00,2024-09-01 06:41:00,2024-09-01 07:17:00,2024-09-01 07:32:00,15,Air Traffic Control,false,false,Boeing 737,N58884,2813
444720,United,0806,ORD,JFK,2024-09-01 13:55:00,2024-09-01 14:09:00,2024-09-01 15:55:00,2024-09-01 16:03:00,8,Air Traffic Control,true,true,Boeing 777,N55580,2233
1311499,Southwest,0716,ATL,SEA,2024-09-01 19:44:00,2024-09-01 20:09:00,2024-09-02 01:44:00,2024-09-02 01:49:00,5,Maintenance,false,true,Airbus A320,N67058,634
562808,Delta,0751,JFK,SEA,2024-09-01 04:34:00,2024-09-01 04:43:00,2024-09-01 09:34:00,2024-09-01 09:30:00,-4,,false,true,Airbus A320,N80167,511
481627,American Airlines,7934,ORD,BOS,2024-09-01 14:24:00,2024-09-01 14:38:00,2024-09-01 17:24:00,2024-09-01 17:36:00,12,Maintenance,false,true,Airbus A320,N98305,513
932375,American Airlines,4029,DFW,SFO,2024-09-01 22:25:00,2024-09-01 22:28:00,2024-09-02 00:25:00,2024-09-02 00:44:00,19,Air Traffic Control,false,false,Boeing 777,N98005,482
506284,United,1893,JFK,SFO,2024-09-01 02:47:00,2024-09-01 03:15:00,2024-09-01 04:47:00,2024-09-01 04:42:00,-5,,false,false,Boeing 777,N99600,2218
1552256,United,3851,JFK,SEA,2024-09-01 17:24:00,2024-09-01 17:41:00,2024-09-01 18:24:00,2024-09-01 18:42:00,18,Weather,false,true,Boeing 737,N94641,1137
1250802,Delta,6425,ORD,SFO,2024-09-01 10:25:00,2024-09-01 10:43:00,2024-09-01 16:25:00,2024-09-01 16:50:00,25,Air Traffic Control,true,true,Airbus A320,N86166,1567
922527,Southwest,2671,JFK,MIA,2024-09-01 17:37:00,2024-09-01 18:03:00,2024-09-01 19:37:00,2024-09-01 19:29:00,-8,,true,false,Boeing 777,N61182,2685
359029,Southwest,0105,LAX,JFK,2024-09-01 14:02:00,2024-09-01 14:26:00,2024-09-01 17:02:00,2024-09-01 17:12:00,10,Air Traffic Control,true,false,Airbus A320,N80223,999
1066667,American Airlines,3952,ORD,JFK,2024-09-01 21:53:00,2024-09-01 22:03:00,2024-09-01 22:53:00,2024-09-01 22:51:00,-2,,false,true,Boeing 737,N41810,1536
650584,American Airlines,9752,LAX,BOS,2024-09-01 06:10:00,2024-09-01 06:17:00,2024-09-01 08:10:00,2024-09-01 08:40:00,30,Air Traffic Control,false,false,Airbus A320,N11813,2979
244617,United,1494,JFK,JFK,2024-09-01 22:28:00,2024-09-01 22:41:00,2024-09-01 23:28:00,2024-09-01 23:46:00,18,Maintenance,true,true,Boeing 737,N70260,1070
1232527,Southwest,7268,JFK,SFO,2024-09-01 11:06:00,2024-09-01 11:27:00,2024-09-01 14:06:00,2024-09-01 14:05:00,-1,,false,true,Airbus A320,N96899,1622
182141,United,7898,ORD,BOS,2024-09-01 13:34:00,2024-09-01 13:51:00,2024-09-01 17:34:00,2024-09-01 18:04:00,30,Weather,false,true,Boeing 777,N93803,1541
1604368,United,7196,DFW,SEA,2024-09-01 05:24:00,2024-09-01 05:31:00,2024-09-01 10:24:00,2024-09-01 10:21:00,-3,,true,false,Boeing 777,N95553,613
1166176,American Airlines,2506,JFK,SFO,2024-09-01 03:36:00,2024-09-01 04:05:00,2024-09-01 06:36:00,2024-09-01 07:04:00,28,Maintenance,false,false,Airbus A320,N64754,1651
774166,United,5619,LAX,JFK,2024-09-01 09:27:00,2024-09-01 09:36:00,2024-09-01 12:27:00,2024-09-01 12:48:00,21,Air Traffic Control,false,false,Airbus A320,N63369,2577
716821,Delta,6379,JFK,JFK,2024-09-01 03:29:00,2024-09-01 03:55:00,2024-09-01 06:29:00,2024-09-01 06:49:00,20,Air Traffic Control,false,false,Boeing 777,N15504,1359
082961,United,8827,ORD,SEA,2024-09-01 14:58:00,2024-09-01 15:28:00,2024-09-01 17:58:00,2024-09-01 17:56:00,-2,,true,false,Boeing 777,N48172,792
249914,United,6927,ORD,JFK,2024-09-01 20:39:00,2024-09-01 20:47:00,2024-09-02 01:39:00,2024-09-02 02:00:00,21,Maintenance,false,false,Airbus A320,N93594,259
019720,United,0260,JFK,BOS,2024-09-01 16:01:00,2024-09-01 16:03:00,2024-09-01 19:01:00,2024-09-01 18:51:00,-10,,false,false,Boeing 777,N14733,2614
496157,United,9688,LAX,MIA,2024-09-01 03:50:00,2024-09-01 03:53:00,2024-09-01 09:50:00,2024-09-01 09:50:00,0,,true,false,Boeing 737,N88373,2426
1313716,American Airlines,1629,DFW,MIA,2024-09-01 15:27:00,2024-09-01 15:57:00,2024-09-01 19:27:00,2024-09-01 19:29:00,2,Maintenance,false,false,Boeing 777,N61933,835
117329,Southwest,3903,JFK,SEA,2024-09-01 12:17:00,2024-09-01 12:38:00,2024-09-01 13:17:00,2024-09-01 13:08:00,-9,,true,false,Boeing 777,N60512,2382
353642,Southwest,4769,LAX,MIA,2024-09-01 15:56:00,2024-09-01 16:13:00,2024-09-01 19:56:00,2024-09-01 20:21:00,25,Weather,true,true,Boeing 737,N15910,2498
338069,United,5285,ATL,BOS,2024-09-01 01:47:00,2024-09-01 02:01:00,2024-09-01 06:47:00,2024-09-01 07:16:00,29,Maintenance,true,true,Boeing 777,N84947,2474
206239,American Airlines,2028,LAX,BOS,2024-09-01 07:38:00,2024-09-01 07:47:00,2024-09-01 08:38:00,2024-09-01 08:58:00,20,Weather,true,true,Airbus A320,N41049,721
1403295,Southwest,1192,DFW,BOS,2024-09-01 18:40:00,2024-09-01 19:06:00,2024-09-01 22:40:00,2024-09-01 23:02:00,22,Maintenance,true,true,Boeing 777,N58303,2864
1148669,United,5724,ORD,SEA,2024-09-01 04:34:00,2024-09-01 04:43:00,2024-09-01 07:34:00,2024-09-01 08:00:00,26,Maintenance,true,false,Airbus A320,N29035,1053
449301,Delta,7169,DFW,SEA,2024-09-01 03:33:00,2024-09-01 03:44:00,2024-09-01 06:33:00,2024-09-01 06:40:00,7,Weather,false,true,Airbus A320,N31852,813
086883,Delta,3957,DFW,SEA,2024-09-01 21:39:00,2024-09-01 21:57:00,2024-09-02 00:39:00,2024-09-02 01:09:00,30,Weather,true,true,Airbus A320,N78666,1977
1190036,American Airlines,8690,ORD,SFO,2024-09-01 04:02:00,2024-09-01 04:03:00,2024-09-01 05:02:00,2024-09-01 05:13:00,11,Maintenance,true,false,Airbus A320,N34766,1171
096738,Delta,0723,DFW,SEA,2024-09-01 21:52:00,2024-09-01 22:07:00,2024-09-01 23:52:00,2024-09-02 00:10:00,18,Weather,false,false,Airbus A320,N13585,1207
621438,American Airlines,5091,LAX,BOS,2024-09-01 01:32:00,2024-09-01 02:01:00,2024-09-01 04:32:00,2024-09-01 04:57:00,25,Maintenance,false,true,Airbus A320,N59988,572
987969,Southwest,3365,ATL,SFO,2024-09-01 14:16:00,2024-09-01 14:26:00,2024-09-01 15:16:00,2024-09-01 15:19:00,3,Weather,true,false,Boeing 737,N66824,1199
1151752,Southwest,7449,LAX,SFO,2024-09-01 11:15:00,2024-09-01 11:19:00,2024-09-01 14:15:00,2024-09-01 14:33:00,18,Weather,true,false,Boeing 777,N73173,2318
626112,Delta,5515,JFK,BOS,2024-09-01 18:21:00,2024-09-01 18:30:00,2024-09-01 19:21:00,2024-09-01 19:20:00,-1,,true,false,Boeing 777,N82670,387
1495121,American Airlines,7150,ORD,JFK,2024-09-01 07:48:00,2024-09-01 08:05:00,2024-09-01 12:48:00,2024-09-01 13:09:00,21,Weather,true,true,Boeing 737,N28720,784
846998,American Airlines,5231,DFW,SFO,2024-09-01 15:57:00,2024-09-01 16:05:00,2024-09-01 20:57:00,2024-09-01 20:48:00,-9,,true,false,Boeing 777,N20285,2309
1617808,Southwest,0825,DFW,SFO,2024-09-01 05:15:00,2024-09-01 05:17:00,2024-09-01 06:15:00,2024-09-01 06:07:00,-8,,false,false,Boeing 777,N11546,301
634023,Delta,4068,ORD,SFO,2024-09-01 10:44:00,2024-09-01 11:08:00,2024-09-01 15:44:00,2024-09-01 15:48:00,4,Air Traffic Control,false,true,Boeing 777,N85793,1713
1182720,Delta,8792,LAX,SFO,2024-09-01 20:59:00,2024-09-01 21:02:00,2024-09-01 23:59:00,2024-09-02 00:01:00,2,Maintenance,false,true,Boeing 777,N59601,799
1431096,Southwest,1803,ATL,MIA,2024-09-01 11:58:00,2024-09-01 12:21:00,2024-09-01 17:58:00,2024-09-01 18:12:00,14,Weather,true,false,Boeing 737,N28141,131
712945,United,5887,ATL,MIA,2024-09-01 04:54:00,2024-09-01 05:15:00,2024-09-01 07:54:00,2024-09-01 07:45:00,-9,,false,true,Boeing 777,N97133,2223
519706,Delta,4126,ATL,JFK,2024-09-01 12:41:00,2024-09-01 12:56:00,2024-09-01 16:41:00,2024-09-01 17:00:00,19,Weather,true,true,Airbus A320,N17341,2773
932401,Southwest,8876,JFK,SFO,2024-09-01 13:45:00,2024-09-01 13:48:00,2024-09-01 18:45:00,2024-09-01 18:47:00,2,Weather,true,false,Boeing 737,N71335,2097
1314380,Southwest,8899,DFW,SFO,2024-09-01 18:21:00,2024-09-01 18:32:00,2024-09-01 23:21:00,2024-09-01 23:32:00,11,Air Traffic Control,true,true,Boeing 737,N94634,1393
568718,Delta,5254,ORD,JFK,2024-09-01 00:19:00,2024-09-01 00:36:00,2024-09-01 06:19:00,2024-09-01 06:22:00,3,Weather,false,true,Boeing 777,N66178,2906
667174,Delta,1667,DFW,MIA,2024-09-01 04:02:00,2024-09-01 04:26:00,2024-09-01 05:02:00,2024-09-01 05:23:00,21,Maintenance,false,true,Boeing 777,N37478,137
1364472,Delta,8957,ORD,SFO,2024-09-01 18:48:00,2024-09-01 19:13:00,2024-09-01 22:48:00,2024-09-01 22:58:00,10,Weather,true,true,Airbus A320,N21694,2062
282163,Southwest,8820,JFK,JFK,2024-09-01 14:18:00,2024-09-01 14:31:00,2024-09-01 19:18:00,2024-09-01 19:41:00,23,Air Traffic Control,true,true,Boeing 777,N56656,1579
1561202,Delta,9506,ORD,BOS,2024-09-01 00:40:00,2024-09-01 00:49:00,2024-09-01 05:40:00,2024-09-01 06:10:00,30,Maintenance,false,true,Boeing 737,N16069,240
1625548,United,3503,LAX,SEA,2024-09-01 23:16:00,2024-09-01 23:42:00,2024-09-02 04:16:00,2024-09-02 04:28:00,12,Air Traffic Control,false,false,Boeing 777,N95380,2617
1147284,Delta,0598,DFW,SEA,2024-09-01 08:10:00,2024-09-01 08:14:00,2024-09-01 09:10:00,2024-09-01 09:37:00,27,Maintenance,true,false,Boeing 777,N33578,1904
1724467,American Airlines,7926,ORD,SEA,2024-09-01 00:26:00,2024-09-01 00:45:00,2024-09-01 05:26:00,2024-09-01 05:26:00,0,,false,false,Airbus A320,N61936,2106
231965,Southwest,9657,DFW,SFO,2024-09-01 18:07:00,2024-09-01 18:15:00,2024-09-01 22:07:00,2024-09-01 22:26:00,19,Maintenance,true,true,Boeing 777,N15758,2310
756456,Southwest,1631,ORD,SFO,2024-09-01 09:33:00,2024-09-01 09:38:00,2024-09-01 12:33:00,2024-09-01 12:34:00,1,Weather,false,true,Airbus A320,N24553,1363
099846,United,6592,ORD,JFK,2024-09-01 11:19:00,2024-09-01 11:49:00,2024-09-01 17:19:00,2024-09-01 17:39:00,20,Maintenance,true,true,Boeing 737,N69844,1588
1598901,American Airlines,7157,JFK,MIA,2024-09-01 18:08:00,2024-09-01 18:26:00,2024-09-01 23:08:00,2024-09-01 23:34:00,26,Weather,false,false,Boeing 777,N79504,252
1392347,Delta,3006,ATL,MIA,2024-09-01 02:11:00,2024-09-01 02:21:00,2024-09-01 08:11:00,2024-09-01 08:06:00,-5,,false,true,Boeing 777,N86480,1447
441921,American Airlines,3677,JFK,SEA,2024-09-01 01:47:00,2024-09-01 02:09:00,2024-09-01 06:47:00,2024-09-01 06:51:00,4,Air Traffic Control,false,true,Airbus A320,N99302,2334
093574,Delta,1317,JFK,SEA,2024-09-01 22:55:00,2024-09-01 23:16:00,2024-09-01 23:55:00,2024-09-02 00:18:00,23,Maintenance,false,true,Airbus A320,N78918,571
1029714,United,6881,DFW,JFK,2024-09-01 22:41:00,2024-09-01 23:10:00,2024-09-02 00:41:00,2024-09-02 00:34:00,-7,,true,false,Boeing 737,N57332,977
944032,United,7660,JFK,SFO,2024-09-01 12:54:00,2024-09-01 13:08:00,2024-09-01 16:54:00,2024-09-01 17:17:00,23,Maintenance,true,true,Boeing 737,N36964,2107
1736219,Southwest,0756,JFK,MIA,2024-09-01 22:02:00,2024-09-01 22:02:00,2024-09-02 04:02:00,2024-09-02 04:22:00,20,Air Traffic Control,false,false,Boeing 777,N73989,2563
1237810,United,0452,JFK,BOS,2024-09-01 10:48:00,2024-09-01 10:52:00,2024-09-01 15:48:00,2024-09-01 16:03:00,15,Weather,true,false,Boeing 737,N28043,2227
273246,American Airlines,5860,ORD,SFO,2024-09-01 08:10:00,2024-09-01 08:36:00,2024-09-01 14:10:00,2024-09-01 14:34:00,24,Weather,true,false,Boeing 737,N54001,706
1551946,United,5830,ATL,JFK,2024-09-01 21:01:00,2024-09-01 21:31:00,2024-09-01 22:01:00,2024-09-01 22:02:00,1,Air Traffic Control,true,false,Airbus A320,N82698,2891
646294,Southwest,4635,JFK,SEA,2024-09-01 14:11:00,2024-09-01 14:18:00,2024-09-01 17:11:00,2024-09-01 17:15:00,4,Maintenance,true,false,Airbus A320,N57520,384
368519,United,9714,ATL,BOS,2024-09-01 19:14:00,2024-09-01 19:18:00,2024-09-01 20:14:00,2024-09-01 20:24:00,10,Air Traffic Control,false,false,Boeing 737,N69873,2510
1164041,United,3793,JFK,SFO,2024-09-01 17:07:00,2024-09-01 17:07:00,2024-09-01 20:07:00,2024-09-01 20:34:00,27,Weather,false,true,Airbus A320,N46127,2063
1224995,American Airlines,2282,LAX,JFK,2024-09-01 06:42:00,2024-09-01 06:45:00,2024-09-01 09:42:00,2024-09-01 09:57:00,15,Weather,false,false,Airbus A320,N51283,709
789178,Delta,4335,ORD,SFO,2024-09-01 23:41:00,2024-09-02 00:07:00,2024-09-02 00:41:00,2024-09-02 00:51:00,10,Weather,false,false,Boeing 737,N14339,697
123970,United,9085,LAX,MIA,2024-09-01 10:08:00,2024-09-01 10:11:00,2024-09-01 12:08:00,2024-09-01 12:33:00,25,Weather,false,true,Boeing 737,N77224,297
106037,Delta,1245,ATL,MIA,2024-09-01 11:06:00,2024-09-01 11:32:00,2024-09-01 16:06:00,2024-09-01 15:58:00,-8,,false,false,Boeing 777,N99551,1691
586211,United,5091,JFK,SFO,2024-09-01 05:14:00,2024-09-01 05:38:00,2024-09-01 07:14:00,2024-09-01 07:35:00,21,Air Traffic Control,false,true,Airbus A320,N20203,1097
592713,Delta,4578,JFK,BOS,2024-09-01 08:20:00,2024-09-01 08:34:00,2024-09-01 13:20:00,2024-09-01 13:14:00,-6,,false,false,Airbus A320,N68210,667
1430553,Delta,2599,LAX,SFO,2024-09-01 20:01:00,2024-09-01 20:24:00,2024-09-01 23:01:00,2024-09-01 23:13:00,12,Air Traffic Control,true,false,Airbus A320,N33114,1556
1625350,American Airlines,9880,LAX,SFO,2024-09-01 20:49:00,2024-09-01 21:07:00,2024-09-02 01:49:00,2024-09-02 01:46:00,-3,,false,true,Airbus A320,N76684,1931
1366706,Delta,0529,ATL,MIA,2024-09-01 08:28:00,2024-09-01 08:50:00,2024-09-01 10:28:00,2024-09-01 10:27:00,-1,,true,false,Boeing 737,N94891,1574
831035,Delta,8255,JFK,BOS,2024-09-01 18:51:00,2024-09-01 18:57:00,2024-09-01 20:51:00,2024-09-01 20:52:00,1,Weather,false,false,Airbus A320,N26498,2297
917099,Delta,3458,JFK,SFO,2024-09-01 00:01:00,2024-09-01 00:10:00,2024-09-01 04:01:00,2024-09-01 03:55:00,-6,,false,false,Boeing 737,N70521,1953
1344317,Southwest,7965,ATL,SFO,2024-09-01 18:12:00,2024-09-01 18:12:00,2024-09-01 21:12:00,2024-09-01 21:08:00,-4,,false,false,Boeing 737,N58530,1670
1004209,United,4848,ORD,SFO,2024-09-01 10:25:00,2024-09-01 10:38:00,2024-09-01 14:25:00,2024-09-01 14:51:00,26,Maintenance,true,true,Boeing 777,N33955,506
838314,United,7867,DFW,MIA,2024-09-01 09:08:00,2024-09-01 09:10:00,2024-09-01 11:08:00,2024-09-01 11:33:00,25,Weather,true,true,Airbus A320,N83428,1303
1600564,American Airlines,1423,LAX,BOS,2024-09-01 09:10:00,2024-09-01 09:20:00,2024-09-01 12:10:00,2024-09-01 12:23:00,13,Air Traffic Control,false,false,Airbus A320,N58936,1559
482991,United,0888,JFK,JFK,2024-09-01 14:46:00,2024-09-01 15:00:00,2024-09-01 18:46:00,2024-09-01 19:02:00,16,Maintenance,true,true,Boeing 737,N86596,522
1048063,United,7135,ATL,MIA,2024-09-01 01:32:00,2024-09-01 01:46:00,2024-09-01 02:32:00,2024-09-01 02:26:00,-6,,false,false,Airbus A320,N62829,2395
1498235,American Airlines,2210,DFW,JFK,2024-09-01 09:37:00,2024-09-01 09:52:00,2024-09-01 14:37:00,2024-09-01 14:51:00,14,Maintenance,false,true,Airbus A320,N40662,815
223571,Delta,6575,ORD,JFK,2024-09-01 13:04:00,2024-09-01 13:22:00,2024-09-01 14:04:00,2024-09-01 14:32:00,28,Air Traffic Control,false,false,Boeing 777,N55081,1616
805556,United,8527,DFW,SFO,2024-09-01 14:46:00,2024-09-01 15:04:00,2024-09-01 20:46:00,2024-09-01 20:41:00,-5,,false,true,Boeing 737,N27105,1238
1624344,United,0981,ATL,BOS,2024-09-01 03:40:00,2024-09-01 03:47:00,2024-09-01 08:40:00,2024-09-01 08:54:00,14,Weather,true,true,Boeing 737,N21400,477
139333,Southwest,2721,ORD,BOS,2024-09-01 19:48:00,2024-09-01 19:51:00,2024-09-01 21:48:00,2024-09-01 22:11:00,23,Maintenance,true,false,Airbus A320,N15892,2314
855378,Delta,3783,ORD,BOS,2024-09-01 15:01:00,2024-09-01 15:31:00,2024-09-01 16:01:00,2024-09-01 16:28:00,27,Air Traffic Control,false,false,Airbus A320,N67868,1688
643585,United,6597,ATL,BOS,2024-09-01 22:37:00,2024-09-01 22:50:00,2024-09-02 00:37:00,2024-09-02 01:02:00,25,Maintenance,false,false,Boeing 777,N35139,1520
156320,Delta,9006,JFK,SFO,2024-09-01 08:21:00,2024-09-01 08:49:00,2024-09-01 10:21:00,2024-09-01 10:38:00,17,Maintenance,false,false,Airbus A320,N53447,2693
661314,United,5469,LAX,JFK,2024-09-01 16:17:00,2024-09-01 16:39:00,2024-09-01 17:17:00,2024-09-01 17:31:00,14,Air Traffic Control,true,false,Boeing 777,N77928,607
729978,American Airlines,3078,ATL,SFO,2024-09-01 05:23:00,2024-09-01 05:52:00,2024-09-01 06:23:00,2024-09-01 06:32:00,9,Air Traffic Control,false,true,Airbus A320,N78214,1316
315940,American Airlines,8446,JFK,SFO,2024-09-01 17:48:00,2024-09-01 18:01:00,2024-09-01 18:48:00,2024-09-01 19:05:00,17,Air Traffic Control,false,true,Boeing 737,N55953,1615
1618500,Delta,1171,ORD,SEA,2024-09-01 23:08:00,2024-09-01 23:29:00,2024-09-02 04:08:00,2024-09-02 04:12:00,4,Maintenance,true,false,Boeing 777,N41290,1287
946528,Southwest,0131,DFW,SFO,2024-09-01 14:45:00,2024-09-01 14:52:00,2024-09-01 17:45:00,2024-09-01 17:42:00,-3,,true,false,Boeing 777,N77503,914
1454470,United,0772,DFW,SFO,2024-09-01 11:46:00,2024-09-01 12:16:00,2024-09-01 14:46:00,2024-09-01 14:43:00,-3,,false,true,Airbus A320,N55987,2280
958210,Delta,4739,JFK,MIA,2024-09-01 14:36:00,2024-09-01 14:54:00,2024-09-01 18:36:00,2024-09-01 19:02:00,26,Weather,true,true,Airbus A320,N80669,2489
901621,American Airlines,0934,DFW,SFO,2024-09-01 05:51:00,2024-09-01 05:59:00,2024-09-01 09:51:00,2024-09-01 10:10:00,19,Air Traffic Control,false,true,Airbus A320,N18940,2225
255799,American Airlines,4131,ATL,BOS,2024-09-01 19:21:00,2024-09-01 19:27:00,2024-09-02 01:21:00,2024-09-02 01:40:00,19,Air Traffic Control,true,true,Boeing 777,N25394,1405
412811,Delta,5877,LAX,BOS,2024-09-01 09:02:00,2024-09-01 09:02:00,2024-09-01 10:02:00,2024-09-01 09:56:00,-6,,false,true,Airbus A320,N39088,920
037392,United,8156,DFW,SEA,2024-09-01 10:44:00,2024-09-01 10:51:00,2024-09-01 11:44:00,2024-09-01 11:54:00,10,Weather,false,false,Boeing 737,N46743,2506
322678,Southwest,6844,LAX,SFO,2024-09-01 02:20:00,2024-09-01 02:32:00,2024-09-01 08:20:00,2024-09-01 08:38:00,18,Air Traffic Control,false,false,Boeing 737,N49851,1105
489943,United,4589,JFK,SEA,2024-09-01 21:03:00,2024-09-01 21:20:00,2024-09-01 23:03:00,2024-09-01 22:58:00,-5,,true,false,Boeing 777,N18128,428
506916,American Airlines,5578,ORD,JFK,2024-09-01 09:25:00,2024-09-01 09:28:00,2024-09-01 10:25:00,2024-09-01 10:18:00,-7,,true,true,Boeing 777,N93895,1714
829773,American Airlines,5419,ATL,JFK,2024-09-01 02:56:00,2024-09-01 02:59:00,2024-09-01 05:56:00,2024-09-01 06:24:00,28,Weather,true,true,Boeing 777,N98300,2158
