Transaction ID,Meter Code,Transaction DateTime,Payment Mean,Amount Paid,Duration In Minutes,Blockface Name,Side Of Street,Element key,Parking Space Number,Latitude,Longitude
914125291,10055002,12/09/2020 08:34:00 AM,CREDIT CARD,1.00,120,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,52521,,47.61328928,-122.3385872
914125325,19288010,12/09/2020 08:35:00 AM,PHONE,0.12,15,THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,S,13134,,47.62080468,-122.34042534
914125326,10243004,12/09/2020 08:35:00 AM,PHONE,0.58,70,3RD AVE BETWEEN CLAY ST AND BROAD ST,SW,4441,,47.61790727,-122.35037128
914125350,12019002,12/09/2020 08:35:00 AM,PHONE,1.00,120,BROOKLYN AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,9510,,47.662172,-122.31415682
914125351,17060004,12/09/2020 08:35:00 AM,PHONE,0.50,60,1ST AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,E,46458,,47.62269437,-122.3579536
914125359,1033002,12/09/2020 08:35:00 AM,CREDIT CARD,1.00,120,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,65546,,47.59913739,-122.33483627
914125421,19368010,12/09/2020 08:35:00 AM,CREDIT CARD,3.25,390,VALLEY ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,35886,,47.62564186,-122.33788753
914125437,8556002,12/09/2020 09:00:00 AM,PHONE,1.00,60,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,SE,58198,,47.61069711,-122.32407916
914125438,17130004,12/09/2020 08:35:00 AM,PHONE,0.12,15,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,81421,,47.62389409,-122.35419725
914125439,17146010,12/09/2020 09:00:00 AM,PHONE,0.25,30,JOHN ST BETWEEN TAYLOR AVE N AND 6TH AVE N,N,56345,,47.61981452,-122.34565175
914125447,8053002,12/09/2020 08:35:00 AM,CASH,0.75,45,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,NE,77314,,47.61183608,-122.32272379
914125468,17038004,12/09/2020 08:35:00 AM,PHONE,2.00,240,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,N,80641,,47.62551026,-122.35477396
914125469,11072004,12/09/2020 08:39:00 AM,PHONE,0.17,20,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,SW,35681,,47.667907,-122.38092352
914125470,12138002,12/09/2020 08:35:00 AM,PHONE,0.99,119,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,SW,63126,,47.65239047,-122.3162868
914125473,10164002,12/09/2020 08:35:00 AM,CREDIT CARD,1.00,120,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,E,13546,,47.61439763,-122.33753687
914125484,2030002,12/09/2020 08:35:00 AM,PHONE,1.00,120,WESTERN AVE BETWEEN PIKE ST AND PINE ST,NE,81478,,47.60885995,-122.34146583
914125507,19390002,12/09/2020 08:35:00 AM,PHONE,1.00,120,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,E,77986,,47.62844527,-122.3422055
914125508,7039002,12/09/2020 08:38:00 AM,PHONE,0.04,5,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,11878,,47.61459874,-122.32832119
914125516,10184004,12/09/2020 08:35:00 AM,CREDIT CARD,0.25,30,1ST AVE BETWEEN BATTERY ST AND WALL ST,NE,1026,,47.61449094,-122.34823341
914125523,19365010,12/09/2020 08:36:00 AM,PHONE,1.50,180,9TH AVE N BETWEEN ROY ST AND WESTLAKE AVE N,E,8626,,47.62609289,-122.33958113
914125524,19111010,12/09/2020 08:35:00 AM,PHONE,4.71,565,MINOR AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,57197,,47.62371398,-122.33310076
914128179,2132004,12/09/2020 08:46:00 AM,PHONE,0.50,60,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,SW,36109,,47.61369313,-122.34920683
914128195,2078002,12/09/2020 08:46:00 AM,PHONE,1.00,120,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,NE,58810,,47.61161729,-122.34538208
914128196,17158010,12/09/2020 08:46:00 AM,PHONE,4.62,554,TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,E,13058,,47.62151046,-122.34614946
914128197,8068002,12/09/2020 09:06:00 AM,PHONE,0.33,20,MINOR AVE BETWEEN COLUMBIA ST AND MARION ST,SW,11865,,47.60869907,-122.32312547
914128241,2531002,12/09/2020 08:46:00 AM,PHONE,1.00,120,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,SW,36097,,47.60456823,-122.33777699
914128271,11110004,12/09/2020 08:46:00 AM,PHONE,0.75,90,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,SE,87282,,47.66656144,-122.38276599
914128273,4050102,12/09/2020 08:46:00 AM,CREDIT CARD,1.00,120,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,58177,,47.60662779,-122.33417737
914128278,1138002,12/09/2020 08:46:00 AM,CASH,1.00,120,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,E,57354,,47.59872563,-122.33278682
914128301,1114002,12/09/2020 08:46:00 AM,CREDIT CARD,1.00,120,3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,E,27394,,47.60128142,-122.33016518
914128317,4002002,12/09/2020 08:47:00 AM,PHONE,1.00,120,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,36358,,47.60165816,-122.32775122
914128344,4501002,12/09/2020 08:46:00 AM,CREDIT CARD,1.00,120,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,SE,34214,,47.60580762,-122.33341762
914128375,8074002,12/09/2020 08:47:00 AM,PHONE,1.50,90,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,NW,77561,,47.60749082,-122.32263397
914128376,21107004,12/09/2020 08:47:00 AM,PHONE,0.75,90,9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,8617,,47.61596122,-122.33514821
914128377,12099104,12/09/2020 08:47:00 AM,PHONE,0.42,50,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,E,2090,,47.66397536,-122.31187465
914128396,11109004,12/09/2020 08:47:00 AM,PHONE,2.00,240,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,NW,87281,,47.6666511,-122.38286642
914128397,11038004,12/09/2020 08:46:00 AM,CREDIT CARD,2.00,240,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,N,86449,,47.66951625,-122.38614452
914128412,4004002,12/09/2020 08:55:00 AM,PHONE,0.25,30,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,36358,,47.60165816,-122.32775122
914128426,12175004,12/09/2020 08:47:00 AM,CREDIT CARD,2.00,240,NE 47TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,N,17065,,47.66316493,-122.31579985
914128467,14009102,12/09/2020 08:47:00 AM,PHONE,1.00,120,E CHERRY ST BETWEEN 17TH AVE AND 18TH AVE,S,36494,,47.60796583,-122.30963836
914128491,21138004,12/09/2020 08:47:00 AM,CREDIT CARD,2.90,240,6TH AVE BETWEEN BLANCHARD ST AND BELL ST,SW,53125,,47.61624342,-122.34164254
914128559,7523002,12/09/2020 08:47:00 AM,PHONE,0.50,60,11TH AVE BETWEEN E MADISON ST AND E UNION ST,E,69278,,47.6126063,-122.31800476
914128561,15116002,12/09/2020 08:47:00 AM,CREDIT CARD,0.75,90,NE 72ND ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,S,85382,,47.6803507,-122.32522845
914128569,4085002,12/09/2020 08:47:00 AM,CREDIT CARD,1.00,120,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,SW,75149,,47.60258173,-122.32829027
914128578,8065002,12/09/2020 08:49:00 AM,PHONE,0.08,5,MINOR AVE BETWEEN MARION ST AND MADISON ST,NE,11870,,47.60948806,-122.32361273
914128579,17083004,12/09/2020 08:47:00 AM,PHONE,1.50,180,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,W,24265,,47.62037124,-122.35812152
914128600,11080002,12/09/2020 08:48:00 AM,PHONE,0.75,90,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,SW,31853,,47.66808303,-122.38563801
914128619,10333004,12/09/2020 08:48:00 AM,PHONE,2.00,240,CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,NW,32425,,47.61553753,-122.35110871
914128648,18008007,12/09/2020 08:47:00 AM,CREDIT CARD,0.25,30,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,E,120527,123,47.63295157,-122.34038186
914128666,14005102,12/09/2020 08:48:00 AM,PHONE,1.00,120,E CHERRY ST BETWEEN 16TH AVE AND 17TH AVE,S,36490,,47.60797363,-122.31086289
914128669,14005102,12/09/2020 08:48:00 AM,CREDIT CARD,0.50,60,E CHERRY ST BETWEEN 16TH AVE AND 17TH AVE,S,36490,,47.60797363,-122.31086289
914128687,19225002,12/09/2020 08:47:00 AM,PHONE,1.00,120,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,SE,94602,,47.6267583,-122.33364771
914128699,19057002,12/09/2020 08:46:00 AM,CREDIT CARD,1.00,120,HARRISON ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,33518,,47.6219051,-122.33237107
914128703,11064004,12/09/2020 08:47:00 AM,CREDIT CARD,0.75,90,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,SW,9141,,47.6680045,-122.37968866
914128707,19023002,12/09/2020 08:48:00 AM,CREDIT CARD,1.00,120,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,E,81694,,47.62139895,-122.33033703
914128708,5084002,12/09/2020 08:47:00 AM,CREDIT CARD,1.00,120,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,NW,35421,,47.60734541,-122.33481891
914128768,19353002,12/09/2020 08:48:00 AM,PHONE,0.25,30,TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,58422,,47.62261869,-122.33702531
914128774,19127010,12/09/2020 08:48:00 AM,CREDIT CARD,3.11,372,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,W,120102,,47.62823632,-122.32938631
914128798,10273004,12/09/2020 08:48:00 AM,CREDIT CARD,0.75,90,WALL ST BETWEEN 1ST AVE AND 2ND AVE,NW,13345,,47.61507348,-122.34837145
914128819,8078002,12/09/2020 08:48:00 AM,PHONE,1.00,60,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,NE,57190,,47.60734463,-122.32168833
914128829,2072002,12/09/2020 08:48:00 AM,CREDIT CARD,1.00,120,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,NW,58633,,47.61091614,-122.34292648
914128912,21138004,12/09/2020 08:49:00 AM,PHONE,2.91,240,6TH AVE BETWEEN BLANCHARD ST AND BELL ST,SW,53125,,47.61624342,-122.34164254
914128941,19228002,12/09/2020 08:48:00 AM,CREDIT CARD,1.00,120,FAIRVIEW NR AVE N BETWEEN WARD ST AND YALE AVE N,SE,94611,,47.62831225,-122.33167587
914128952,5068002,12/09/2020 08:48:00 AM,CREDIT CARD,1.00,120,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,7989,,47.60961883,-122.33317222
914128976,19014002,12/09/2020 08:48:00 AM,CASH,0.75,90,EASTLAKE AVE E BETWEEN STEWART ST AND THOMAS ST,W,33005,,47.62021914,-122.32926393
914128988,5083002,12/09/2020 08:49:00 AM,PHONE,1.00,120,SENECA ST BETWEEN 2ND AVE AND 3RD AVE,NW,35417,,47.60688102,-122.33590565
914129041,5012002,12/09/2020 08:49:00 AM,PHONE,1.00,120,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,NE,7990,,47.60968746,-122.33302531
914129083,1080002,12/09/2020 08:49:00 AM,PHONE,1.00,120,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,SE,11106,,47.60202939,-122.33299949
914129084,18003007,12/09/2020 08:49:00 AM,PHONE,1.41,180,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,W,120164,420,47.62911916,-122.34080703
914129086,8079002,12/09/2020 08:49:00 AM,CREDIT CARD,2.00,120,CHERRY ST BETWEEN MINOR AVE AND BROADWAY,SE,9702,,47.60787279,-122.32142554
914129109,19383002,12/09/2020 08:49:00 AM,PHONE,0.25,30,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,W,77985,,47.62844616,-122.34242449
914129140,2132004,12/09/2020 08:50:00 AM,PHONE,2.00,240,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,SW,36109,,47.61369313,-122.34920683
914129144,2002002,12/09/2020 08:49:00 AM,CREDIT CARD,0.25,30,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,NE,12238,,47.60244125,-122.33493291
914129164,10501004,12/09/2020 08:50:00 AM,PHONE,1.00,120,2ND AVE BETWEEN BATTERY ST AND WALL ST,SW,70753,,47.61501419,-122.34746087
914129181,4016202,12/09/2020 08:50:00 AM,PHONE,1.00,120,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,NW,94651,,47.6042352,-122.33045145
914129183,18008007,12/09/2020 08:48:00 AM,CREDIT CARD,0.25,30,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,E,120527,124,47.63295157,-122.34038186
914129210,10273004,12/09/2020 08:50:00 AM,PHONE,2.00,240,WALL ST BETWEEN 1ST AVE AND 2ND AVE,NW,13345,,47.61507348,-122.34837145
914129213,1006002,12/09/2020 08:49:00 AM,CREDIT CARD,0.50,60,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,N,43905,,47.60095635,-122.33348247
914129247,12167004,12/09/2020 08:49:00 AM,PHONE,0.75,90,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,N,16953,,47.65989817,-122.31717777
914129277,12075004,12/09/2020 08:50:00 AM,PHONE,2.00,240,NE 41ST ST BETWEEN 11TH AVE NE AND 12TH AVE NE,S,39330,,47.65680039,-122.31611823
914129349,7522002,12/09/2020 08:50:00 AM,PHONE,0.62,75,E UNION ST BETWEEN 11TH AVE AND 12TH AVE,S,60234,,47.61284453,-122.31739405
914129350,18011007,12/09/2020 08:49:00 AM,PHONE,3.50,1451,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 1 AVE N AND WESTLAKE SHORE RDWY 2 AVE N,W,120178,553,47.63376436,-122.34036279
914129351,18011007,12/09/2020 08:50:00 AM,PHONE,3.50,1450,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,W,120220,568,47.63435055,-122.34029283
914129373,10304004,12/09/2020 08:50:00 AM,PHONE,0.50,60,CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,SE,32430,,47.61740601,-122.34838097
914129374,8031102,12/09/2020 08:50:00 AM,PHONE,1.00,60,MADISON ST BETWEEN 7TH AVE AND 8TH AVE,SE,34222,,47.60766068,-122.32897221
914129378,17073004,12/09/2020 08:50:00 AM,CREDIT CARD,2.00,240,QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,W,80277,,47.62150584,-122.35681515
914129390,10506004,12/09/2020 08:50:00 AM,CASH,0.90,108,WALL ST BETWEEN 1ST AVE AND 2ND AVE,SE,13346,,47.6150029,-122.34823653
914129393,8054002,12/09/2020 08:51:00 AM,PHONE,2.00,120,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,SW,77313,,47.61177526,-122.32285409
914129394,3009004,12/09/2020 08:50:00 AM,PHONE,0.50,60,37TH AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,W,28581,,47.55825614,-122.28620595
914129426,1012002,12/09/2020 08:50:00 AM,PHONE,0.50,60,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,20834,,47.59821882,-122.33481248
914129451,22005002,12/09/2020 08:51:00 AM,PHONE,0.50,60,EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,W,10281,,47.65108031,-122.35140629
914129452,19080002,12/09/2020 08:51:00 AM,PHONE,0.88,105,EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST,W,10161,,47.62599666,-122.32935349
914129485,19098002,12/09/2020 08:51:00 AM,PHONE,1.00,120,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,W,13549,,47.62027929,-122.33858807
914129534,12182004,12/09/2020 08:51:00 AM,PHONE,2.00,240,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,1433,,47.66400789,-122.31642786
914129535,2148004,12/09/2020 08:51:00 AM,PHONE,2.00,240,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,SE,9158,,47.61806756,-122.35548849
914129536,12028002,12/09/2020 08:51:00 AM,PHONE,1.00,120,BROOKLYN AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,32289,,47.66400472,-122.31431739
914129542,17073004,12/09/2020 08:50:00 AM,CREDIT CARD,2.00,240,QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,W,80277,,47.62150584,-122.35681515
914129571,18012007,12/09/2020 08:50:00 AM,CREDIT CARD,1.00,120,WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,E,120200,228,47.63583426,-122.34011376
914129576,19117002,12/09/2020 08:50:00 AM,CASH,1.00,120,JOHN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,N,79025,,47.61977637,-122.3390879
914129591,10005002,12/09/2020 08:51:00 AM,PHONE,1.00,120,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,46254,,47.61152842,-122.34319932
914129592,7524002,12/09/2020 08:51:00 AM,PHONE,0.50,60,10TH AVE BETWEEN E UNION ST AND E PIKE ST,W,69093,,47.61351753,-122.31955025
914129605,21148004,12/09/2020 08:51:00 AM,CREDIT CARD,1.00,120,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,53806,,47.61680818,-122.33632144
914129618,6015002,12/09/2020 08:51:00 AM,PHONE,0.50,60,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,E,9474,,47.62050766,-122.32077305
914129619,13062002,12/09/2020 08:51:00 AM,PHONE,1.00,120,5TH AVE S BETWEEN S KING ST AND S WELLER ST,E,75282,,47.59793881,-122.32758781
914129621,5088002,12/09/2020 08:51:00 AM,CREDIT CARD,1.00,120,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,SE,12046,,47.61189714,-122.33901686
914129639,12005002,12/09/2020 08:51:00 AM,PHONE,1.00,120,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,E,54766,,47.65756816,-122.31429199
914129640,19089010,12/09/2020 08:51:00 AM,PHONE,4.58,549,PONTIUS AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,57549,,47.62370101,-122.33182337
914129649,5023002,12/09/2020 08:51:00 AM,CREDIT CARD,1.00,120,6TH AVE BETWEEN UNION ST AND PIKE ST,SW,75781,,47.61061354,-122.33409932
914129694,2041002,12/09/2020 08:51:00 AM,CREDIT CARD,1.00,120,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,58806,,47.61082404,-122.34403853
914129699,12067002,12/09/2020 08:51:00 AM,CREDIT CARD,0.75,90,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,E,1602,,47.6605704,-122.31536787
914129732,18006007,12/09/2020 09:00:00 AM,PHONE,3.50,1440,WESTLAKE EAST RDWY AVE N BETWEEN COMSTOCK ST AND GALER ST,E,120175,116,47.63170456,-122.34064728
914129734,8094002,12/09/2020 08:51:00 AM,CREDIT CARD,1.50,90,BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,NE,54606,,47.61039901,-122.3214265
914129755,19336002,12/09/2020 08:52:00 AM,PHONE,0.50,60,DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,W,55369,,47.61913275,-122.34254683
914129757,15106002,12/09/2020 08:51:00 AM,CREDIT CARD,1.00,120,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,SW,59013,,47.6808223,-122.32498613
914129772,10009002,12/09/2020 08:52:00 AM,PHONE,1.00,120,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,1021,,47.61217553,-122.34466292
914129824,13073002,12/09/2020 08:51:00 AM,CASH,2.00,120,7TH AVE S BETWEEN S WELLER ST AND S LANE ST,W,8305,,47.5970904,-122.32388013
914129835,15111002,12/09/2020 08:51:00 AM,CREDIT CARD,0.75,90,NE 71ST ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,N,17617,,47.68003775,-122.32369617
914129858,11065004,12/09/2020 08:52:00 AM,PHONE,0.50,60,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,SW,9141,,47.6680045,-122.37968866
914129861,22011002,12/09/2020 08:51:00 AM,CREDIT CARD,0.75,90,N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,S,83242,,47.65135825,-122.35054548
914129864,19306002,12/09/2020 08:51:00 AM,CREDIT CARD,1.00,120,8TH AVE N BETWEEN JOHN ST AND THOMAS ST,E,76198,,47.62032487,-122.34098397
914167295,4004002,12/09/2020 10:29:00 AM,CREDIT CARD,1.00,120,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,36358,,47.60165816,-122.32775122
914167316,1111002,12/09/2020 10:30:00 AM,PHONE,1.00,120,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,W,2925,,47.59962395,-122.33170118
914167350,7069002,12/09/2020 10:30:00 AM,PHONE,1.00,120,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,24406,,47.6146888,-122.31805311
914167351,8133002,12/09/2020 10:30:00 AM,PHONE,2.00,120,E CHERRY ST BETWEEN BROADWAY AND DEAD END,S,59166,,47.60799308,-122.32002768
914167352,8019002,12/09/2020 10:30:00 AM,PHONE,2.00,120,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,SE,58186,,47.60883822,-122.3285232
914167391,21148004,12/09/2020 10:30:00 AM,CREDIT CARD,3.75,240,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,53806,,47.61680818,-122.33632144
914167410,1079002,12/09/2020 10:30:00 AM,PHONE,1.00,120,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,NW,11105,,47.60214374,-122.33308082
914167411,10019002,12/09/2020 10:30:00 AM,PHONE,1.75,120,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,70746,,47.61217181,-122.34231893
914167435,17083004,12/09/2020 10:30:00 AM,PHONE,2.00,240,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,W,24265,,47.62037124,-122.35812152
914167436,4007002,12/09/2020 10:30:00 AM,PHONE,0.50,60,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,36357,,47.60176899,-122.32758439
914167438,8029002,12/09/2020 10:30:00 AM,CREDIT CARD,1.50,90,9TH AVE BETWEEN MADISON ST AND SPRING ST,NE,76414,,47.60882741,-122.32761973
914167469,19318002,12/09/2020 10:30:00 AM,PHONE,0.50,60,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,E,76430,,47.62029437,-122.33968445
914167470,3004002,12/09/2020 10:30:00 AM,PHONE,0.17,20,RAINIER AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,W,12401,,47.55747782,-122.2849609
914167476,5509002,12/09/2020 10:30:00 AM,CREDIT CARD,0.50,60,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,SE,13190,,47.60838893,-122.33422012
914167498,2085004,12/09/2020 10:30:00 AM,CASH,0.25,30,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,SW,10209,,47.61233829,-122.34887474
914167502,10286004,12/09/2020 10:31:00 AM,PHONE,0.75,90,VINE ST BETWEEN 2ND AVE AND 3RD AVE,NW,58621,,47.61629517,-122.3484543
914167539,15105002,12/09/2020 10:30:00 AM,CREDIT CARD,1.00,120,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,NE,59014,,47.68087064,-122.32484934
914167543,7515002,12/09/2020 10:30:00 AM,CREDIT CARD,0.25,30,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,82673,,47.61224029,-122.31883737
914167545,19014002,12/09/2020 10:30:00 AM,CREDIT CARD,0.75,90,EASTLAKE AVE E BETWEEN STEWART ST AND THOMAS ST,W,33005,,47.62021914,-122.32926393
914167565,6004002,12/09/2020 10:31:00 AM,PHONE,0.50,60,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,E,54730,,47.61585834,-122.32070714
914167566,10225004,12/09/2020 10:31:00 AM,PHONE,0.25,30,3RD AVE BETWEEN BELL ST AND BATTERY ST,SW,27277,,47.61500973,-122.34549499
914167586,19274002,12/09/2020 10:30:00 AM,CREDIT CARD,1.00,120,JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,56353,,47.61980198,-122.34169801
914167612,5073002,12/09/2020 10:30:00 AM,CREDIT CARD,1.00,120,UNION ST BETWEEN 3RD AVE AND 4TH AVE,SE,58474,,47.60892503,-122.33627399
914167625,10085502,12/09/2020 10:30:00 AM,CREDIT CARD,1.75,119,LENORA ST BETWEEN 5TH AVE AND 6TH AVE,NW,56685,,47.61486473,-122.34010944
914167626,19228002,12/09/2020 10:30:00 AM,CREDIT CARD,0.25,30,FAIRVIEW NR AVE N BETWEEN WARD ST AND YALE AVE N,SE,94611,,47.62831225,-122.33167587
914167627,2021002,12/09/2020 10:30:00 AM,CREDIT CARD,1.00,120,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,NE,58802,,47.60533893,-122.33823893
914167639,21041004,12/09/2020 10:31:00 AM,PHONE,3.34,215,6TH AVE BETWEEN BATTERY ST AND WALL ST,SW,75785,,47.61769677,-122.34407494
914167640,12097104,12/09/2020 10:31:00 AM,PHONE,1.00,120,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,E,2090,,47.66397536,-122.31187465
914167682,19195002,12/09/2020 10:31:00 AM,PHONE,1.00,120,BOREN AVE N BETWEEN JOHN ST AND THOMAS ST,E,32122,,47.62028326,-122.33576039
914167683,4042002,12/09/2020 10:31:00 AM,PHONE,1.00,120,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,SE,79570,,47.60627351,-122.33230366
914167684,7047002,12/09/2020 10:31:00 AM,PHONE,1.00,120,E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,59997,,47.61529836,-122.32647201
914167694,19098002,12/09/2020 10:30:00 AM,CREDIT CARD,0.25,30,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,W,13549,,47.62027929,-122.33858807
914167698,1072002,12/09/2020 10:30:00 AM,CREDIT CARD,1.00,120,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,W,68905,,47.60214111,-122.33428227
914167699,21116004,12/09/2020 10:31:00 AM,CREDIT CARD,2.75,176,9TH AVE BETWEEN WESTLAKE AVE AND DENNY WAY,NE,8622,,47.61827352,-122.33879349
914167700,1014002,12/09/2020 10:30:00 AM,CREDIT CARD,0.75,90,S KING ST BETWEEN OCCIDENTAL E AVE S AND 2ND AVE S,S,20838,,47.59822563,-122.33223546
914167701,13502002,12/09/2020 10:30:00 AM,CREDIT CARD,1.75,119,7TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,76102,,47.59958065,-122.32363501
