_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
5444,1685 Martin Grove Road,SB,2020-11-28T14:00:00,51,"{u'type': u'Point', u'coordinates': (-79.589015, 43.730927)}",30,Weekdays from 7 AM - 9 PM,2234,Martin Grove Rd SB ,50,2020-07-15T17:00:00,56,1.0
5445,2258 Dundas Street West,NB,,41,"{u'type': u'Point', u'coordinates': (-79.452037, 43.654923)}",30,Weekdays from 12 AM,2192,Dundas St W NB ,40,2020-05-06T18:00:00,46,4.0
5446,92 Jane Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.485482, 43.651579)}",20,Weekdays from 7 AM - 9 PM,2217,Jane St SB ,30,2020-05-29T15:00:00,36,4.0
5447,29 Jane Street,NB,,31,"{u'type': u'Point', u'coordinates': (-79.484707, 43.650144)}",20,Weekdays from 7 AM - 9 PM,2229,Jane St NB ,30,2020-07-06T15:00:00,36,4.0
5448,78 Thurodale Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.499215, 43.702312)}",30,Weekdays from 7 AM - 9 PM,23,Thurodale Ave WB ,40,2019-04-03T14:00:00,46,5.0
5449,11 Duckworth Street,NB,2020-07-08T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.499714, 43.70264)}",20,Weekdays from 7 AM - 9 PM,74,Duckworth St NB ,30,2019-03-11T12:00:00,36,5.0
5450,218 Bicknell Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.476592, 43.688155)}",20,Weekdays from 7 AM - 9 PM,100,Bicknell Ave NB ,30,2019-01-03T20:00:00,36,5.0
5451,75 Emmett Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.504856, 43.686968)}",20,Weekdays from 7 AM - 9 PM,115,Emmett Ave WB ,30,2019-03-07T15:00:00,36,5.0
5452,50 Leigh Street,EB,2018-11-22T23:00:00,41,"{u'type': u'Point', u'coordinates': (-79.478635, 43.675533)}",30,Weekdays from 7 AM - 9 PM,136,McCormack Ave EB ,40,2018-01-22T16:00:00,46,5.0
5453,197 Bicknell Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.475825, 43.686837)}",20,Weekdays from 7 AM - 9 PM,141,Bicknell Ave SB ,30,2019-01-03T19:00:00,36,5.0
5454,91 Emmett Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.508405, 43.686837)}",20,Weekdays from 7 AM - 9 PM,186,Emmett Ave EB ,30,2019-03-07T15:00:00,36,5.0
5455,49 Pamille Place,NB,,31,"{u'type': u'Point', u'coordinates': (-79.500654, 43.701353)}",20,Weekdays from 7 AM - 9 PM,191,Tedder St NB ,30,2019-03-11T12:00:00,36,5.0
5456,45 Comay Road,NB,,31,"{u'type': u'Point', u'coordinates': (-79.479681, 43.69716)}",20,Weekdays from 7 AM - 9 PM,200,Comay Rd NB ,30,2019-03-06T16:00:00,36,5.0
5457,86 Guestville Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.489758, 43.684437)}",20,Weekdays from 7 AM - 9 PM,242,Guestville Ave SB ,30,2019-03-11T10:00:00,36,5.0
5458,994 Jane Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.49836, 43.682598)}",20,Weekdays from 7 AM - 9 PM,256,Jane St SB ,30,2019-03-20T10:00:00,36,5.0
5459,80 McCormack Street,WB,,31,"{u'type': u'Point', u'coordinates': (-79.476937, 43.676097)}",20,Weekdays from 7 AM - 9 PM,356,McCormack St WB ,30,2018-01-11T16:00:00,36,5.0
5460,25 Porter Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.479179, 43.681759)}",20,Weekdays from 7 AM - 9 PM,457,Avon Ave SB ,30,2017-12-13T21:00:00,36,5.0
5461,62 Lambton Avenue,WB,2020-09-23T13:00:00,31,"{u'type': u'Point', u'coordinates': (-79.488191, 43.683352)}",20,Weekdays from 7 AM - 9 PM,482,Lambton Ave WB ,30,2019-03-11T10:00:00,36,5.0
5462,400 Rockcliffe Boulevard,SB,,31,"{u'type': u'Point', u'coordinates': (-79.488743, 43.675147)}",20,Weekdays from 7 AM - 9 PM,596,Rockcliffe Blvd SB ,30,2018-01-19T20:00:00,36,5.0
5463,26 Seneca Avenue,EB,2018-03-03T13:00:00,41,"{u'type': u'Point', u'coordinates': (-79.477451, 43.680184)}",30,Weekdays from 7 AM - 9 PM,601,Avon Ave EB ,40,2017-12-13T21:00:00,46,5.0
5464,958 Jane Street,NB,,31,"{u'type': u'Point', u'coordinates': (-79.497292, 43.680276)}",20,Weekdays from 7 AM - 9 PM,618,Jane St NB ,30,2019-03-20T10:00:00,36,5.0
5465,303 Rockcliffe Boulevard,NB,2019-10-11T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.487927, 43.673787)}",20,Weekdays from 7 AM - 9 PM,638,Rockcliffe Blvd NB ,30,2018-01-19T19:00:00,36,5.0
5466,38 Comay Road,SB,,31,"{u'type': u'Point', u'coordinates': (-79.478846, 43.697953)}",20,Weekdays from 7 AM - 9 PM,728,Comay Rd SB ,30,2019-03-20T11:00:00,36,5.0
5467,1 Ralph Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.512855, 43.701977)}",20,Weekdays from 7 AM - 9 PM,803,Ralph St SB ,30,2019-11-18T16:00:00,36,5.0
5468,36 George Street,SB,,41,"{u'type': u'Point', u'coordinates': (-79.520766, 43.702989)}",5,Weekdays from 7 AM - 9 PM,871,George St SB ,40,2019-12-09T16:00:00,46,5.0
5469,151 McCormack Street,EB,,41,"{u'type': u'Point', u'coordinates': (-79.478725, 43.675532)}",5,Weekdays from 7 AM - 9 PM,2188,McCormack St EB ,40,2020-05-04T12:00:00,46,5.0
5470,29 Avon Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.477447, 43.680172)}",5,Weekdays from 7 AM - 9 PM,2189,Avon Ave EB ,40,2020-05-04T13:00:00,46,5.0
5471,76 Thurodale Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.499132, 43.702297)}",5,Weekdays from 7 AM - 9 PM,2344,Thurodale Ave WB ,40,2020-09-21T15:00:00,46,5.0
5472,150 Sharpecroft Boulevard,SB,,31,"{u'type': u'Point', u'coordinates': (-79.489756, 43.750103)}",20,Weekdays from 7 AM - 9 PM,91,Sharpecroft Blvd SB ,30,2019-03-11T12:00:00,36,6.0
5473,89 Letchworth Crescent,NB,,41,"{u'type': u'Point', u'coordinates': (-79.494487, 43.728834)}",30,Weekdays from 7 AM - 9 PM,227,Letchworth Cres NB ,40,2019-04-03T13:00:00,46,6.0
5474,345 Wilmington Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.460103, 43.768824)}",20,Weekdays from 7 AM - 9 PM,274,Wilmington Ave NB ,30,2018-01-16T20:00:00,36,6.0
5475,2813 Keele Street,NB,,31,"{u'type': u'Point', u'coordinates': (-79.482622, 43.729739)}",20,Weekdays from 7 AM - 9 PM,282,Keele St NB ,30,2019-03-20T10:00:00,36,6.0
5476,25 Gade Drive,EB,,31,"{u'type': u'Point', u'coordinates': (-79.490174, 43.728303)}",20,Weekdays from 7 AM - 9 PM,352,Gade Dr EB ,30,2018-10-18T12:00:00,36,6.0
5477,285 Wilmington Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.459095, 43.766502)}",20,Weekdays from 7 AM - 9 PM,463,Wilmington Ave NB ,30,2018-01-16T20:00:00,36,6.0
5478,2 Renoak Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.450126, 43.78567)}",20,Weekdays from 7 AM - 9 PM,542,Rockford Rd WB ,30,2019-03-11T12:00:00,36,6.0
5479,330 Wilmington Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.460165, 43.768567)}",20,Weekdays from 7 AM - 9 PM,555,Wilmington Ave SB ,30,2018-01-16T20:00:00,36,6.0
5480,86 Faywood Boulevard,NB,,31,"{u'type': u'Point', u'coordinates': (-79.447478, 43.739531)}",20,Weekdays from 7 AM - 9 PM,590,Faywood Blvd NB ,30,2019-03-07T14:00:00,36,6.0
5481,444 Sherbourne Street,NB,2020-11-27T21:00:00,31,"{u'type': u'Point', u'coordinates': (-79.375084, 43.665219)}",20,Weekdays from 7 AM - 9 PM,609,Homewood Ave NB ,30,2018-02-05T18:00:00,36,13.0
5482,64 Bainbridge Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.443133, 43.749605)}",20,Weekdays from 7 AM - 9 PM,687,Bainbridge Ave EB ,30,2019-03-20T12:00:00,36,6.0
5483,118 Faywood Boulevard,SB,,31,"{u'type': u'Point', u'coordinates': (-79.447988, 43.741241)}",20,Weekdays from 7 AM - 9 PM,730,Faywood Blvd SB ,30,2019-03-07T14:00:00,36,6.0
5484,71 Buckland Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.502933, 43.740208)}",5,Weekdays from 7 AM - 9 PM,889,Buckland Rd NB ,40,2019-12-19T16:00:00,46,6.0
5485,1878 Sheppard Avenue West,EB,,51,"{u'type': u'Point', u'coordinates': (-79.504987, 43.74066)}",30,Weekdays from 7 AM - 9 PM,890,Sheppard Ave W EB ,50,2019-12-19T15:00:00,56,6.0
5486,1434 Sheppard Avenue West,EB,,51,"{u'type': u'Point', u'coordinates': (-79.489981, 43.744064)}",30,Weekdays from 7 AM - 9 PM,924,Sheppard Ave W EB ,50,2020-01-17T16:00:00,56,6.0
5487,56 Stilecroft Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.491564, 43.751099)}",5,Weekdays from 7 AM - 9 PM,945,Stilecroft Dr EB ,40,2020-01-17T15:00:00,46,6.0
5488,271 Faywood Boulevard,NB,,31,"{u'type': u'Point', u'coordinates': (-79.451181, 43.751535)}",20,Weekdays from 7 AM - 9 PM,994,Faywood Blvd NB ,30,2019-03-07T14:00:00,36,6.0
5489,843 Sheppard Avenue West,SB,,31,"{u'type': u'Point', u'coordinates': (-79.451871, 43.75244)}",20,Weekdays from 7 AM - 9 PM,1003,Faywood Blvd SB ,30,2019-03-20T10:00:00,36,6.0
5490,64 Bainbridge Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.443133, 43.749605)}",20,Weekdays from 7 AM - 9 PM,2110,Bainbridge Ave WB ,30,2020-03-24T04:00:00,36,6.0
5491,75 Duncanwoods Drive,NB,,31,"{u'type': u'Point', u'coordinates': (-79.562424, 43.750864)}",20,Weekdays from 7 AM - 9 PM,36,Duncanwoods Dr NB ,30,2019-01-03T19:00:00,36,7.0
5492,45 Pearldale Avenue,SB,2020-02-14T16:00:00,41,"{u'type': u'Point', u'coordinates': (-79.563417, 43.749319)}",30,Weekdays from 7 AM - 9 PM,92,Pearldale Ave SB ,40,2019-01-03T18:00:00,46,7.0
5493,3383 Weston Road,NB,,31,"{u'type': u'Point', u'coordinates': (-79.540982, 43.746207)}",20,Weekdays from 7 AM - 9 PM,155,Weston Rd NB ,30,2019-03-06T14:00:00,36,7.0
5494,3418 Weston Road,SB,2020-03-03T11:00:00,51,"{u'type': u'Point', u'coordinates': (-79.541904, 43.749331)}",30,Weekdays from 7 AM - 9 PM,166,Weston Rd SB ,50,2019-03-06T15:00:00,56,7.0
5495,101 York Gate Boulevard,SB,,31,"{u'type': u'Point', u'coordinates': (-79.518553, 43.761265)}",20,Weekdays from 7 AM - 9 PM,201,Jane St SB ,30,2019-03-11T12:00:00,36,7.0
5496,4357 Jane Street,NB,,31,"{u'type': u'Point', u'coordinates': (-79.519139, 43.763019)}",20,Weekdays from 7 AM - 9 PM,277,Jane St NB ,30,2019-03-11T12:00:00,36,7.0
5497,195 Sentinel Road  ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4979532214, 43.7526621335)}",30,Weekdays from 7 AM - 9 PM,291,Sentinel ,40,2016-01-01T05:00:00,46,7.0
5498,296 Sentinel Road,SB,2019-11-28T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.500184, 43.754667)}",30,Weekdays from 7 AM - 9 PM,294,Sentinel Rd SB ,40,2019-08-01T04:00:00,46,7.0
5499,241 Driftwood Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.516818, 43.761242)}",20,Weekdays from 7 AM - 9 PM,351,Strong Ct NB ,30,2019-03-11T14:00:00,36,7.0
5500,400 Driftwood Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.518422, 43.766131)}",20,Weekdays from 7 AM - 9 PM,588,Driftwood Ave WB ,30,2019-03-07T13:00:00,36,7.0
5501,181 Gracedale Boulevard,NB,,31,"{u'type': u'Point', u'coordinates': (-79.560559, 43.752374)}",20,Weekdays from 7 AM - 9 PM,607,Gracedale Blvd NB ,30,2019-04-02T13:00:00,36,7.0
5502,379 Driftwood Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.516143, 43.766884)}",20,Weekdays from 7 AM - 9 PM,716,Driftwood Ave EB ,30,2019-03-07T14:00:00,36,7.0
5503,85 Spenvalley Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.509081, 43.742787)}",5,Weekdays from 7 AM - 9 PM,823,Spenvalley Dr EB ,40,2019-11-01T16:00:00,46,7.0
5504,28 Bengal Court,WB,,51,"{u'type': u'Point', u'coordinates': (-79.500366, 43.741947)}",30,Weekdays from 7 AM - 9 PM,899,Sheppard Ave W WB ,50,2019-12-27T18:00:00,56,7.0
5505,298 Sentinel Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.500164, 43.754788)}",5,Weekdays from 7 AM - 9 PM,921,Sentinel Rd SB ,40,2020-01-14T14:00:00,46,7.0
5506,101 Yatescastle Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.508455, 43.743909)}",5,Weekdays from 7 AM - 9 PM,935,Yatescastle Dr NB ,40,2019-11-04T16:00:00,46,7.0
5507,82 Yatescastle Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.50874, 43.744166)}",5,Weekdays from 7 AM - 9 PM,965,Yatescastle Dr SB ,40,2019-11-04T16:00:00,46,7.0
5508,302 Grandravine Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.511315, 43.74868)}",5,Weekdays from 7 AM - 9 PM,996,Grandravine Ave EB ,40,2019-11-01T17:00:00,46,7.0
5509,349 Grandravine Drive,WB,2019-12-12T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.513248, 43.747394)}",5,Weekdays from 7 AM - 9 PM,997,Grandravine Ave WB ,40,2019-11-01T17:00:00,46,7.0
5510,74 Ardwick Boulevard,SB,,31,"{u'type': u'Point', u'coordinates': (-79.558086, 43.745596)}",20,Weekdays from 7 AM - 9 PM,1004,Ardwick Blvd SB ,30,2019-03-20T11:00:00,36,7.0
5511,241 Driftwood Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.516818, 43.761242)}",20,Weekdays from 7 AM - 9 PM,1940,Driftwood Ave NB ,30,2020-03-10T04:00:00,36,7.0
5512,3424 Weston Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.541949, 43.749563)}",30,Weekdays from 7 AM - 9 PM,2078,Weston Rd SB ,50,2020-03-13T13:00:00,56,7.0
5513,16 Yorkwoods Gate,WB,,41,"{u'type': u'Point', u'coordinates': (-79.514821, 43.750961)}",5,Weekdays from 7 AM - 9 PM,2082,Yorkwoods Gt WB ,40,2020-03-16T13:00:00,46,7.0
5514,302 Grandravine Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.511315, 43.74868)}",5,Weekdays from 7 AM - 9 PM,2118,Grandravine Ave WB ,40,2020-03-27T04:00:00,46,7.0
5515,195 Sentinel Road  ,NB,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4979532214, 43.7526621335)}",30,Weekdays from 7 AM - 9 PM,2158,Sentinel Rd NB ,40,2020-04-16T04:00:00,46,7.0
5516,11 4 Leaf Drive,EB,2020-11-15T07:00:00,41,"{u'type': u'Point', u'coordinates': (-79.592657, 43.730459)}",5,Weekdays from 7 AM - 9 PM,2243,Four Leaf Dr EB ,40,2020-07-16T12:00:00,46,1.0
5517,43 Pearldale Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.563437, 43.749196)}",5,Weekdays from 7 AM - 9 PM,2267,Pearldale Ave SB ,40,2020-02-14T17:00:00,46,7.0
5518,349 Grandravine Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.513257, 43.747455)}",5,Weekdays from 7 AM - 9 PM,2388,Grandravine Dr WB ,40,2020-03-27T15:00:00,46,7.0
5519,97 Danesbury Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.445072, 43.705551)}",20,Weekdays from 7 AM - 9 PM,217,Danesbury Ave NB ,30,2019-01-03T19:00:00,36,8.0
5520,199 Glenview Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.411349, 43.718503)}",20,Weekdays from 7 AM - 9 PM,329,Broadway Ave EB ,30,2019-04-17T11:00:00,36,8.0
5521,1053 Spadina Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.418695, 43.704381)}",30,Weekdays from 7 AM - 9 PM,345,Spadina RD NB ,40,2019-04-02T16:00:00,46,8.0
5522,51 Gilgorm Road,NB,,31,"{u'type': u'Point', u'coordinates': (-79.41756, 43.70484)}",20,Weekdays from 7 AM - 9 PM,503,Gilgorm Rd NB ,30,2019-03-11T12:00:00,36,8.0
5523,1138 Avenue Road,SB,2020-07-31T05:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4109316321, 43.7095481522)}",5,Weekdays from 7 AM - 9 PM,558,Avenue Rd SB ,40,2017-04-06T15:00:00,46,8.0
5524,335 Chaplin Crescent,EB,,41,"{u'type': u'Point', u'coordinates': (-79.420404, 43.70386)}",30,Weekdays from 8 AM - 5 PM,565,Chaplin Cres EB ,40,2019-04-02T18:00:00,46,8.0
5525,43 Bedford Park Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.405417, 43.726887)}",5,Weekdays from 7 AM - 9 PM,813,Bedford Park Ave EB ,40,2019-11-07T21:00:00,46,8.0
5526,546 Dufferin Street,NB,2019-10-11T16:00:00,41,"{u'type': u'Point', u'coordinates': (-79.430704, 43.647389)}",30,Weekdays from 7 AM - 9 PM,43,Dufferin St NB ,40,2019-08-01T04:00:00,46,9.0
5527,764 Meadowvale Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.164952, 43.795394)}",30,Weekdays from 7 AM - 9 PM,2528,Meadowvale Rd SB - C ,50,2020-11-27T14:00:00,56,25.0
5528,218 Brock Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.435042, 43.648202)}",20,Weekdays from 7 AM - 9 PM,86,Brock Ave SB (Shirley) ,30,2018-10-18T12:00:00,36,9.0
5529,1221 College Street,EB,2018-07-17T21:00:00,31,"{u'type': u'Point', u'coordinates': (-79.43711, 43.651627)}",20,Weekdays from 7 AM - 9 PM,164,College St EB ,30,2018-01-22T17:00:00,36,9.0
5530,324 Caledonia Road,SB,2020-01-31T13:00:00,41,"{u'type': u'Point', u'coordinates': (-79.459062, 43.685191)}",30,Weekdays from 7 AM - 9 PM,391,Caledonia Rd SB ,40,2019-08-01T04:00:00,46,9.0
5531,128 Bamburgh Circle,NB,,41,"{u'type': u'Point', u'coordinates': (-79.326615, 43.81287)}",5,Weekdays from 7 AM - 9 PM,2496,Bamburgh Cir W Leg NB ,40,2020-11-03T05:00:00,46,22.0
5532,128 Bamburgh Circle,NB,,41,"{u'type': u'Point', u'coordinates': (-79.326615, 43.81287)}",5,Weekdays from 7 AM - 9 PM,2470,Bamburgh Cir W Leg NB - C ,40,2020-11-02T13:00:00,46,22.0
5533,300 Caledonia Road,WB,2020-01-08T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.459494, 43.683491)}",30,Weekdays from 7 AM - 9 PM,423,Rogers Rd WB ,40,2019-08-01T04:00:00,46,9.0
5534, Lane N College W Sheridan,WB,,31,"{u'type': u'Point', u'coordinates': (-79.435567, 43.652067)}",20,Weekdays from 7 AM - 9 PM,438,College St WB ,30,2018-01-22T17:00:00,36,9.0
5535,31 Concord Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.424233, 43.655064)}",20,Weekdays from 7 AM - 9 PM,603,Concord Ave NB ,30,2019-01-03T20:00:00,36,9.0
5536,145 Brock Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.434071, 43.646038)}",20,Weekdays from 7 AM - 9 PM,659,Brock Ave NB (Shirley) ,30,2019-03-21T12:00:00,36,9.0
5537,300 Caledonia Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.459341, 43.683474)}",5,Weekdays from 7 AM - 9 PM,961,Rogers Rd WB ,40,2020-01-21T19:00:00,46,9.0
5538,328 Caledonia Road,SB,2020-09-23T14:00:00,41,"{u'type': u'Point', u'coordinates': (-79.459021, 43.685245)}",5,Weekdays from 7 AM - 9 PM,971,Caledonia Rd SB ,40,2020-02-05T17:00:00,46,9.0
5539,550 Dufferin Street,SB,,41,"{u'type': u'Point', u'coordinates': (-79.430688, 43.647528)}",5,Weekdays from 7 AM - 9 PM,974,Dufferin St SB ,40,2020-01-28T16:00:00,46,9.0
5540,184 Gladstone Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.42926, 43.648)}",20,Weekdays from 7 AM - 9 PM,993,Gladstone Ave SB ,30,2018-11-21T20:00:00,36,9.0
5541,447 Dufferin Street,NB,,31,"{u'type': u'Point', u'coordinates': (-79.429722, 43.645384)}",20,Weekdays from 7 AM - 9 PM,1002,Dufferin St NB ,30,2018-11-21T20:00:00,36,9.0
5542,33 Phoebe Street,EB,2020-01-31T17:00:00,31,"{u'type': u'Point', u'coordinates': (-79.394826, 43.649857)}",20,Weekdays from 7 AM - 9 PM,147,Bulwer St EB ,30,2019-08-01T04:00:00,36,10.0
5543,255 Spadina Avenue,NB,2020-01-28T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3974079342, 43.6520960764)}",30,Weekdays from 12 AM,214,Spadina Ave NB ,40,2019-08-01T04:00:00,46,10.0
5544,33 Phoebe Street,EB,2020-07-17T13:00:00,31,"{u'type': u'Point', u'coordinates': (-79.394976, 43.649825)}",20,Weekdays from 7 AM - 9 PM,949,Bulwer St EB ,30,2020-01-31T14:00:00,36,10.0
5545,251 Spadina Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.397505, 43.651883)}",30,Weekdays from 12 AM,950,Spadina Ave NB ,40,2020-01-28T20:00:00,46,10.0
5546,33 Phoebe Street,EB,,31,"{u'type': u'Point', u'coordinates': (-79.39507, 43.649795)}",20,Weekdays from 7 AM - 9 PM,2380,Bulwer St EB ,30,2020-09-24T17:00:00,36,10.0
5547,5 Elm Avenue,NB,2020-01-31T18:00:00,51,"{u'type': u'Point', u'coordinates': (-79.3797156283, 43.6738113885)}",30,Weekdays from 7 AM - 9 PM,211,Mount Pleasant Rd NB ,50,2019-08-01T04:00:00,56,11.0
5548,1577 Bloor Street West ,EB,,41,"{u'type': u'Point', u'coordinates': (-79.4545550795, 43.6558298626)}",30,Weekdays from 12 AM,488,Bloor St W EB ,40,2016-12-15T16:00:00,46,4.0
5549,128 Mount Pleasant Road,SB,2020-07-23T03:00:00,51,"{u'type': u'Point', u'coordinates': (-79.3808211537, 43.6760162315)}",30,Weekdays from 7 AM - 9 PM,653,Mount Pleasant Rd SB ,50,2017-03-07T16:00:00,56,11.0
5550,124 Rosedale Heights Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.377673, 43.68775)}",20,Weekdays from 7 AM - 9 PM,721,Rosedale Hts WB ,30,2019-04-11T13:00:00,36,11.0
5551,5 Elm Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.37977, 43.673609)}",30,Weekdays from 7 AM - 9 PM,943,Mt. Pleasant Rd SB ,50,2020-01-31T19:00:00,56,11.0
5552,5 Elm Avenue,NB,,51,"{u'type': u'Point', u'coordinates': (-79.37977, 43.673609)}",30,Weekdays from 7 AM - 9 PM,2154,Mt. Pleasant Rd NB ,50,2020-04-16T04:00:00,56,11.0
5553,1596 Bathurst Street,,2019-11-28T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.420367, 43.688177)}",30,Weekdays from 7 AM - 9 PM,44,Bathurst and Nina ,40,2019-08-01T04:00:00,46,12.0
5554,457 Avenue Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.401071, 43.685851)}",5,Weekdays from 7 AM - 9 PM,992,Avenue Rd NB ,40,2019-11-27T15:00:00,46,12.0
5555,636 Glenholme Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.445134, 43.696118)}",30,Weekdays from 7 AM - 9 PM,178,Glenholme Ave SB ,40,2019-04-03T12:00:00,46,12.0
5556,338 Melita Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.425696, 43.673817)}",30,Weekdays from 7 AM - 9 PM,181,Melita Cres EB ,40,2019-04-11T10:00:00,46,12.0
5557,18 Brownlow Avenue,EB,2020-05-27T03:00:00,61,"{u'type': u'Point', u'coordinates': (-79.391526, 43.706447)}",30,Weekdays from 7 AM - 9 PM,371,Eglinton Ave E EB ,60,2019-03-20T10:00:00,66,12.0
5558,142 Ava Road,EB,,31,"{u'type': u'Point', u'coordinates': (-79.43043, 43.696739)}",20,Weekdays from 7 AM - 9 PM,436,Ava Rd EB ,30,2018-12-07T15:00:00,36,12.0
5559,338 Vaughan Road,EB,,41,"{u'type': u'Point', u'coordinates': (-79.429282, 43.688743)}",30,Weekdays from 7 AM - 9 PM,594,Vaughan Rd EB ,40,2019-04-11T09:00:00,46,12.0
5560,2327 Dufferin Street,WB,,41,"{u'type': u'Point', u'coordinates': (-79.447427, 43.693029)}",5,Weekdays from 7 AM - 9 PM,770,Spenvalley Dr WB ,40,2019-10-24T17:00:00,46,12.0
5561,2331 Dufferin Street,NB,,41,"{u'type': u'Point', u'coordinates': (-79.449296, 43.693535)}",5,Weekdays from 7 AM - 9 PM,773,Dufferin St NB ,40,2019-10-24T18:00:00,46,12.0
5562,142 Ava Road,WB,,31,"{u'type': u'Point', u'coordinates': (-79.43043, 43.696739)}",20,Weekdays from 7 AM - 9 PM,2112,Ava Rd WB ,30,2020-03-24T04:00:00,36,12.0
5563,83 Alexander Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.378701, 43.664014)}",20,Weekdays from 7 AM - 9 PM,9,Mutual St SB ,30,2018-02-05T20:00:00,36,13.0
5564,395 Queen Street East,EB,2019-10-01T20:00:00,41,"{u'type': u'Point', u'coordinates': (-79.362239, 43.656062)}",30,Weekdays from 7 AM - 9 PM,50,Queen St EB ,40,2019-08-07T02:00:00,46,13.0
5565,5 Maitland Place,SB,,31,"{u'type': u'Point', u'coordinates': (-79.375591, 43.665549)}",20,Weekdays from 7 AM - 9 PM,332,Homewood Ave SB ,30,2017-06-22T13:00:00,36,13.0
5566,417 Sherbourne Street,NB,2020-05-05T14:00:00,31,"{u'type': u'Point', u'coordinates': (-79.373619, 43.664843)}",20,Weekdays from 7 AM - 9 PM,541,Sherbourne St NB ,30,2018-02-05T13:00:00,36,13.0
5567,437 Sherbourne Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.374199, 43.666165)}",20,Weekdays from 7 AM - 9 PM,553,Sherbourne St SB ,30,2018-02-05T13:00:00,36,13.0
5568,83 Alexander Street,EB,2020-03-30T14:00:00,31,"{u'type': u'Point', u'coordinates': (-79.379602, 43.663747)}",20,Weekdays from 7 AM - 9 PM,589,Alexander St EB ,30,2017-07-11T13:00:00,36,13.0
5569,100 Bamburgh Circle,SB,,41,"{u'type': u'Point', u'coordinates': (-79.327482, 43.814525)}",5,Weekdays from 7 AM - 9 PM,2471,Bamburgh Circle W Leg SB - c ,40,2020-11-02T14:00:00,46,22.0
