_id,Index_,event_unique_id,Primary_Offence,Occurrence_Date,Occurrence_Year,Occurrence_Month,Occurrence_Day,Occurrence_Time,Division,City,Location_Type,Premise_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Hood_ID,Neighbourhood,Lat,Long,ObjectId,geometry
2534,3029,GO-20151014387,THEFT UNDER,2015-06-17T00:00:00,2015,6,17,00:00,13,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,UNKNOWN,TO,1,BLKGRN,1200.0,STOLEN,96,Casa Loma (96),,-79.4083328,2533,"{u'type': u'Point', u'coordinates': (-79.4083328, 43.6773605)}"
2535,3030,GO-20151014647,ROBBERY - MUGGING,2015-06-16T00:00:00,2015,6,16,20:00,43,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNK,,MT,0,,,STOLEN,137,Woburn (137),,-79.2319565,2534,"{u'type': u'Point', u'coordinates': (-79.2319565, 43.7763786)}"
2536,3031,GO-20151015130,THEFT UNDER,2015-06-17T00:00:00,2015,6,17,06:35,52,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,HINDLEY,,MT,21,DGR,400.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.37685390000001,2535,"{u'type': u'Point', u'coordinates': (-79.3768539, 43.6434555)}"
2537,3032,GO-20151016814,B&E,2015-06-17T00:00:00,2015,6,17,02:30,14,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,STUFF,MT,16,BGEBLK,800.0,STOLEN,95,Annex (95),,-79.41418459999998,2536,"{u'type': u'Point', u'coordinates': (-79.4141846, 43.6720924)}"
2538,3033,GO-20151017000,THEFT UNDER,2015-06-17T00:00:00,2015,6,17,12:15,13,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,,MT,21,,150.0,STOLEN,94,Wychwood (94),,-79.42887879999999,2537,"{u'type': u'Point', u'coordinates': (-79.4288788, 43.6772232)}"
2539,3034,GO-20151017773,THEFT UNDER,2015-06-16T00:00:00,2015,6,16,17:00,41,Toronto,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,IRON HORSE,MAVRICK,RG,21,BLK,400.0,STOLEN,121,Oakridge (121),,-79.2855835,2538,"{u'type': u'Point', u'coordinates': (-79.2855835, 43.6905823)}"
2540,3035,GO-20151018512,THEFT UNDER,2015-06-16T00:00:00,2015,6,16,22:00,52,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,EBIKE,EL,0,,500.0,STOLEN,76,Bay Street Corridor (76),,-79.38629909999999,2539,"{u'type': u'Point', u'coordinates': (-79.3862991, 43.6615067)}"
2541,3036,GO-20151018750,THEFT UNDER,2015-06-06T00:00:00,2015,6,6,10:00,32,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN,,RC,10,GRY,200.0,STOLEN,35,Westminster-Branson (35),,-79.4526138,2540,"{u'type': u'Point', u'coordinates': (-79.4526138, 43.779541)}"
2542,3037,GO-20151018806,THEFT UNDER,2015-06-17T00:00:00,2015,6,17,13:28,51,Toronto,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,NORCO,SCRAMBLER,OT,21,BLKWHI,900.0,STOLEN,73,Moss Park (73),,-79.3722763,2541,"{u'type': u'Point', u'coordinates': (-79.3722763, 43.6539001)}"
2543,3038,GO-20151019639,THEFT UNDER,2015-06-06T00:00:00,2015,6,6,09:00,55,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,BLUE AVENUE,STRIKER,EL,2,RED,2000.0,STOLEN,62,East End-Danforth (62),,-79.3007507,2542,"{u'type': u'Point', u'coordinates': (-79.3007507, 43.6883926)}"
2544,3039,GO-20151020368,THEFT UNDER,2015-06-17T00:00:00,2015,6,17,10:00,52,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,A2B,VELOCITY,SC,0,TRQ,1700.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3914795,2543,"{u'type': u'Point', u'coordinates': (-79.3914795, 43.6400566)}"
2545,3040,GO-20151021882,THEFT UNDER,2015-06-17T00:00:00,2015,6,17,23:00,43,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SUPERCYCLE,BURNER AL,MT,12,REDBLK,,STOLEN,136,West Hill (136),,-79.19519040000002,2544,"{u'type': u'Point', u'coordinates': (-79.1951904, 43.7626152)}"
2546,3041,GO-20151022302,THEFT UNDER,2015-06-18T00:00:00,2015,6,18,09:00,41,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNONW,,SC,0,RED,1250.0,STOLEN,120,Clairlea-Birchmount (120),,-79.2683334,2545,"{u'type': u'Point', u'coordinates': (-79.2683334, 43.7069435)}"
2547,3042,GO-20151022756,THEFT UNDER,2015-06-17T00:00:00,2015,6,17,19:00,12,Toronto,"Apartment (Rooming House, Condo)",Apartment,FIX WHEEL,,BM,1,,350.0,STOLEN,30,Brookhaven-Amesbury (30),,-79.4903641,2546,"{u'type': u'Point', u'coordinates': (-79.4903641, 43.696373)}"
2548,3043,GO-20151023232,THEFT OVER,2015-06-15T00:00:00,2015,6,15,00:01,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,SPECIALIZED,,MT,21,,2000.0,STOLEN,76,Bay Street Corridor (76),,-79.3853912,2547,"{u'type': u'Point', u'coordinates': (-79.3853912, 43.6591721)}"
2549,3044,GO-20151023232,THEFT OVER,2015-06-15T00:00:00,2015,6,15,00:01,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,SPECIALIZED,,MT,21,,2000.0,STOLEN,76,Bay Street Corridor (76),,-79.3853912,2548,"{u'type': u'Point', u'coordinates': (-79.3853912, 43.6591721)}"
2550,3045,GO-20151023500,THEFT UNDER,2015-06-09T00:00:00,2015,6,9,08:30,42,Toronto,Schools During Un-Supervised Activity,Other,CCM,,MT,0,,200.0,STOLEN,129,Agincourt North (129),,-79.2711792,2549,"{u'type': u'Point', u'coordinates': (-79.2711792, 43.8109016)}"
2551,3046,GO-20151023500,THEFT UNDER,2015-06-09T00:00:00,2015,6,9,08:30,42,Toronto,Schools During Un-Supervised Activity,Other,UNKNOWN,,MT,0,,400.0,STOLEN,129,Agincourt North (129),,-79.2711792,2550,"{u'type': u'Point', u'coordinates': (-79.2711792, 43.8109016)}"
2552,3047,GO-20151025971,THEFT UNDER,2015-06-18T00:00:00,2015,6,18,15:00,14,Toronto,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,AMEGO,BOLD,EL,1,WHI,2400.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.401329,2551,"{u'type': u'Point', u'coordinates': (-79.401329, 43.6469154)}"
2553,3048,GO-20151026471,THEFT UNDER,2015-06-18T00:00:00,2015,6,18,21:14,23,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,,RG,0,RED,100.0,STOLEN,3,Thistletown-Beaumond Heights (3),,-79.5761719,2552,"{u'type': u'Point', u'coordinates': (-79.5761719, 43.7396011)}"
2554,3049,GO-20151030851,THEFT UNDER,2015-06-19T00:00:00,2015,6,19,13:30,55,Toronto,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,EWINOBIKES,EL,1,RED,1200.0,STOLEN,62,East End-Danforth (62),,-79.3007507,2553,"{u'type': u'Point', u'coordinates': (-79.3007507, 43.6883926)}"
2555,2451,GO-20149005939,THEFT UNDER,2014-08-10T00:00:00,2014,8,10,17:30,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,TR,,RC,10,,,STOLEN,77,Waterfront Communities-The Island (77),,-79.3804016,2554,"{u'type': u'Point', u'coordinates': (-79.3804016, 43.6399078)}"
2556,2148,GO-20149004944,THEFT UNDER,2014-07-12T00:00:00,2014,7,12,19:50,52,Toronto,"Open Areas (Lakes, Parks, Rivers)",Outside,GI,GIA10 CYPRESS N,OT,21,BLU,450.87,STOLEN,77,Waterfront Communities-The Island (77),,-79.38292690000002,2555,"{u'type': u'Point', u'coordinates': (-79.3829269, 43.6394501)}"
2557,2752,GO-20149006963,THEFT UNDER,2014-09-13T00:00:00,2014,9,13,18:10,14,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,,MT,18,BLU,150.0,STOLEN,84,Little Portugal (84),,-79.4284821,2556,"{u'type': u'Point', u'coordinates': (-79.4284821, 43.6439285)}"
2558,2452,GO-20149005940,THEFT UNDER,2014-08-11T00:00:00,2014,8,11,13:40,52,Toronto,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GT,TIMBERLINE,MT,24,SIL,500.0,STOLEN,76,Bay Street Corridor (76),,-79.38286590000001,2557,"{u'type': u'Point', u'coordinates': (-79.3828659, 43.6508141)}"
2559,2355,GO-20149005581,THEFT UNDER,2014-08-03T00:00:00,2014,8,3,16:10,55,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,SIRRUS,TO,24,BLK,1037.0,STOLEN,63,The Beaches (63),,-79.3150558,2558,"{u'type': u'Point', u'coordinates': (-79.3150558, 43.6666832)}"
2560,2864,GO-20149007522,THEFT UNDER,2014-10-10T00:00:00,2014,10,10,07:55,51,Toronto,Universities / Colleges,Other,UK,,EL,1,BLK,1500.0,STOLEN,75,Church-Yonge Corridor (75),,-79.3815689,2559,"{u'type': u'Point', u'coordinates': (-79.3815689, 43.6573601)}"
2561,2753,GO-20149006970,THEFT UNDER,2014-09-17T00:00:00,2014,9,17,12:00,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,INDIE4,RG,18,BLK,600.0,STOLEN,76,Bay Street Corridor (76),,-79.386055,2560,"{u'type': u'Point', u'coordinates': (-79.386055, 43.667942)}"
2562,2453,GO-20149005943,THEFT UNDER,2014-08-01T00:00:00,2014,8,1,17:30,14,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,CALDERA,MT,24,RED,250.0,STOLEN,80,Palmerston-Little Italy (80),,-79.42111209999999,2561,"{u'type': u'Point', u'coordinates': (-79.4211121, 43.6629715)}"
2563,2149,GO-20149004946,THEFT UNDER,2014-07-11T00:00:00,2014,7,11,12:00,55,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,HEART,RG,1,BLK,550.0,STOLEN,69,Blake-Jones (69),,-79.3431931,2562,"{u'type': u'Point', u'coordinates': (-79.3431931, 43.6743393)}"
2564,2356,GO-20149005582,THEFT UNDER,2014-08-03T00:00:00,2014,8,3,14:30,32,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,THUNDER,RG,21,BLU,200.0,STOLEN,36,Newtonbrook West (36),,-79.41577149999999,2563,"{u'type': u'Point', u'coordinates': (-79.4157715, 43.7797165)}"
2565,2865,GO-20149007527,THEFT UNDER,2014-10-06T00:00:00,2014,10,6,08:35,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,AR5,RC,10,BLK,,STOLEN,73,Moss Park (73),,-79.36883540000001,2564,"{u'type': u'Point', u'coordinates': (-79.3688354, 43.652092)}"
2566,2754,GO-20149006971,THEFT UNDER,2014-09-12T00:00:00,2014,9,12,16:00,51,Toronto,Universities / Colleges,Other,RA,DISCOVERY,MT,21,BLU,0.0,STOLEN,75,Church-Yonge Corridor (75),,-79.377243,2565,"{u'type': u'Point', u'coordinates': (-79.377243, 43.6601181)}"
2567,2454,GO-20149005955,THEFT UNDER,2014-08-14T00:00:00,2014,8,14,21:35,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,TR,,OT,24,BLK,650.0,STOLEN,72,Regent Park (72),,-79.3604355,2566,"{u'type': u'Point', u'coordinates': (-79.3604355, 43.6600189)}"
2568,2150,GO-20149004947,THEFT UNDER,2014-07-12T00:00:00,2014,7,12,20:30,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,TIKI DELUXE,RG,24,BLU,0.0,STOLEN,76,Bay Street Corridor (76),,-79.3833084,2567,"{u'type': u'Point', u'coordinates': (-79.3833084, 43.6613159)}"
2569,2357,GO-20149005585,THEFT UNDER,2014-08-02T00:00:00,2014,8,2,13:15,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,DEW,OT,24,MRN,500.0,STOLEN,76,Bay Street Corridor (76),,-79.3869553,2568,"{u'type': u'Point', u'coordinates': (-79.3869553, 43.6677361)}"
2570,2866,GO-20149007555,THEFT UNDER,2014-10-03T00:00:00,2014,10,3,21:25,42,Toronto,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,UK,,RG,30,WHI,300.0,STOLEN,132,Malvern (132),,-79.2302628,2569,"{u'type': u'Point', u'coordinates': (-79.2302628, 43.7915115)}"
2571,2755,GO-20149006973,PROPERTY - LOST,2014-09-14T00:00:00,2014,9,14,21:00,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,TREK FUEL EX 9.,MT,21,BLK,5299.0,UNKNOWN,73,Moss Park (73),,-79.3672485,2570,"{u'type': u'Point', u'coordinates': (-79.3672485, 43.6514931)}"
2572,2455,GO-20149005956,THEFT UNDER,2014-08-14T00:00:00,2014,8,14,19:00,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,2200,RC,18,BLK,2000.0,STOLEN,75,Church-Yonge Corridor (75),,-79.38479609999999,2571,"{u'type': u'Point', u'coordinates': (-79.3847961, 43.6648827)}"
2573,2151,GO-20149004952,THEFT UNDER,2014-07-13T00:00:00,2014,7,13,12:00,11,Toronto,"Apartment (Rooming House, Condo)",Apartment,SU,,MT,21,BLK,150.0,STOLEN,88,High Park North (88),,-79.4654922,2572,"{u'type': u'Point', u'coordinates': (-79.4654922, 43.6534843)}"
2574,2359,GO-20149005608,THEFT UNDER,2014-08-01T00:00:00,2014,8,1,11:10,55,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,GI,SEEK 2,RG,27,SIL,600.0,STOLEN,62,East End-Danforth (62),,-79.2943497,2573,"{u'type': u'Point', u'coordinates': (-79.2943497, 43.6870232)}"
2575,2867,GO-20149007556,THEFT UNDER,2014-10-06T00:00:00,2014,10,6,10:30,53,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,,MT,21,BLU,259.0,STOLEN,98,Rosedale-Moore Park (98),,-79.3848343,2574,"{u'type': u'Point', u'coordinates': (-79.3848343, 43.6717567)}"
2576,2756,GO-20149006974,THEFT UNDER,2014-09-12T00:00:00,2014,9,12,20:00,53,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,MONTREAL,OT,7,BLK,700.0,STOLEN,98,Rosedale-Moore Park (98),,-79.39284520000001,2575,"{u'type': u'Point', u'coordinates': (-79.3928452, 43.6883507)}"
2577,2757,GO-20149006975,THEFT UNDER,2014-06-05T00:00:00,2014,6,5,09:35,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CA,BAD BOY 9,RG,21,BLK,800.0,STOLEN,76,Bay Street Corridor (76),,-79.3837814,2576,"{u'type': u'Point', u'coordinates': (-79.3837814, 43.6478691)}"
2578,2758,GO-20149006976,THEFT UNDER,2014-09-11T00:00:00,2014,9,11,00:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,TR,,MT,6,BLU,500.0,STOLEN,97,Yonge-St.Clair (97),,-79.39978029999999,2577,"{u'type': u'Point', u'coordinates': (-79.3997803, 43.6950645)}"
2579,2759,GO-20149006976,THEFT UNDER,2014-09-11T00:00:00,2014,9,11,00:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,UK,,MT,10,BLU,500.0,STOLEN,97,Yonge-St.Clair (97),,-79.39978029999999,2578,"{u'type': u'Point', u'coordinates': (-79.3997803, 43.6950645)}"
2580,2760,GO-20149006983,THEFT UNDER,2014-09-15T00:00:00,2014,9,15,20:00,51,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MA,BRIDGEWAY,RG,24,WHI,400.0,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.366127,2579,"{u'type': u'Point', u'coordinates': (-79.366127, 43.6671677)}"
2581,2761,GO-20149006987,THEFT UNDER,2014-09-17T00:00:00,2014,9,17,20:35,41,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,,MT,18,DGR,,STOLEN,120,Clairlea-Birchmount (120),,-79.2700119,2580,"{u'type': u'Point', u'coordinates': (-79.2700119, 43.7110252)}"
2582,2762,GO-20149006987,THEFT UNDER,2014-09-17T00:00:00,2014,9,17,20:35,41,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,,MT,18,PLE,,STOLEN,120,Clairlea-Birchmount (120),,-79.2700119,2581,"{u'type': u'Point', u'coordinates': (-79.2700119, 43.7110252)}"
2583,2763,GO-20149006988,THEFT UNDER,2014-09-15T00:00:00,2014,9,15,17:00,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,MILANO,RG,21,BLU,400.0,STOLEN,74,North St.James Town (74),,-79.3801041,2582,"{u'type': u'Point', u'coordinates': (-79.3801041, 43.6699181)}"
2584,2764,GO-20149006998,THEFT UNDER,2014-07-03T00:00:00,2014,7,3,13:15,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,JACK,MT,7,BLK,600.0,STOLEN,76,Bay Street Corridor (76),,-79.38362120000001,2583,"{u'type': u'Point', u'coordinates': (-79.3836212, 43.6620827)}"
2585,2765,GO-20149006999,THEFT UNDER,2014-08-19T00:00:00,2014,8,19,23:00,43,Toronto,"Apartment (Rooming House, Condo)",Apartment,CC,ENDURANCE,OT,14,ONG,299.99,STOLEN,138,Eglinton East (138),,-79.2449265,2584,"{u'type': u'Point', u'coordinates': (-79.2449265, 43.7447319)}"
2586,2766,GO-20149007000,THEFT UNDER,2014-09-15T00:00:00,2014,9,15,23:05,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,GLOBE,RG,12,BLK,900.0,STOLEN,75,Church-Yonge Corridor (75),,-79.3774109,2585,"{u'type': u'Point', u'coordinates': (-79.3774109, 43.6635437)}"
2587,2767,GO-20149007001,THEFT UNDER,2014-09-17T00:00:00,2014,9,17,18:10,51,Toronto,Universities / Colleges,Other,OT,RESPONSE,MT,21,BLK,378.0,STOLEN,73,Moss Park (73),,-79.37005620000001,2586,"{u'type': u'Point', u'coordinates': (-79.3700562, 43.6518364)}"
2588,2768,GO-20149007004,THEFT UNDER,2014-09-18T00:00:00,2014,9,18,02:00,51,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,OT,ONETEN,RG,1,LBL,400.0,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.3723602,2587,"{u'type': u'Point', u'coordinates': (-79.3723602, 43.6633339)}"
2589,2769,GO-20149007005,THEFT UNDER,2014-09-07T00:00:00,2014,9,7,11:00,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,TR,7.3 FX,RG,24,GRY,0.0,STOLEN,76,Bay Street Corridor (76),,-79.3823166,2588,"{u'type': u'Point', u'coordinates': (-79.3823166, 43.6590424)}"
2590,2770,GO-20149007012,THEFT UNDER,2014-09-16T00:00:00,2014,9,16,09:30,51,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,,RG,8,TRQ,0.0,STOLEN,73,Moss Park (73),,-79.3717194,2589,"{u'type': u'Point', u'coordinates': (-79.3717194, 43.663456)}"
2591,2468,GO-20149005993,THEFT UNDER,2014-08-18T00:00:00,2014,8,18,18:10,42,Toronto,Ttc Bus Stop / Shelter / Loop,Outside,CC,,MT,18,BLU,,STOLEN,130,Milliken (130),,-79.26816559999999,2854,"{u'type': u'Point', u'coordinates': (-79.2681656, 43.8326492)}"
2592,2771,GO-20149007014,THEFT UNDER,2014-09-18T00:00:00,2014,9,18,10:00,52,Toronto,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,,RC,18,BLK,750.0,STOLEN,76,Bay Street Corridor (76),,-79.3843079,2590,"{u'type': u'Point', u'coordinates': (-79.3843079, 43.6491318)}"
2593,2772,GO-20149007016,THEFT UNDER,2014-09-18T00:00:00,2014,9,18,08:00,55,Toronto,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,CC,PRESTO,RC,21,BLK,369.99,STOLEN,61,Taylor-Massey (61),,-79.28855899999999,2591,"{u'type': u'Point', u'coordinates': (-79.288559, 43.6911774)}"
2594,2773,GO-20149007020,THEFT UNDER,2014-09-18T00:00:00,2014,9,18,08:00,11,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,CODA SPORT,RG,14,BLK,300.0,STOLEN,83,Dufferin Grove (83),,-79.4429321,2592,"{u'type': u'Point', u'coordinates': (-79.4429321, 43.6582832)}"
2595,2774,GO-20149007025,THEFT UNDER,2014-09-17T00:00:00,2014,9,17,20:20,55,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CA,H500,RG,18,RED,1200.0,STOLEN,63,The Beaches (63),,-79.2983704,2593,"{u'type': u'Point', u'coordinates': (-79.2983704, 43.6737213)}"
2596,2775,GO-20149007033,THEFT UNDER,2014-09-19T00:00:00,2014,9,19,08:00,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,GI,SIMPLE 3,RG,3,DBL,600.0,STOLEN,80,Palmerston-Little Italy (80),,-79.41407779999999,2594,"{u'type': u'Point', u'coordinates': (-79.4140778, 43.655159)}"
2597,2776,GO-20149007036,THEFT UNDER,2014-09-19T00:00:00,2014,9,19,03:00,14,Toronto,Bar / Restaurant,Commercial,GI,,RC,1,WHI,2000.0,STOLEN,80,Palmerston-Little Italy (80),,-79.41407779999999,2595,"{u'type': u'Point', u'coordinates': (-79.4140778, 43.655159)}"
2598,2777,GO-20149007038,THEFT UNDER,2014-09-15T00:00:00,2014,9,15,17:20,51,Toronto,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,TRICKSTER,BM,3,BLK,750.0,STOLEN,75,Church-Yonge Corridor (75),,-79.3771515,2596,"{u'type': u'Point', u'coordinates': (-79.3771515, 43.6528625)}"
2599,2778,GO-20149007046,MISCHIEF - ENDANGER LIFE,2014-09-18T00:00:00,2014,9,18,00:00,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,UK,STUMP JUMPER FS,MT,11,,4500.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3946838,2597,"{u'type': u'Point', u'coordinates': (-79.3946838, 43.6439743)}"
2600,2779,GO-20149007048,THEFT UNDER,2014-09-19T00:00:00,2014,9,19,11:00,14,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,JC06,TO,7,,400.0,STOLEN,81,Trinity-Bellwoods (81),,-79.4079208,2598,"{u'type': u'Point', u'coordinates': (-79.4079208, 43.6564255)}"
2601,2780,GO-20149007051,THEFT UNDER,2014-09-19T00:00:00,2014,9,19,07:30,53,Toronto,Ttc Subway Station,Other,OT,HARDROCK,MT,21,BLK,499.0,STOLEN,98,Rosedale-Moore Park (98),,-79.3897324,2599,"{u'type': u'Point', u'coordinates': (-79.3897324, 43.6769066)}"
2602,2781,GO-20149007065,THEFT UNDER,2014-09-21T00:00:00,2014,9,21,07:24,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,SPECIALIZED HAR,MT,24,BLK,600.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3958282,2600,"{u'type': u'Point', u'coordinates': (-79.3958282, 43.6398888)}"
2603,2782,GO-20149007071,THEFT UNDER,2014-09-12T00:00:00,2014,9,12,18:30,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,BRISTOL,OT,20,BLK,846.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3839569,2601,"{u'type': u'Point', u'coordinates': (-79.3839569, 43.6400185)}"
2604,2783,GO-20149007074,THEFT UNDER,2014-09-20T00:00:00,2014,9,20,19:30,11,Toronto,"Open Areas (Lakes, Parks, Rivers)",Outside,CC,ORION,RG,21,BLK,300.0,STOLEN,89,Runnymede-Bloor West Village (89),,-79.4822998,2602,"{u'type': u'Point', u'coordinates': (-79.4822998, 43.6655235)}"
2605,2784,GO-20149007082,THEFT UNDER,2014-09-21T00:00:00,2014,9,21,13:30,52,Toronto,Bar / Restaurant,Commercial,GT,AGRESSOR,MT,7,BLK,400.0,STOLEN,78,Kensington-Chinatown (78),,-79.39903259999998,2603,"{u'type': u'Point', u'coordinates': (-79.3990326, 43.6548576)}"
2606,2785,GO-20149007083,THEFT UNDER,2014-09-17T00:00:00,2014,9,17,18:00,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,,RG,21,,,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.3719406,2604,"{u'type': u'Point', u'coordinates': (-79.3719406, 43.6664581)}"
2607,2786,GO-20149007084,THEFT UNDER,2014-09-21T00:00:00,2014,9,21,12:10,53,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,OT,30,BLK,450.0,STOLEN,95,Annex (95),,-79.3947067,2605,"{u'type': u'Point', u'coordinates': (-79.3947067, 43.6695518)}"
2608,2787,GO-20149007087,THEFT UNDER,2014-09-21T00:00:00,2014,9,21,10:00,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MA,"BEAR VALLEY"""" L",MT,8,YEL,645.0,STOLEN,76,Bay Street Corridor (76),,-79.3815308,2606,"{u'type': u'Point', u'coordinates': (-79.3815308, 43.6511154)}"
2609,2788,GO-20149007098,B&E,2014-09-18T00:00:00,2014,9,18,23:05,41,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,IN,NOT KNOWN,RG,21,BLU,200.0,STOLEN,119,Wexford/Maryvale (119),,-79.2991791,2607,"{u'type': u'Point', u'coordinates': (-79.2991791, 43.7380486)}"
2610,2789,GO-20149007107,THEFT UNDER,2014-09-20T00:00:00,2014,9,20,07:00,55,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,RC,21,LBL,500.0,STOLEN,68,North Riverdale (68),,-79.34634399999999,2608,"{u'type': u'Point', u'coordinates': (-79.346344, 43.6693344)}"
2611,2790,GO-20149007111,THEFT UNDER,2014-09-21T00:00:00,2014,9,21,14:25,53,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,X-FIRE,RC,12,BLK,2300.0,STOLEN,56,Leaside-Bennington (56),,-79.3724747,2609,"{u'type': u'Point', u'coordinates': (-79.3724747, 43.7090416)}"
2612,2791,GO-20149007114,THEFT UNDER,2014-09-16T00:00:00,2014,9,16,18:30,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,IH,JOURNEY DX W,RG,21,GRY,0.0,STOLEN,75,Church-Yonge Corridor (75),,-79.3787384,2610,"{u'type': u'Point', u'coordinates': (-79.3787384, 43.6598015)}"
2613,2792,GO-20149007117,THEFT UNDER,2014-08-01T00:00:00,2014,8,1,16:25,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,UK,,RC,1,BLU,0.0,STOLEN,78,Kensington-Chinatown (78),,-79.3955383,2611,"{u'type': u'Point', u'coordinates': (-79.3955383, 43.6512451)}"
2614,2793,GO-20149007119,THEFT UNDER,2014-09-21T00:00:00,2014,9,21,19:00,31,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,CC,,MT,21,RED,500.0,STOLEN,27,York University Heights (27),,-79.4951477,2612,"{u'type': u'Point', u'coordinates': (-79.4951477, 43.7671852)}"
