TYPE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,CREDITCARD,LOCATION,INTERSECTN,TIMEINEFFE,RUSH_HR,MAPID,Geom,Geo Local Area
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 1900 E Hastings St,Semlin Drive,n/a,7-10am,,"{""type"": ""Point"", ""coordinates"": [-123.063793, 49.281271]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 4200 Fraser St,E 27th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.090358, 49.247509]}",Riley Park
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 3200 Heather St,W 16th St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.120171, 49.25689]}",South Cambie
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 400 Heatley Av,E Hastings St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.089615, 49.28098]}",Strathcona
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 100 Kingsway,E 10th Av,n/a,7-9:30am,,"{""type"": ""Point"", ""coordinates"": [-123.098631, 49.262102]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 2100 Kingsway,Sidney St,n/a,3-6pm,,"{""type"": ""Point"", ""coordinates"": [-123.063652, 49.244337]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 3400 Kingsway,Tyne St,n/a,7-9:30am,,"{""type"": ""Point"", ""coordinates"": [-123.031349, 49.232162]}",Renfrew-Collingwood
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 4000 MacDonald St,Alamein Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.16773, 49.250183]}",Arbutus-Ridge
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North West Corner 1900 Main,E 3rd Av,n/a,7-9:30am/3-6pm,,"{""type"": ""Point"", ""coordinates"": [-123.100977, 49.268109]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 2000 Main St,E 4th Av,n/a,7-9:30am/3-6pm,,"{""type"": ""Point"", ""coordinates"": [-123.101017, 49.267199]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 6600 Main St,E 50th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.10178, 49.22459]}",Sunset
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 1400 Maple St,Cornwall Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.150075, 49.272677]}",Kitsilano
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 1200 Marinaside Cres,Drake St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.120637, 49.272392]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 100 Milross Av,Quebec St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.101785, 49.276112]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 400 Pacific St,Richards St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.127173, 49.273388]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 500 Pacific St,Richards St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.127841, 49.273815]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side1400 Thornton St,Evans Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.093044, 49.272591]}",Strathcona
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 1200 Thurlow St,Burnaby St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.132038, 49.279765]}",West End
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 1500 Venables St,Woodland Dr,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.072926, 49.276756]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 1500 Venables St,Woodland Dr,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.072557, 49.276648]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 5300 Victoria Dr,E 37th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.065549, 49.236574]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 1400 Victoria Dr,Kitchener St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.065784, 49.271961]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 3600 W 4th Av,Dunbar St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.18381, 49.268694]}",Kitsilano
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 1400 W 67th Av,Granville St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.140123, 49.210833]}",Marpole
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 2000 Wall St,Powell St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.063411, 49.284973]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 1500 W 10th Av,Fir St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.140811, 49.262638]}",Fairview
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 200 Prior St,Main St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.099593, 49.276717]}",Strathcona
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 700 Gove Av,Union St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.096891, 49.2778]}",Strathcona
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North West Corner,E Hastings St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.102319, 49.281568]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 600 Alexander St,Princess Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.091182, 49.283991]}",Strathcona
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.50,$ .50,$3.50,$ .50,$3.50,$ .50,$3.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,9029,"{""type"": ""Point"", ""coordinates"": [-123.12232267295336, 49.28860623298787]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15916,"{""type"": ""Point"", ""coordinates"": [-123.1127699992047, 49.26405310062806]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18548,"{""type"": ""Point"", ""coordinates"": [-123.16656985038259, 49.26842403291998]}",Kitsilano
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.50,$2.00,$1.50,$2.00,$1.50,$2.00,$1.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18085,"{""type"": ""Point"", ""coordinates"": [-123.14228354084021, 49.28827909071632]}",West End
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15810,"{""type"": ""Point"", ""coordinates"": [-123.12287623196872, 49.28891741819094]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$1.50,$1.00,$1.50,$1.00,$1.50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17397,"{""type"": ""Point"", ""coordinates"": [-123.13364030788618, 49.281873107461806]}",West End
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$1.50,$2.00,$1.50,$2.00,$1.50,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15885,"{""type"": ""Point"", ""coordinates"": [-123.15759366870523, 49.26806210029022]}",Kitsilano
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,19033,"{""type"": ""Point"", ""coordinates"": [-123.08160573491962, 49.26536615038741]}",Strathcona
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.50,$1.50,$2.50,$1.50,$2.50,$1.50,$2.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15394,"{""type"": ""Point"", ""coordinates"": [-123.12093068141648, 49.27362539048986]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,14795,"{""type"": ""Point"", ""coordinates"": [-123.10127596109882, 49.25915961337371]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15869,"{""type"": ""Point"", ""coordinates"": [-123.13625219082643, 49.26453453132563]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17182,"{""type"": ""Point"", ""coordinates"": [-123.11736016250481, 49.26317597635238]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17184,"{""type"": ""Point"", ""coordinates"": [-123.14325540454044, 49.26358628626526]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15788,"{""type"": ""Point"", ""coordinates"": [-123.11492722394046, 49.27807235168673]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,16156,"{""type"": ""Point"", ""coordinates"": [-123.07013199693378, 49.26603905050131]}",Grandview-Woodland
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15207,"{""type"": ""Point"", ""coordinates"": [-123.03423592289167, 49.23308715709258]}",Killarney
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15308,"{""type"": ""Point"", ""coordinates"": [-123.18618424661629, 49.26356236109496]}",West Point Grey
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15899,"{""type"": ""Point"", ""coordinates"": [-123.10103323931442, 49.247329264958275]}",Riley Park
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15901,"{""type"": ""Point"", ""coordinates"": [-123.10131924088442, 49.24710832548421]}",Riley Park
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17923,"{""type"": ""Point"", ""coordinates"": [-123.11256396555105, 49.26656680429191]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,9014,"{""type"": ""Point"", ""coordinates"": [-123.12018133909113, 49.279748412951996]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,14946,"{""type"": ""Point"", ""coordinates"": [-123.10085895471421, 49.25924505487345]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.50,$ .50,$1.50,$ .50,$1.50,$ .50,$1.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17201,"{""type"": ""Point"", ""coordinates"": [-123.13144679513212, 49.26333161014202]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15408,"{""type"": ""Point"", ""coordinates"": [-123.14345781656314, 49.268823528511064]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15887,"{""type"": ""Point"", ""coordinates"": [-123.15286314026483, 49.26298984357206]}",Kitsilano
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15871,"{""type"": ""Point"", ""coordinates"": [-123.13972797594485, 49.26800763803647]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$1.50,$1.00,$1.50,$1.00,$1.50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,9010,"{""type"": ""Point"", ""coordinates"": [-123.06883469327833, 49.270459171138334]}",Grandview-Woodland
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$1.50,$ .50,$1.50,$ .50,$1.50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,16175,"{""type"": ""Point"", ""coordinates"": [-123.06932825666821, 49.26411765660282]}",Grandview-Woodland
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17554,"{""type"": ""Point"", ""coordinates"": [-123.10241076699573, 49.28227720793726]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15907,"{""type"": ""Point"", ""coordinates"": [-123.1149690544534, 49.25599728622769]}",Riley Park
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15897,"{""type"": ""Point"", ""coordinates"": [-123.1012534681492, 49.24788817072578]}",Riley Park
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,8996,"{""type"": ""Point"", ""coordinates"": [-123.06984567647706, 49.27581104417012]}",Grandview-Woodland
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,$4.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,9025,"{""type"": ""Point"", ""coordinates"": [-123.11497855694104, 49.287314034920044]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$ .50,$2.00,$ .50,$2.00,$ .50,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15891,"{""type"": ""Point"", ""coordinates"": [-123.166574308237, 49.26388476704047]}",Kitsilano
Metered Motorcycle Parking,2 Hr,4 Hr,4 Hr,4 Hr,4 Hr,4 Hr,No Time Limit,$2.50,$ .50,$2.50,$ .50,$2.50,$ .50,$2.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17119,"{""type"": ""Point"", ""coordinates"": [-123.1384936754855, 49.26180271112709]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.50,$ .50,$2.50,$ .50,$2.50,$ .50,$2.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17212,"{""type"": ""Point"", ""coordinates"": [-123.13976625733984, 49.26971538431787]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18822,"{""type"": ""Point"", ""coordinates"": [-123.10667112361736, 49.269108483471825]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$ .50,$2.00,$ .50,$2.00,$ .50,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,9051,"{""type"": ""Point"", ""coordinates"": [-123.17112074780573, 49.26451098991911]}",Kitsilano
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15808,"{""type"": ""Point"", ""coordinates"": [-123.1222233717978, 49.28650853865907]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 2300 Alberta St,W 8th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.110845, 49.263973]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 800 Bidwell St,Robson St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.134039, 49.290384]}",West End
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 3000 Cambie St,W 15th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.114877, 49.257929]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 3800 Cambie St,W 23rd Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.115251, 49.250228]}",Riley Park
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 1700 Cook St,W 2nd Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.110022, 49.269178]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 800 E Cordova St,Hawks Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.086915, 49.282136]}",Strathcona
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 4400 Dunbar St,W 29th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.185118, 49.246287]}",Dunbar-Southlands
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 0 Dunlevy Ave,Alexander St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.095181, 49.28413]}",Strathcona
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 600 E 15th Av,Fraser St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.089723, 49.257127]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 200 E 28th Av,Main St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.101014, 49.245668]}",Riley Park
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 1700 E 2nd Av,Commercial Drive,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.069394, 49.268664]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 4800 Fraser St,Durward Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.090222, 49.24096]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 2300 MacDonald St,W 8th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.168298, 49.265073]}",Kitsilano
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 5600 Main St,E Woodstock Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.101738, 49.233512]}",Riley Park
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 6400 Main St,E 48th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.101701, 49.226568]}",Sunset
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 6500 Main St,E 50th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.101537, 49.224858]}",Sunset
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 6600 Main St,E 51st Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.101576, 49.223906]}",Sunset
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 0 Nelson St,Beatty St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.11667, 49.275406]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 2300 Ontario St,W 7th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.104902, 49.264562]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 1400 Richards St,Pacific St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.127666, 49.273543]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 2600 Trimble St,W 10th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.206219, 49.26366]}",West Point Grey
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 5500 Victoria Dr,E 38th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.065589, 49.235141]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 5500 Victoria Dr,E 39th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.065356, 49.235023]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 2300 Victoria Dr,E 7th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.06594, 49.264047]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 1400 W 64th Av,Granville St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.140144, 49.213102]}",Marpole
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 2300 W Broadway,Balsam St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.159817, 49.263855]}",Kitsilano
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 3400 W Broadway,Waterloo St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.180003, 49.26434]}",Kitsilano
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 1200 W Cordova St,Bute St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.122794, 49.289553]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 6000 West Blvd,W 44th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.155755, 49.231729]}",Kerrisdale
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 1600 Yew St,W 1st Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.154908, 49.270941]}",Kitsilano
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 2500 Yew St,W 10th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.155371, 49.2633]}",Kitsilano
