ID;ADDRESS;BUILDINGNAME;VHR;DESIGNATION;ZONING;LOCALAREA;STREET;STREET_NBR;HRA_HCC;Geom
1865;555 DUNSMUIR ST;;C;;DD;Downtown;DUNSMUIR ST;555;;"{""type"": ""Point"", ""coordinates"": [-123.114945724512, 49.2829271018687]}"
1866;555 W 12TH AV;CITY SQUARE;A;M;CD-1;Fairview;W 12TH AV;555;;"{""type"": ""Point"", ""coordinates"": [-123.116286093249, 49.2608633217122]}"
1868;555 W HASTINGS ST;HARBOUR CENTRE;B;;DD;Downtown;W HASTINGS ST;555;;"{""type"": ""Point"", ""coordinates"": [-123.111888756655, 49.2846829470474]}"
1870;5555 CARNARVON ST;KERRISDALE ELEM;A;;RS-5;Dunbar-Southlands;CARNARVON ST;5555;;"{""type"": ""Point"", ""coordinates"": [-123.174493116336, 49.2357163566501]}"
1875;56 W CORDOVA ST;;;M;HA-2;Downtown;W CORDOVA ST;56;;"{""type"": ""Point"", ""coordinates"": [-123.10602121127, 49.2825106397863]}"
1879;5612 MACKENZIE ST;;B;;RS-5;Arbutus-Ridge;MACKENZIE ST;5612;;"{""type"": ""Point"", ""coordinates"": [-123.169787772739, 49.2356663741234]}"
1882;563 E PENDER ST;;B;;RT-3;Strathcona;E PENDER ST;563;;"{""type"": ""Point"", ""coordinates"": [-123.092044161882, 49.280494062202]}"
1888;5709 WALES ST;;B;M;CD-1;Victoria-Fraserview;WALES ST;5709;;"{""type"": ""Point"", ""coordinates"": [-123.052133979481, 49.2324652790522]}"
1889;574 E BROADWAY;;B;;C-2C;Mount Pleasant;E BROADWAY;574;;"{""type"": ""Point"", ""coordinates"": [-123.091497961683, 49.2621745165116]}"
1895;577 RICHARDS ST;HOTEL ST CLAIR;B;M;DD;Downtown;RICHARDS ST;577;;"{""type"": ""Point"", ""coordinates"": [-123.114399325619, 49.2827599200494]}"
1901;5824 ONTARIO ST;;C;;RS-1;Sunset;ONTARIO ST;5824;;"{""type"": ""Point"", ""coordinates"": [-123.105317967248, 49.2321921180549]}"
1902;5825 CARNARVON ST;SIMPSON HOUSE;C;;RS-5;Kerrisdale;CARNARVON ST;5825;H;"{""type"": ""Point"", ""coordinates"": [-123.173362053416, 49.2335510486186]}"
1912;5955 ROSS ST;MEMORIAL PRK SOUTH;A;M;RS-1;Sunset;ROSS ST;5955;;"{""type"": ""Point"", ""coordinates"": [-123.08458709482, 49.2311841593175]}"
1918;602 DUNSMUIR ST;ST REGIS HOTEL;C;M;CD-1;Downtown;DUNSMUIR ST;602;H;"{""type"": ""Point"", ""coordinates"": [-123.115965139374, 49.2829699617809]}"
1920;602 KEEFER ST;;B;;RT-3;Strathcona;KEEFER ST;602;;"{""type"": ""Point"", ""coordinates"": [-123.091358569313, 49.2791411015495]}"
1925;609 GORE AV;;C;;HA-1A;Strathcona;GORE AV;609;;"{""type"": ""Point"", ""coordinates"": [-123.097427934036, 49.2791696201124]}"
1926;610 GRANVILLE ST;;B;M;CD-1;Downtown;GRANVILLE ST;610;H;"{""type"": ""Point"", ""coordinates"": [-123.116533481387, 49.2832147694177]}"
1927;610 JACKSON AV;;B;;RT-3;Strathcona;JACKSON AV;610;;"{""type"": ""Point"", ""coordinates"": [-123.093307536292, 49.2790974377416]}"
1929;610 PIPELINE ROAD;STANLEY PK PAVILN;A;M;RS-1;West End;PIPELINE ROAD;610;;"{""type"": ""Point"", ""coordinates"": [-123.126770383867, 49.2980554858149]}"
1933;6135 MACDONALD ST;ANDERSON HOUSE;C;L;RS-5;Kerrisdale;MACDONALD ST;6135;H;"{""type"": ""Point"", ""coordinates"": [-123.167902267559, 49.2306946898452]}"
1934;615 E GEORGIA ST;;B;;RT-3;Strathcona;E GEORGIA ST;615;;"{""type"": ""Point"", ""coordinates"": [-123.091011057712, 49.2786634797949]}"
1936;615 PRINCESS AV;DODD HOUSE;C;M;RT-3;Strathcona;PRINCESS AV;615;H;"{""type"": ""Point"", ""coordinates"": [-123.091817882862, 49.2790315179957]}"
1943;6199 CYPRESS ST;MAPLE GROVE ELEM;B;;RS-6;Kerrisdale;CYPRESS ST;6199;;"{""type"": ""Point"", ""coordinates"": [-123.150211174736, 49.2298438903467]}"
1950;623 E PENDER ST;;C;;RT-3;Strathcona;E PENDER ST;623;;"{""type"": ""Point"", ""coordinates"": [-123.090932901175, 49.2804716535326]}"
1952;6249 ELM ST;;B;;RS-5;Kerrisdale;ELM ST;6249;;"{""type"": ""Point"", ""coordinates"": [-123.165185265581, 49.2295707000538]}"
1953;625 E 44TH AV;;C;;RM-2;Sunset;E 44TH AV;625;;"{""type"": ""Point"", ""coordinates"": [-123.092097281076, 49.2303730778141]}"
1954;625 E 49TH AV;;B;;RS-1;Sunset;E 49TH AV;625;;"{""type"": ""Point"", ""coordinates"": [-123.092225445798, 49.2257904477861]}"
1955;626 W PENDER ST;LONDON BUILDING;B;MI;DD;Downtown;W PENDER ST;626;H;"{""type"": ""Point"", ""coordinates"": [-123.11460319393, 49.2841533315501]}"
1957;627 E GEORGIA ST;;C;;RT-3;Strathcona;E GEORGIA ST;627;;"{""type"": ""Point"", ""coordinates"": [-123.090906154661, 49.2786591547216]}"
1963;630 PRIOR ST;;B;;RT-3;Strathcona;PRIOR ST;630;;"{""type"": ""Point"", ""coordinates"": [-123.090880219487, 49.276329323612]}"
1964;6306 PRINCE ALBERT ST;S.B. BENNETT HOUSE;A;M;RS-1;Sunset;PRINCE ALBERT ST;6306;H;"{""type"": ""Point"", ""coordinates"": [-123.087564978092, 49.2271366265957]}"
1971;637 E GEORGIA ST;;C;;RT-3;Strathcona;E GEORGIA ST;637;;"{""type"": ""Point"", ""coordinates"": [-123.090746900242, 49.2786580475614]}"
1978;643 E GEORGIA ST;FLEMING HOUSE;B;M;RT-3;Strathcona;E GEORGIA ST;643;;"{""type"": ""Point"", ""coordinates"": [-123.090587526348, 49.2786667720091]}"
1979;644 HAWKS AV;;B;M;RT-3;Strathcona;HAWKS AV;644;;"{""type"": ""Point"", ""coordinates"": [-123.087027338938, 49.2785947222938]}"
1982;646 RICHARDS ST;HOLY ROSARY CATHED;A;M;DD;Downtown;RICHARDS ST;646;;"{""type"": ""Point"", ""coordinates"": [-123.114304217803, 49.2820700840993]}"
1984;6476 BLENHEIM ST;;B;;RA-1;Kerrisdale;BLENHEIM ST;6476;;"{""type"": ""Point"", ""coordinates"": [-123.178421503477, 49.2277320013578]}"
1987;65 W CORDOVA ST;;;M;HA-2;Downtown;W CORDOVA ST;65;;"{""type"": ""Point"", ""coordinates"": [-123.105984888473, 49.2830644431251]}"
1988;650 N PENTICTON ST;ST JAMES HOSPICE;B;;RS-1;Hastings-Sunrise;N PENTICTON ST;650;;"{""type"": ""Point"", ""coordinates"": [-123.050527006215, 49.2909300634991]}"
1991;655 E CORDOVA ST;;B;;DEOD;Strathcona;E CORDOVA ST;655;;"{""type"": ""Point"", ""coordinates"": [-123.090110994016, 49.282357614647]}"
1995;656 E GEORGIA ST;BORLAND HOUSE;B;;RT-3;Strathcona;E GEORGIA ST;656;H;"{""type"": ""Point"", ""coordinates"": [-123.090218733526, 49.2781344198234]}"
1996;656 UNION ST;;B;M;RT-3;Strathcona;UNION ST;656;H;"{""type"": ""Point"", ""coordinates"": [-123.090310644621, 49.277224017481]}"
1998;658 KEEFER ST;CHAN HOUSE;B;M;RT-3;Strathcona;KEEFER ST;658;H;"{""type"": ""Point"", ""coordinates"": [-123.090212243407, 49.2790385756002]}"
2002;661 HEATLEY AV;INFILL HOUSE;;M;RT-3;Strathcona;HEATLEY AV;661;H;"{""type"": ""Point"", ""coordinates"": [-123.08989032488, 49.2786518897523]}"
2004;662 UNION ST;;B;;RT-3;Strathcona;UNION ST;662;;"{""type"": ""Point"", ""coordinates"": [-123.090168190097, 49.2772200089382]}"
2014;677 DAVIE ST;SCOTIA DANCE CENTR;B;M;DD;Downtown;DAVIE ST;677;H;"{""type"": ""Point"", ""coordinates"": [-123.125727144168, 49.2770734589045]}"
2020;685 W 19TH AV;;B;;RS-7;South Cambie;W 19TH AV;685;;"{""type"": ""Point"", ""coordinates"": [-123.119571813119, 49.2545268683243]}"
2021;687 W 19TH AV;;B;;RS-7;South Cambie;W 19TH AV;687;;"{""type"": ""Point"", ""coordinates"": [-123.119715549012, 49.2545298678042]}"
2022;688 HAMILTON ST;QUEEN E THEATRE;A;;DD;Downtown;HAMILTON ST;688;;"{""type"": ""Point"", ""coordinates"": [-123.112870382402, 49.280221662012]}"
2026;696 W 16TH AV;FOLEY BUILDING;B;M;C-2;South Cambie;W 16TH AV;696;;"{""type"": ""Point"", ""coordinates"": [-123.119718378987, 49.2568591948154]}"
2046;725 W 18TH AV;;B;;RS-7;South Cambie;W 18TH AV;725;;"{""type"": ""Point"", ""coordinates"": [-123.120925078727, 49.2554600632223]}"
2049;727 E 50TH AV;;B;;RS-1;Sunset;E 50TH AV;727;;"{""type"": ""Point"", ""coordinates"": [-123.089788593489, 49.2247791049235]}"
2062;732 PRINCESS AV;JANE WILKS HOUSE;C;M;RT-3;Strathcona;PRINCESS AV;732;H;"{""type"": ""Point"", ""coordinates"": [-123.091383814235, 49.2778473045461]}"
2071;744 W HASTINGS ST;;B;;DD;Downtown;W HASTINGS ST;744;;"{""type"": ""Point"", ""coordinates"": [-123.114887205241, 49.2856539807588]}"
2076;751 KEEFER ST;;B;M;RT-3;Strathcona;KEEFER ST;751;;"{""type"": ""Point"", ""coordinates"": [-123.088418034078, 49.2795207278684]}"
2079;758 E GEORGIA ST;;C;;RT-3;Strathcona;E GEORGIA ST;758;;"{""type"": ""Point"", ""coordinates"": [-123.088340410329, 49.2780985141174]}"
2084;770 W 19TH AV;;C;;RS-7;South Cambie;W 19TH AV;770;;"{""type"": ""Point"", ""coordinates"": [-123.121388127997, 49.2540536066872]}"
2098;792 E 50TH AV;;B;;RS-1;Sunset;E 50TH AV;792;;"{""type"": ""Point"", ""coordinates"": [-123.088416980928, 49.2242175269753]}"
2102;796 E 50TH AV;;B;;RS-1;Sunset;E 50TH AV;796;;"{""type"": ""Point"", ""coordinates"": [-123.088278267617, 49.2242158340105]}"
2107;80 E PENDER ST;;B;M;HA-1;Downtown;E PENDER ST;80;;"{""type"": ""Point"", ""coordinates"": [-123.102864979458, 49.2801690253368]}"
3;1 E CORDOVA ST;;;M;HA-2;Downtown;E CORDOVA ST;1;;"{""type"": ""Point"", ""coordinates"": [-123.103733892422, 49.2825763476764]}"
5;1 GAOLER'S MEWS;;A;M;HA-2;Downtown;GAOLER'S MEWS;1;H;"{""type"": ""Point"", ""coordinates"": [-123.10460125958, 49.2833417298521]}"
8;10 W HASTINGS ST;;;M;HA-2;Downtown;W HASTINGS ST;10;;"{""type"": ""Point"", ""coordinates"": [-123.104918, 49.281064]}"
9;100 E PENDER ST;;;M;HA-1;Downtown;E PENDER ST;100;;"{""type"": ""Point"", ""coordinates"": [-123.102143741654, 49.2801715541289]}"
11;1001 COTTON DRIVE;BRITANNIA SEC;B;;CD-1;Grandview-Woodland;COTTON DRIVE;1001;;"{""type"": ""Point"", ""coordinates"": [-123.071951204756, 49.2747665155214]}"
18;1012 NELSON ST;;A;M;DD;West End;NELSON ST;1012;;"{""type"": ""Point"", ""coordinates"": [-123.126533631587, 49.2813960084099]}"
33;1027 PACIFIC ST;;B;;RM-5A;West End;PACIFIC ST;1027;;"{""type"": ""Point"", ""coordinates"": [-123.132675351879, 49.2780290777695]}"
43;104 W 11TH AV;;A;;RT-6;Mount Pleasant;W 11TH AV;104;;"{""type"": ""Point"", ""coordinates"": [-123.107171752673, 49.2609378814839]}"
53;1055 VICTORIA DRIVE;;B;;RT-5;Grandview-Woodland;VICTORIA DRIVE;1055;;"{""type"": ""Point"", ""coordinates"": [-123.065915553118, 49.2750749394864]}"
59;107 E CORDOVA ST;;;M;HA-2;Downtown;E CORDOVA ST;107;;"{""type"": ""Point"", ""coordinates"": [-123.101619387403, 49.2825904639807]}"
61;1075 W GEORGIA ST;;A;;DD;Downtown;W GEORGIA ST;1075;;"{""type"": ""Point"", ""coordinates"": [-123.122189505874, 49.2858641494082]}"
63;108 E PENDER ST;;A;M;HA-1;Downtown;E PENDER ST;108;;"{""type"": ""Point"", ""coordinates"": [-123.102041304552, 49.2801689460809]}"
71;1096 W 10TH AV;;A;M;CD-1;Fairview;W 10TH AV;1096;;"{""type"": ""Point"", ""coordinates"": [-123.128793697924, 49.2622010288725]}"
75;110 CAMBIE ST;;B;M;HA-2;Downtown;CAMBIE ST;110;;"{""type"": ""Point"", ""coordinates"": [-123.10852879482, 49.284492827329]}"
85;1107 THURLOW ST;;B;;RM-5B;West End;THURLOW ST;1107;;"{""type"": ""Point"", ""coordinates"": [-123.129999325122, 49.2814204748647]}"
87;111 E PENDER ST;;;M;HA-1;Downtown;E PENDER ST;111;;"{""type"": ""Point"", ""coordinates"": [-123.101811366863, 49.2806719794401]}"
90;1110 COMOX ST;;B;;RM-5B;West End;COMOX ST;1110;;"{""type"": ""Point"", ""coordinates"": [-123.129636143943, 49.2817666935442]}"
2006;663 E PENDER ST;;C;;RT-3;Strathcona;E PENDER ST;663;;"{""type"": ""Point"", ""coordinates"": [-123.090091276026, 49.2804551499822]}"
2038;717 W 18TH AV;;B;;RS-7;South Cambie;W 18TH AV;717;;"{""type"": ""Point"", ""coordinates"": [-123.120925078727, 49.2554600632223]}"
2052;727 TEMPLETON DRIVE;TEMPLETON SEC;B;;RT-4;Grandview-Woodland;TEMPLETON DRIVE;727;;"{""type"": ""Point"", ""coordinates"": [-123.059951946528, 49.2785999696096]}"
2056;7299 GRANVILLE ST;;;L;CD-1;Kerrisdale;GRANVILLE ST;7299;;
2058;73 E 27TH AV;;C;M;RS-7;Riley Park;E 27TH AV;73;H;"{""type"": ""Point"", ""coordinates"": [-123.103631950973, 49.2474431795166]}"
2059;73 WATER ST;;C;M;HA-2;Downtown;WATER ST;73;;"{""type"": ""Point"", ""coordinates"": [-123.105822648192, 49.2840522620054]}"
2063;734 JACKSON AV;;C;M;RT-3;Strathcona;JACKSON AV;734;H;"{""type"": ""Point"", ""coordinates"": [-123.093352039776, 49.2778144099596]}"
2064;736 E 39TH AV;;C;;RS-1;Kensington-Cedar Cottage;E 39TH AV;736;;"{""type"": ""Point"", ""coordinates"": [-123.089563161212, 49.2345326857457]}"
2066;736 GRANVILLE ST;VANCOUVER BLOCK;A;MI;DD;Downtown;GRANVILLE ST;736;H;"{""type"": ""Point"", ""coordinates"": [-123.118522373666, 49.2818433477786]}"
2075;750 TERMINAL AV;;A;;I-2;Strathcona;TERMINAL AV;750;;"{""type"": ""Point"", ""coordinates"": [-123.087203948391, 49.2700432142699]}"
2078;757 W HASTINGS ST;SINCLAIR CENTRE;A;MF;CD-1;Downtown;W HASTINGS ST;757;;"{""type"": ""Point"", ""coordinates"": [-123.113871261917, 49.2859558692069]}"
2080;760 W 19TH AV;;C;;RS-7;South Cambie;W 19TH AV;760;;"{""type"": ""Point"", ""coordinates"": [-123.121253449324, 49.254050599783]}"
2095;789 W PENDER ST;;B;;DD;Downtown;W PENDER ST;789;;"{""type"": ""Point"", ""coordinates"": [-123.115148173257, 49.2853841238731]}"
2100;794 E 21ST AV;;C;;RS-1;Kensington-Cedar Cottage;E 21ST AV;794;;"{""type"": ""Point"", ""coordinates"": [-123.087863241832, 49.2516113414116]}"
2105;8 W CORDOVA ST;;AB;M;HA-2;Downtown;W CORDOVA ST;8;;"{""type"": ""Point"", ""coordinates"": [-123.104821494505, 49.2824172265984]}"
2113;801 W GEORGIA ST;HOTEL GEORGIA;B;MI;CD-1;Downtown;W GEORGIA ST;801;H;"{""type"": ""Point"", ""coordinates"": [-123.118886177257, 49.2836166519755]}"
2119;808 E 19TH AV;;A;;RS-1;Kensington-Cedar Cottage;E 19TH AV;808;;"{""type"": ""Point"", ""coordinates"": [-123.087313258958, 49.2534103261394]}"
2120;81 E 27TH AV;;C;M;RS-7;Riley Park;E 27TH AV;81;H;"{""type"": ""Point"", ""coordinates"": [-123.103631950973, 49.2474431795166]}"
2124;814 DUNLEVY AV;;C;;RT-3;Strathcona;DUNLEVY AV;814;;"{""type"": ""Point"", ""coordinates"": [-123.095324099343, 49.2772754096452]}"
2125;814 JACKSON AV;;A;;RT-3;Strathcona;JACKSON AV;814;;"{""type"": ""Point"", ""coordinates"": [-123.093316858117, 49.2772836416668]}"
2135;824 E PENDER ST;MENCHIONS HOUSE;B;;RT-3;Strathcona;E PENDER ST;824;;"{""type"": ""Point"", ""coordinates"": [-123.086617679881, 49.2798706472283]}"
2137;826 E GEORGIA ST;CRAWFORD HOUSE;C;M;RT-3;Strathcona;E GEORGIA ST;826;;"{""type"": ""Point"", ""coordinates"": [-123.086598661074, 49.2780660287012]}"
2139;8264 HUDSON ST;;B;M;CD-1;Marpole;HUDSON ST;8264;;"{""type"": ""Point"", ""coordinates"": [-123.133887770008, 49.2109835371857]}"
2141;827 HAMILTON ST;;C;M;CD-1;Downtown;HAMILTON ST;827;;"{""type"": ""Point"", ""coordinates"": [-123.116521092075, 49.278802646504]}"
2144;8277 ONTARIO ST;CHRYSLER BUILDING;A;L;CD-1;Marpole;ONTARIO ST;8277;;"{""type"": ""Point"", ""coordinates"": [-123.107442608386, 49.2108943771512]}"
2145;828 KEEFER ST;;B;;RT-3;Strathcona;KEEFER ST;828;;"{""type"": ""Point"", ""coordinates"": [-123.086552151919, 49.2789709878409]}"
2146;829 W 18TH AV;;C;;RS-7;South Cambie;W 18TH AV;829;;"{""type"": ""Point"", ""coordinates"": [-123.122728697578, 49.2554999621762]}"
2148;833 KEEFER ST;CHRISTENSON HOUSE;B;M;RT-3;Strathcona;KEEFER ST;833;H;"{""type"": ""Point"", ""coordinates"": [-123.086421854184, 49.2794748604655]}"
2149;833 W 19TH AV;;C;M;RS-7;South Cambie;W 19TH AV;833;H;"{""type"": ""Point"", ""coordinates"": [-123.122879892894, 49.2546038235723]}"
2150;835 GRANVILLE ST;;C;;DD;Downtown;GRANVILLE ST;835;;"{""type"": ""Point"", ""coordinates"": [-123.120796635427, 49.2811148118979]}"
2154;837 W 7TH AV;;B;;FM-1;Fairview;W 7TH AV;837;;"{""type"": ""Point"", ""coordinates"": [-123.122806669033, 49.2652916260907]}"
2155;8370 CARTIER ST;LLOYD ELEMENTARY;A;;RT-2;Marpole;CARTIER ST;8370;;"{""type"": ""Point"", ""coordinates"": [-123.136353610217, 49.2102330630786]}"
2157;840 CAMBIE ST;;C;;DD;Downtown;CAMBIE ST;840;;"{""type"": ""Point"", ""coordinates"": [-123.115382599548, 49.2775448500436]}"
2159;844 DUNLEVY AV;WINCHCOMBE HOUSE;B;M;RT-3;Strathcona;DUNLEVY AV;844;;"{""type"": ""Point"", ""coordinates"": [-123.095391326565, 49.2768534800132]}"
2160;845 CAMBIE ST;;B;M;DD;Downtown;CAMBIE ST;845;;"{""type"": ""Point"", ""coordinates"": [-123.116105849031, 49.277806775964]}"
2162;8468 SHAUGHNESSY ST;;B;;RT-2;Marpole;SHAUGHNESSY ST;8468;;"{""type"": ""Point"", ""coordinates"": [-123.128463738734, 49.2094691869852]}"
2164;85 W 11TH AV;;C;;RT-6;Mount Pleasant;W 11TH AV;85;;"{""type"": ""Point"", ""coordinates"": [-123.10648666402, 49.2614053753114]}"
2168;851 KEEFER ST;;B;;RT-3;Strathcona;KEEFER ST;851;;"{""type"": ""Point"", ""coordinates"": [-123.086020127654, 49.2794706176578]}"
2169;854 W 23RD AV;;B;;RS-5;South Cambie;W 23RD AV;854;;"{""type"": ""Point"", ""coordinates"": [-123.123491446981, 49.2504730413641]}"
2174;856 E GEORGIA ST;;B;;RT-3;Strathcona;E GEORGIA ST;856;;"{""type"": ""Point"", ""coordinates"": [-123.085979124806, 49.2780530075727]}"
2176;857 BEATTY ST;;C;;DD;Downtown;BEATTY ST;857;;"{""type"": ""Point"", ""coordinates"": [-123.115105125624, 49.2771246108851]}"
2182;863 HAMILTON ST;;C;M;DD;Downtown;HAMILTON ST;863;;"{""type"": ""Point"", ""coordinates"": [-123.117035910718, 49.2784801796195]}"
2183;863 PRIOR ST;;B;;RT-3;Strathcona;PRIOR ST;863;;"{""type"": ""Point"", ""coordinates"": [-123.085930253544, 49.2767739198248]}"
2185;865 W 18TH AV;;B;;RS-7;South Cambie;W 18TH AV;865;;"{""type"": ""Point"", ""coordinates"": [-123.123414877863, 49.2555149638768]}"
2189;868 CASSIAR ST;;A;M;CD-1;Hastings-Sunrise;CASSIAR ST;868;;"{""type"": ""Point"", ""coordinates"": [-123.030082207942, 49.2768002107925]}"
2191;868 KEEFER ST;;B;;RT-3;Strathcona;KEEFER ST;868;;"{""type"": ""Point"", ""coordinates"": [-123.085720856431, 49.278957215237]}"
2196;87 E PENDER ST;;;M;HA-1;Downtown;E PENDER ST;87;;"{""type"": ""Point"", ""coordinates"": [-123.102540780924, 49.2806902243329]}"
2200;876 GRANVILLE ST;;C;;DD;Downtown;GRANVILLE ST;876;;"{""type"": ""Point"", ""coordinates"": [-123.120719576473, 49.280374103389]}"
2203;879 E GEORGIA ST;RIDDICK HOUSE;B;;RT-3;Strathcona;E GEORGIA ST;879;;"{""type"": ""Point"", ""coordinates"": [-123.085538818146, 49.278557964081]}"
2204;88 E CORDOVA ST;;C;;HA-2;Downtown;E CORDOVA ST;88;;"{""type"": ""Point"", ""coordinates"": [-123.102642509017, 49.2820731516301]}"
2205;88 E PENDER ST;;;M;HA-1;Downtown;E PENDER ST;88;;"{""type"": ""Point"", ""coordinates"": [-123.102599225062, 49.2801679444037]}"
2213;888 HOMER ST;THE HOMER BUILDING;B;M;DD;Downtown;HOMER ST;888;H;"{""type"": ""Point"", ""coordinates"": [-123.118056633177, 49.2784691296229]}"
2215;8901 STANLEY PARK DRIVE;FISH HOUSE REST;B;;RS-1;West End;STANLEY PARK DRIVE;8901;;"{""type"": ""Point"", ""coordinates"": [-123.126770383867, 49.2980554858149]}"
2220;9 W CORDOVA ST;;B;M;HA-2;Downtown;W CORDOVA ST;9;H;"{""type"": ""Point"", ""coordinates"": [-123.104595651797, 49.2826861935198]}"
2230;906 MAIN ST;;B;MI;FC-1;Strathcona;MAIN ST;906;H;"{""type"": ""Point"", ""coordinates"": [-123.099512707473, 49.276462716408]}"
2231;906 SALSBURY DRIVE;PILLING HOUSE;C;M;RT-5;Grandview-Woodland;SALSBURY DRIVE;906;;"{""type"": ""Point"", ""coordinates"": [-123.067273668871, 49.2764563086734]}"
2234;910 W 22ND AV;;C;;RS-5;South Cambie;W 22ND AV;910;;"{""type"": ""Point"", ""coordinates"": [-123.125173260366, 49.2514188426008]}"
2235;911 DENMAN ST;;C;M;C-5;West End;DENMAN ST;911;;"{""type"": ""Point"", ""coordinates"": [-123.137494706727, 49.290423639898]}"
2238;912 W 22ND AV;;C;;RS-5;South Cambie;W 22ND AV;912;;"{""type"": ""Point"", ""coordinates"": [-123.125310674657, 49.2514195931615]}"
2239;915 W 23RD AV;;C;;RS-5;South Cambie;W 23RD AV;915;;"{""type"": ""Point"", ""coordinates"": [-123.125468518681, 49.2510285702755]}"
2242;918 SALSBURY DRIVE;;C;;RT-5;Grandview-Woodland;SALSBURY DRIVE;918;;"{""type"": ""Point"", ""coordinates"": [-123.067284593218, 49.2763006856185]}"
2244;920 W 17TH AV;;B;;RS-7;South Cambie;W 17TH AV;920;;"{""type"": ""Point"", ""coordinates"": [-123.125256318069, 49.2559397783461]}"
2254;936 W 22ND AV;;B;;RS-5;South Cambie;W 22ND AV;936;;"{""type"": ""Point"", ""coordinates"": [-123.125727738373, 49.2514263272346]}"
2255;939 E 17TH AV;;C;;RS-1;Kensington-Cedar Cottage;E 17TH AV;939;;"{""type"": ""Point"", ""coordinates"": [-123.084523569216, 49.2556980679576]}"
2256;943 E 17TH AV;;C;;RS-1;Kensington-Cedar Cottage;E 17TH AV;943;;"{""type"": ""Point"", ""coordinates"": [-123.084437781928, 49.2556053000403]}"
2258;947 E 17TH AV;;C;;RS-1;Kensington-Cedar Cottage;E 17TH AV;947;;"{""type"": ""Point"", ""coordinates"": [-123.084302020209, 49.2556937322169]}"
2261;95 W 11TH AV;;C;;RT-6;Mount Pleasant;W 11TH AV;95;;"{""type"": ""Point"", ""coordinates"": [-123.106677038716, 49.2614083480193]}"
2263;950 W 58TH AV;OAKHURST;A;M;CD-1;Marpole;W 58TH AV;950;H;"{""type"": ""Point"", ""coordinates"": [-123.12746918082, 49.2177201437531]}"
2265;951 E 17TH AV;;C;;RS-1;Kensington-Cedar Cottage;E 17TH AV;951;;"{""type"": ""Point"", ""coordinates"": [-123.084228889311, 49.2556005051481]}"
2268;960 E 39TH AV;MACKENZIE ELEM;A;;RS-1;Kensington-Cedar Cottage;E 39TH AV;960;;"{""type"": ""Point"", ""coordinates"": [-123.086724798649, 49.2341053911465]}"
2269;961 NICOLA ST;;C;;RM-5;West End;NICOLA ST;961;;"{""type"": ""Point"", ""coordinates"": [-123.133706650444, 49.2871519458896]}"
2270;962 JERVIS ST;;B;;RM-5B;West End;JERVIS ST;962;;"{""type"": ""Point"", ""coordinates"": [-123.13081332488, 49.2853076851762]}"
2274;969 ROBSON ST;;A;M;CD-1;Downtown;ROBSON ST;969;;"{""type"": ""Point"", ""coordinates"": [-123.122070609985, 49.2833549453905]}"
2278;975 CHILCO ST;;B;;RM-5B;West End;CHILCO ST;975;;"{""type"": ""Point"", ""coordinates"": [-123.141502304078, 49.2915796100431]}"
2280;975 W 22ND AV;;B;;RS-5;South Cambie;W 22ND AV;975;;"{""type"": ""Point"", ""coordinates"": [-123.12639967433, 49.2519549540828]}"
2281;975 W 8TH AV;;B;;FM-1;Fairview;W 8TH AV;975;;"{""type"": ""Point"", ""coordinates"": [-123.125871470043, 49.2645309226909]}"
2283;985 CARDERO ST;;B;;RM-5A;West End;CARDERO ST;985;;"{""type"": ""Point"", ""coordinates"": [-123.135347825778, 49.2876546643111]}"
1;0 HEATLEY NORTH FOOT;;A;;M-2;Strathcona;HEATLEY NORTH FOOT;0;;
2;1 ALEXANDER ST;;A;M;HA-2;Downtown;ALEXANDER ST;1;;"{""type"": ""Point"", ""coordinates"": [-123.103978511876, 49.2836857546571]}"
4;1 E PENDER ST;;B;M;HA-1;Downtown;E PENDER ST;1;;"{""type"": ""Point"", ""coordinates"": [-123.104079180869, 49.2806495219852]}"
6;1 W HASTINGS ST;;A;M;HA-2;Downtown;W HASTINGS ST;1;H;"{""type"": ""Point"", ""coordinates"": [-123.104774903015, 49.2817680193641]}"
13;1009 W 10TH AV;;B;;RM-3;Fairview;W 10TH AV;1009;;"{""type"": ""Point"", ""coordinates"": [-123.126895925534, 49.2627012490138]}"
15;101 E HASTINGS ST;IRVING HOTEL;B;;DEOD;Downtown;E HASTINGS ST;101;;"{""type"": ""Point"", ""coordinates"": [-123.102001470056, 49.2816808099321]}"
16;101 SMITHE ST;;C;;DD;Downtown;SMITHE ST;101;;"{""type"": ""Point"", ""coordinates"": [-123.115538114746, 49.2768528749595]}"
17;1010 E 21ST AV;WICKSON HOUSE;C;M;RT-10;Kensington-Cedar Cottage;E 21ST AV;1010;;"{""type"": ""Point"", ""coordinates"": [-123.083541999286, 49.251543034878]}"
20;1017 E GEORGIA ST;;C;;RT-3;Strathcona;E GEORGIA ST;1017;;"{""type"": ""Point"", ""coordinates"": [-123.081944799028, 49.2785123006057]}"
21;1017 KEEFER ST;BATES HOUSE;B;M;RT-3;Strathcona;KEEFER ST;1017;H;"{""type"": ""Point"", ""coordinates"": [-123.081859608038, 49.279407264565]}"
23;1018 GRANVILLE ST;;C;;DD;Downtown;GRANVILLE ST;1018;;"{""type"": ""Point"", ""coordinates"": [-123.123000648282, 49.2788636735481]}"
