RegistrationNum,RegisteredTypeMapped,RegisteredTypeDesc,RentalHousingUnits,PropertyName,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,PropertyContactName,Link,Latitude,Longitude,Location1
001-0126057,Rental Property,Registration,1,,2016-09-15,2021-09-15,Active Registration,3514 SW ROSE ST,SEATTLE,WA,98126,Micah Wait,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126057,47.52930059,-122.37740671,"3514 SW ROSE ST
SEATTLE, WA 98126
(47.52930059, -122.37740671)"
001-0130920,Rental Property,Registration,1,,2017-02-17,2022-02-17,Active Registration,10411 ALDERBROOK PL NW,SEATTLE,WA,98177,Will Riegel,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0130920,47.70426903,-122.36537143,"10411 ALDERBROOK PL NW
SEATTLE, WA 98177
(47.70426903, -122.36537143)"
001-0115819,Rental Property,Registration,1,Canal Station North,2020-11-23,2022-12-31,Active Registration,5450 LEARY AVE NW,SEATTLE,WA,98107,Stephen Grace,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115819,47.66790764,-122.38310813,"5450 LEARY AVE NW
SEATTLE, WA 98107
(47.66790764, -122.38310813)"
001-0127383,Rental Property,Registration,1,,2016-10-11,2021-10-11,Active Registration,4210 S BATEMAN ST,SEATTLE,WA,98118,Leonard Cabiao,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0127383,47.54692681,-122.28021018,"4210 S BATEMAN ST
SEATTLE, WA 98118
(47.54692681, -122.28021018)"
001-0126695,Rental Property,Registration,1,,2016-11-08,2021-11-08,Active Registration,9720 1ST AVE NW,SEATTLE,WA,98117,Robert Martin/Kathryn Tooker,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126695,47.70032453,-122.35776952,"9720 1ST AVE NW
SEATTLE, WA 98117
(47.70032453, -122.35776952)"
001-0135734,Rental Property,Registration,1,,2019-03-05,2021-03-05,Active Registration,4329 NE 56TH ST,SEATTLE,WA,98105,WJL HomeServices LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0135734,47.66927963,-122.28088932,"4329 NE 56TH ST
SEATTLE, WA 98105
(47.66927963, -122.28088932)"
001-0103960,Rental Property,Registration,9,Vista Apartments,2020-02-25,2022-03-05,Active Registration,1018 NE 112TH ST,SEATTLE,WA,98125,Barbara McMahon,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0103960,47.7100867,-122.31698152,"1018 NE 112TH ST
SEATTLE, WA 98125
(47.7100867, -122.31698152)"
001-0106405,Rental Property,Registration,1,,2020-04-27,2022-06-04,Active Registration,4724 UNIVERSITY VIEW PL NE,SEATTLE,WA,98105,Bruce Becker,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0106405,47.66340548,-122.29203762,"4724 UNIVERSITY VIEW PL NE
SEATTLE, WA 98105
(47.66340548, -122.29203762)"
001-0133559,Rental Property,Registration,1,,2018-03-20,2023-03-20,Active Registration,1713 NE 92ND ST,SEATTLE,WA,98115,Joseph Titland,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133559,47.69554957,-122.30888097,"1713 NE 92ND ST
SEATTLE, WA 98115
(47.69554957, -122.30888097)"
001-0140993,Rental Property,Registration,1,2216 S. Lander Street,2020-11-23,2022-11-23,Active Registration,2216 S LANDER ST,SEATTLE,WA,98144,GILBERT PRICE,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140993,47.57938797,-122.3036133,"2216 S LANDER ST
SEATTLE, WA 98144
(47.57938797, -122.3036133)"
001-0125665,Rental Property,Registration,1,House of Burning Love,2016-09-07,2021-09-07,Active Registration,2112 E REPUBLICAN ST,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0125665,47.62336193,-122.30409076,"2112 E REPUBLICAN ST
SEATTLE, WA 98112
(47.62336193, -122.30409076)"
001-0137976,Rental Property,Registration,1,,2019-11-08,2021-11-08,Active Registration,4331 SW BRACE POINT DR,SEATTLE,WA,98136,Steven Bohrer,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137976,47.52049813,-122.38869689,"4331 SW BRACE POINT DR
SEATTLE, WA 98136
(47.52049813, -122.38869689)"
001-0139400,Rental Property,Registration,1,,2020-03-17,2022-03-17,Active Registration,6025 C CALIFORNIA AVE SW,SEATTLE,WA,98136,Beth Rocha,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139400,47.54780943,-122.38774107,"6025 C CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54780943, -122.38774107)"
001-0108542,Rental Property,Registration,1,,2015-07-14,2020-07-14,Active Registration,5300 BEACH DR SW,SEATTLE,WA,98136,Prestige Rental Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108542,47.55467849,-122.39911034,"5300 BEACH DR SW
SEATTLE, WA 98136
(47.55467849, -122.39911034)"
001-0133103,Rental Property,Registration,1,,2018-01-03,2023-01-03,Active Registration,4222 B WINSLOW PL N,SEATTLE,WA,98103,Carlo del Mundo,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133103,47.65842022,-122.34627143,"4222 B WINSLOW PL N
SEATTLE, WA 98103
(47.65842022, -122.34627143)"
001-0122107,Rental Property,Registration,2,Greenlake Duplex,2016-06-16,2021-06-16,Active Registration,5410 GREEN LAKE WAY N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122107,47.66812134,-122.33978319,"5410 GREEN LAKE WAY N
SEATTLE, WA 98103
(47.66812134, -122.33978319)"
001-0120799,Rental Property,Registration,1,,2016-05-19,2021-05-19,Active Registration,10245 42ND AVE SW,SEATTLE,WA,98146,Kurt Hildebrand,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0120799,47.51075394,-122.3861828,"10245 42ND AVE SW
SEATTLE, WA 98146
(47.51075394, -122.3861828)"
001-0125123,Rental Property,Registration,3,,2016-09-08,2021-09-08,Active Registration,2701 E JOHN ST,SEATTLE,WA,98112,Gene Bodily,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0125123,47.62003678,-122.29700789,"2701 E JOHN ST
SEATTLE, WA 98112
(47.62003678, -122.29700789)"
001-0129669,Rental Property,Registration,1,,2016-12-30,2021-12-30,Active Registration,2600 2ND AVE,SEATTLE,WA,98121,"ROANOKE GROUP, INC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0129669,47.61634038,-122.3489514,"2600 2ND AVE
SEATTLE, WA 98121
(47.61634038, -122.3489514)"
001-0140085,Rental Property,Registration,1,,2020-07-13,2022-07-13,Active Registration,1519 NE 92ND ST,SEATTLE,WA,98115,VEDAD MAHMULYIN,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140085,47.69563551,-122.31131151,"1519 NE 92ND ST
SEATTLE, WA 98115
(47.69563551, -122.31131151)"
001-0105345,Rental Property,Registration,8,LISMORE,2020-03-01,2022-04-09,Active Registration,313 10TH AVE E,SEATTLE,WA,98102,Cornell and Associates,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0105345,47.6215429,-122.32019297,"313 10TH AVE E
SEATTLE, WA 98102
(47.6215429, -122.32019297)"
001-0113840,Rental Property,Registration,1,,2020-11-23,2022-12-03,Active Registration,2267 NW 63RD ST,SEATTLE,WA,98107,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0113840,47.67441353,-122.38735615,"2267 NW 63RD ST
SEATTLE, WA 98107
(47.67441353, -122.38735615)"
001-0110651,Rental Property,Registration,2,,2020-11-23,2022-11-23,Active Registration,4422 CORLISS AVE N,SEATTLE,WA,98103,56639092 LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0110651,47.66099689,-122.33110257,"4422 CORLISS AVE N
SEATTLE, WA 98103
(47.66099689, -122.33110257)"
001-0100570,Rental Property,Registration,10,Fremont Apartments,2019-09-12,2021-09-12,Active Registration,3818 FREMONT AVE N,SEATTLE,WA,98103,Josiah Erickson III,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0100570,47.65334982,-122.34948115,"3818 FREMONT AVE N
SEATTLE, WA 98103
(47.65334982, -122.34948115)"
001-0136576,Rental Property,Registration,1,,2019-07-01,2021-07-01,Active Registration,714 N 64TH ST,SEATTLE,WA,98103,David Drake,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136576,47.67557498,-122.34920417,"714 N 64TH ST
SEATTLE, WA 98103
(47.67557498, -122.34920417)"
001-0101374,Rental Property,Registration,41,St. Ingbert Apartments,2019-09-26,2021-09-26,Active Registration,309 E HARRISON ST,SEATTLE,WA,98102,Fred Larijani,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101374,47.62185651,-122.32769051,"309 E HARRISON ST
SEATTLE, WA 98102
(47.62185651, -122.32769051)"
001-0108290,Rental Property,Registration,2,,2020-06-21,2022-06-30,Active Registration,417 14TH AVE E,SEATTLE,WA,98112,North Pacific Properties,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108290,47.62249155,-122.31497087,"417 14TH AVE E
SEATTLE, WA 98112
(47.62249155, -122.31497087)"
001-0136231,Rental Property,Registration,1,,2019-06-05,2021-06-05,Active Registration,2502 W plymouth ST,SEATTLE,WA,98199,Gordon Schmidt,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136231,47.63646792,-122.38978096,"2502 W plymouth ST
SEATTLE, WA 98199
(47.63646792, -122.38978096)"
001-0139595,Rental Property,Registration,1,,2020-04-24,2022-04-24,Active Registration,8303 9TH AVE NW,SEATTLE,WA,98117,Andrew Schein,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139595,47.68892707,-122.36859372,"8303 9TH AVE NW
SEATTLE, WA 98117
(47.68892707, -122.36859372)"
001-0117421,Rental Property,Registration,2,2608 Brandon_Duplex,2016-02-26,2021-02-26,Active Registration,2608 S BRANDON ST,SEATTLE,WA,98108,Polum Family LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117421,47.5541737,-122.29895938,"2608 S BRANDON ST
SEATTLE, WA 98108
(47.5541737, -122.29895938)"
001-0121119,Rental Property,Registration,1,,2016-05-28,2021-05-28,Active Registration,1616 N 45TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121119,47.66160473,-122.3383952,"1616 N 45TH ST
SEATTLE, WA 98103
(47.66160473, -122.3383952)"
001-0126600,Rental Property,Registration,1,,2016-09-26,2021-09-26,Active Registration,2859 NW 70TH ST,SEATTLE,WA,98117,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126600,47.67929043,-122.39552209,"2859 NW 70TH ST
SEATTLE, WA 98117
(47.67929043, -122.39552209)"
001-0139747,Rental Property,Registration,1,,2020-05-28,2022-05-28,Active Registration,3211 14TH AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139747,47.57473909,-122.3151133,"3211 14TH AVE S
SEATTLE, WA 98144
(47.57473909, -122.3151133)"
001-0122928,Rental Property,Registration,1,,2016-06-27,2021-06-27,Active Registration,5439 40TH AVE SW,SEATTLE,WA,98136,Robert Ellis,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122928,47.55262978,-122.38328843,"5439 40TH AVE SW
SEATTLE, WA 98136
(47.55262978, -122.38328843)"
001-0139422,Rental Property,Registration,1,,2020-03-19,2022-03-19,Active Registration,3015 W EMERSON ST,SEATTLE,WA,98199,Jonathan Weinstein,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139422,47.6538609,-122.39635706,"3015 W EMERSON ST
SEATTLE, WA 98199
(47.6538609, -122.39635706)"
001-0128456,Rental Property,Registration,1,,2016-12-01,2021-12-01,Active Registration,1208 NE 89TH ST,SEATTLE,WA,98115,Marsha Powers,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128456,47.69324905,-122.31449867,"1208 NE 89TH ST
SEATTLE, WA 98115
(47.69324905, -122.31449867)"
001-0129034,Rental Property,Registration,1,,2016-12-13,2021-12-13,Active Registration,5720 37TH AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0129034,47.55059675,-122.28602015,"5720 37TH AVE S
SEATTLE, WA 98118
(47.55059675, -122.28602015)"
001-0140995,Rental Property,Registration,1,,2020-11-23,2022-11-23,Active Registration,503 A NE 72ND ST,SEATTLE,WA,98115,Windermere Property Management/Lori Gill and Associates,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140995,47.68079264,-122.32272726,"503 A NE 72ND ST
SEATTLE, WA 98115
(47.68079264, -122.32272726)"
001-0122816,Rental Property,Registration,1,,2016-08-05,2021-08-05,Active Registration,6520 LINDEN AVE N,SEATTLE,WA,98103,Deanna Cann,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122816,47.67651836,-122.34749121,"6520 LINDEN AVE N
SEATTLE, WA 98103
(47.67651836, -122.34749121)"
001-0108426,Rental Property,Registration,2,Bonham Family Company LLC,2020-06-16,2022-07-07,Active Registration,4511 RAVENNA AVE NE,SEATTLE,WA,98105,Mark Pennucci,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108426,47.6615938,-122.30259049,"4511 RAVENNA AVE NE
SEATTLE, WA 98105
(47.6615938, -122.30259049)"
001-0140473,Rental Property,Registration,1,,2020-09-04,2022-09-04,Active Registration,12216 4TH AVE NW,SEATTLE,WA,98177,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140473,47.71834234,-122.36201616,"12216 4TH AVE NW
SEATTLE, WA 98177
(47.71834234, -122.36201616)"
001-0124409,Rental Property,Registration,1,,2016-08-08,2021-08-08,Active Registration,6002 37TH AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124409,47.54821774,-122.37880191,"6002 37TH AVE SW
SEATTLE, WA 98126
(47.54821774, -122.37880191)"
001-0116318,Rental Property,Registration,1,10317,2020-11-23,2023-01-21,Active Registration,10317 20TH AVE NE,SEATTLE,WA,98125,Joylee Wu,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116318,47.70379901,-122.30728248,"10317 20TH AVE NE
SEATTLE, WA 98125
(47.70379901, -122.30728248)"
001-0133647,Rental Property,Registration,2,3828 Saint Clair,2018-04-03,2023-04-03,Active Registration,3828 NE 94TH ST,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133647,47.69687955,-122.28648972,"3828 NE 94TH ST
SEATTLE, WA 98115
(47.69687955, -122.28648972)"
001-0137642,Rental Property,Registration,1,McGehee,2019-10-06,2021-10-06,Active Registration,411 W PROSPECT ST,SEATTLE,WA,98119,Kathy Entrop,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137642,47.62852896,-122.36247078,"411 W PROSPECT ST
SEATTLE, WA 98119
(47.62852896, -122.36247078)"
001-0140997,Rental Property,Registration,1,,2020-11-23,2022-11-23,Active Registration,357 29TH AVE,SEATTLE,WA,98122,David Drake,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140997,47.60590091,-122.29521267,"357 29TH AVE
SEATTLE, WA 98122
(47.60590091, -122.29521267)"
001-0126786,Rental Property,Registration,1,,2016-09-29,2021-09-29,Active Registration,4847 S BATEMAN ST,SEATTLE,WA,98118,Brink Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126786,47.54692127,-122.27079935,"4847 S BATEMAN ST
SEATTLE, WA 98118
(47.54692127, -122.27079935)"
001-0124619,Rental Property,Registration,1,,2016-08-15,2021-08-15,Active Registration,6515 22ND AVE NW,SEATTLE,WA,98117,Betty Drake,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124619,47.67647188,-122.38462545,"6515 22ND AVE NW
SEATTLE, WA 98117
(47.67647188, -122.38462545)"
001-0116236,Rental Property,Registration,1,,2020-11-23,2023-01-15,Active Registration,4016 47th AVE SW,Seattle,WA,98116,Ben & Gillian Allen-White,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116236,47.56789136,-122.39181979,"4016 47th AVE SW
Seattle, WA 98116
(47.56789136, -122.39181979)"
001-0107779,Rental Property,Registration,1,,2020-05-16,2022-06-27,Active Registration,4331 THACKERAY PL NE,SEATTLE,WA,98105,Joy Kemppainen,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107779,47.65986093,-122.32655369,"4331 THACKERAY PL NE
SEATTLE, WA 98105
(47.65986093, -122.32655369)"
001-0123483,Rental Property,Registration,1,,2016-07-07,2021-07-07,Active Registration,6706 PHINNEY AVE N,SEATTLE,WA,98103,Fellner Smith,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123483,47.67811019,-122.35408879,"6706 PHINNEY AVE N
SEATTLE, WA 98103
(47.67811019, -122.35408879)"
001-0100401,Rental Property,Registration,199,,2019-08-09,2021-08-19,Active Registration,6900 EAST GREEN LAKE WAY N,SEATTLE,WA,98115,Jacob Getchious,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0100401,47.67815547,-122.32614655,"6900 EAST GREEN LAKE WAY N
SEATTLE, WA 98115
(47.67815547, -122.32614655)"
001-0100303,Rental Property,Registration,41,Washington Square,2019-07-11,2021-07-30,Active Registration,4504 16TH AVE NE,SEATTLE,WA,98105,ACHUAN CHEN,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0100303,47.66152889,-122.31047117,"4504 16TH AVE NE
SEATTLE, WA 98105
(47.66152889, -122.31047117)"
001-0114904,Rental Property,Registration,3,,2020-11-23,2022-12-21,Active Registration,3611 A COURTLAND PL S,SEATTLE,WA,98144,Huy Dang,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0114904,47.57112381,-122.28750308,"3611 A COURTLAND PL S
SEATTLE, WA 98144
(47.57112381, -122.28750308)"
001-0128545,Rental Property,Registration,1,,2016-12-01,2021-12-01,Active Registration,8104 ROOSEVELT WAY NE,SEATTLE,WA,98115,DAVID &CATHERINE CHESLEDON,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128545,47.68774127,-122.3172511,"8104 ROOSEVELT WAY NE
SEATTLE, WA 98115
(47.68774127, -122.3172511)"
001-0104674,Rental Property,Registration,8,,2020-02-10,2022-03-31,Active Registration,1404 OLYMPIC WAY W,SEATTLE,WA,98119,Moorman Properties LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0104674,47.63141,-122.37003,"1404 OLYMPIC WAY W
SEATTLE, WA 98119
(47.63141, -122.37003)"
001-0119628,Rental Property,Registration,1,Seventeen07,2016-04-03,2021-04-03,Active Registration,1707 BOYLSTON AVE,SEATTLE,WA,98122,Lance Hornback,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0119628,47.6165693,-122.32380516,"1707 BOYLSTON AVE
SEATTLE, WA 98122
(47.6165693, -122.32380516)"
001-0136731,Rental Property,Registration,33,The Roost,2020-03-25,2022-03-25,Active Registration,901 HIAWATHA PL S,SEATTLE,WA,98144,Revel Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136731,47.59423072,-122.30935472,"901 HIAWATHA PL S
SEATTLE, WA 98144
(47.59423072, -122.30935472)"
001-0100458,Rental Property,Registration,60,,2019-09-12,2021-09-12,Active Registration,843 HIAWATHA PL S,SEATTLE,WA,98144,Angela Galliett,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0100458,47.59491141,-122.30972499,"843 HIAWATHA PL S
SEATTLE, WA 98144
(47.59491141, -122.30972499)"
001-0135724,Rental Property,Registration,1,,2019-03-01,2021-03-01,Active Registration,6027 44TH AVE SW,SEATTLE,WA,98136,Dwellings,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0135724,47.54767486,-122.38896062,"6027 44TH AVE SW
SEATTLE, WA 98136
(47.54767486, -122.38896062)"
001-0125227,Rental Property,Registration,2,,2016-08-27,2021-08-27,Active Registration,1210 N 49TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0125227,47.66448641,-122.34315738,"1210 N 49TH ST
SEATTLE, WA 98103
(47.66448641, -122.34315738)"
001-0102310,Rental Property,Registration,11,Boston,2019-09-18,2021-10-01,Active Registration,2323 W Boston ST,SEATTLE,WA,98199,Jack LeComp,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102310,47.63816111,-122.38729122,"2323 W Boston ST
SEATTLE, WA 98199
(47.63816111, -122.38729122)"
001-0136925,Rental Property,Registration,1,,2019-08-07,2021-08-07,Active Registration,2000 ALASKAN WAY,,,,Rajgopal Rayru,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136925,47.61005611,-122.34562639,"2000 ALASKAN WAY
(47.61005611, -122.34562639)"
001-0102415,Rental Property,Registration,23,kenny st apts,2019-08-29,2021-09-30,Active Registration,5913 RAINIER AVE S,SEATTLE,WA,98118,Columbia City Condos,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102415,47.54910453,-122.27746425,"5913 RAINIER AVE S
SEATTLE, WA 98118
(47.54910453, -122.27746425)"
001-0118935,Rental Property,Registration,1,,2016-03-26,2021-03-26,Active Registration,12556 25TH AVE NE,SEATTLE,WA,98125,Dee Splater,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0118935,47.72080333,-122.30152978,"12556 25TH AVE NE
SEATTLE, WA 98125
(47.72080333, -122.30152978)"
001-0121873,Rental Property,Registration,1,,2016-06-17,2021-06-17,Active Registration,5571 KENWOOD PL N,SEATTLE,WA,98103,Koss Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121873,47.67027049,-122.33573273,"5571 KENWOOD PL N
SEATTLE, WA 98103
(47.67027049, -122.33573273)"
001-0106505,Rental Property,Registration,2,,2015-06-08,2020-06-08,Active Registration,1732 NW 61ST ST,SEATTLE,WA,98107,Janette King,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0106505,47.67330171,-122.3803649,"1732 NW 61ST ST
SEATTLE, WA 98107
(47.67330171, -122.3803649)"
001-0129807,Rental Property,Registration,1,,2016-12-31,2021-12-31,Active Registration,7548 44TH AVE NE,SEATTLE,WA,98115,"Brink Property Management, Inc.",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0129807,47.68449368,-122.28073129,"7548 44TH AVE NE
SEATTLE, WA 98115
(47.68449368, -122.28073129)"
001-0128660,Rental Property,Registration,4,,2016-12-05,2021-12-05,Active Registration,7714 M L KING JR WAY S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128660,47.53299075,-122.28030533,"7714 M L KING JR WAY S
SEATTLE, WA 98118
(47.53299075, -122.28030533)"
001-0105065,Rental Property,Registration,6,14th Avenue Northwest LLC,2020-03-06,2022-03-31,Active Registration,6206 14th AVE NW,SEATTLE,WA,98107,Metropolitan Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0105065,47.67412208,-122.37319538,"6206 14th AVE NW
SEATTLE, WA 98107
(47.67412208, -122.37319538)"
001-0121669,Rental Property,Registration,1,Raymond St.,2016-06-10,2021-06-10,Active Registration,2538 S RAYMOND ST,SEATTLE,WA,98108,Treesia Kan,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121669,47.54878864,-122.29815608,"2538 S RAYMOND ST
SEATTLE, WA 98108
(47.54878864, -122.29815608)"
001-0117184,Rental Property,Registration,1,,2016-02-19,2021-02-19,Active Registration,1041 S SULLIVAN ST,SEATTLE,WA,98108,Jesus Silva,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117184,47.52711314,-122.31847099,"1041 S SULLIVAN ST
SEATTLE, WA 98108
(47.52711314, -122.31847099)"
001-0123393,Rental Property,Registration,1,,2016-06-30,2021-06-30,Active Registration,2311 B 42ND AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123393,47.63948031,-122.27870116,"2311 B 42ND AVE E
SEATTLE, WA 98112
(47.63948031, -122.27870116)"
001-0106848,Rental Property,Registration,4,,2020-06-16,2022-06-16,Active Registration,9448 5TH AVE SW,SEATTLE,WA,98106,Viet Huynh,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0106848,47.5176304,-122.341249,"9448 5TH AVE SW
SEATTLE, WA 98106
(47.5176304, -122.341249)"
001-0115647,Rental Property,Registration,1,Ballard Rental Property,2020-11-23,2023-01-05,Active Registration,5611 PALATINE PL N,SEATTLE,WA,98103,A. Stephen & Nancy Monson,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115647,47.66996924,-122.35755225,"5611 PALATINE PL N
SEATTLE, WA 98103
(47.66996924, -122.35755225)"
001-0107500,Rental Property,Registration,1,,2020-05-26,2022-06-24,Active Registration,9424 5TH AVE SW,SEATTLE,WA,98106,Fred Myers,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107500,47.51832917,-122.34123473,"9424 5TH AVE SW
SEATTLE, WA 98106
(47.51832917, -122.34123473)"
001-0116858,Rental Property,Registration,1,,2016-02-11,2021-02-11,Active Registration,2404 E PIKE ST,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116858,47.614325,-122.30119738,"2404 E PIKE ST
SEATTLE, WA 98122
(47.614325, -122.30119738)"
001-0136399,Rental Property,Registration,2,Elektra,2019-06-12,2021-06-12,Active Registration,1400 HUBBELL PL,SEATTLE,WA,98101,Jing Zhou,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136399,47.61221024,-122.32977292,"1400 HUBBELL PL
SEATTLE, WA 98101
(47.61221024, -122.32977292)"
001-0114903,Rental Property,Registration,4,,2020-11-23,2022-12-21,Active Registration,3601 COURTLAND PL S,SEATTLE,WA,98144,Huy Dang,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0114903,47.57146764,-122.28736166,"3601 COURTLAND PL S
SEATTLE, WA 98144
(47.57146764, -122.28736166)"
001-0122418,Rental Property,Registration,3,,2016-06-22,2021-06-22,Active Registration,118 17TH AVE E,SEATTLE,WA,98112,Gerald Littlefield,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122418,47.61910494,-122.30985541,"118 17TH AVE E
SEATTLE, WA 98112
(47.61910494, -122.30985541)"
