TREE_ID,CIVIC_NUMBER,STD_STREET,GENUS_NAME,SPECIES_NAME,CULTIVAR_NAME,COMMON_NAME,ASSIGNED,ROOT_BARRIER,PLANT_AREA,ON_STREET_BLOCK,ON_STREET,NEIGHBOURHOOD_NAME,STREET_SIDE_NAME,HEIGHT_RANGE_ID,DIAMETER,CURB,DATE_PLANTED,Geom
245431,2263,E 41ST AV,ACER,PLATANOIDES,GLOBOSUM,GLOBEHEAD NORWAY MAPLE,N,N,15,2200,E 41ST AV,KENSINGTON-CEDAR COTTAGE,ODD,1,3.0,Y,2013-12-19,"{'type': 'Point', 'coordinates': [-123.060155, 49.232958]}"
245445,1050,BROUGHTON ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,6,1000,BROUGHTON ST,WEST END,EVEN,1,3.0,Y,2013-03-15,"{'type': 'Point', 'coordinates': [-123.134014, 49.285142]}"
245446,840,BROUGHTON ST,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,6,1300,HARO ST,WEST END,ODD,1,3.5,Y,2013-10-25,"{'type': 'Point', 'coordinates': [-123.13067, 49.287069]}"
245453,4261,MARGUERITE ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,12,4200,MARGUERITE ST,SHAUGHNESSY,ODD,1,3.0,Y,2013-11-04,"{'type': 'Point', 'coordinates': [-123.144777, 49.24795]}"
245456,296,E 32ND AV,ACER,PLATANOIDES,GLOBOSUM,GLOBEHEAD NORWAY MAPLE,N,N,8,200,E 32ND AV,RILEY PARK,EVEN,1,3.0,Y,2013-12-19,"{'type': 'Point', 'coordinates': [-123.098977, 49.242189]}"
245457,3830,ONTARIO ST,MALUS,ZUMI,CALOCARPA,REDBUD CRABAPPLE,N,N,10,3800,ONTARIO ST,RILEY PARK,EVEN,1,3.0,Y,2014-01-06,"{'type': 'Point', 'coordinates': [-123.10482, 49.250705]}"
245462,997,E 39TH AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,12,5400,WINDSOR ST,KENSINGTON-CEDAR COTTAGE,ODD,1,3.5,Y,2014-02-28,"{'type': 'Point', 'coordinates': [-123.084852, 49.235094]}"
245468,2422,CAROLINA ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,2400,CAROLINA ST,MOUNT PLEASANT,EVEN,1,4.5,Y,2013-04-18,"{'type': 'Point', 'coordinates': [-123.090964, 49.263083]}"
245477,3646,TANNER ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,9,3600,TANNER ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2015-02-02,"{'type': 'Point', 'coordinates': [-123.025875, 49.241778]}"
245487,6233,BALSAM ST,ACER,RUBRUM,BRANDYWINE,BRANDYWINE RED MAPLE,N,N,10,6200,BALSAM ST,KERRISDALE,ODD,1,3.0,Y,2014-01-23,"{'type': 'Point', 'coordinates': [-123.161598, 49.229747]}"
245496,651,N BOUNDARY ROAD,CHITALPA,TASHKENTENSIS,,CHITALPA,Y,N,40,600,N BOUNDARY ROAD,HASTINGS-SUNRISE,ODD,1,3.0,Y,2013-03-26,"{'type': 'Point', 'coordinates': [-123.023383, 49.291464]}"
245498,631,N BOUNDARY ROAD,AMELANCHIER,CANADENSIS,,SERVICEBERRY,Y,N,40,600,N BOUNDARY ROAD,HASTINGS-SUNRISE,ODD,1,3.0,Y,2013-03-26,
245502,525,N BOUNDARY ROAD,STYRAX,JAPONICA,,JAPANESE SNOWBELL,Y,N,40,500,N BOUNDARY ROAD,HASTINGS-SUNRISE,ODD,1,3.0,Y,,
245511,3420,E HASTINGS ST,CATALPA,HYBRIDA X,,HYBRID CATALPA,Y,N,40,3400,E HASTINGS ST,HASTINGS-SUNRISE,EVEN,1,3.0,Y,2013-04-03,
245513,3400,E HASTINGS ST,PRUNUS,LUSITANICA,,PORTUGUESE LAUREL,Y,N,40,3400,E HASTINGS ST,HASTINGS-SUNRISE,EVEN,1,6.25,Y,2013-04-04,
245518,3400,E HASTINGS ST,CATALPA,HYBRIDA X,,HYBRID CATALPA,Y,N,40,3400,E HASTINGS ST,HASTINGS-SUNRISE,EVEN,1,3.0,Y,2013-04-04,
245520,3400,E HASTINGS ST,PRUNUS,LUSITANICA,,PORTUGUESE LAUREL,Y,N,40,3400,E HASTINGS ST,HASTINGS-SUNRISE,EVEN,1,3.0,Y,2013-04-03,
245522,3420,E HASTINGS ST,MAGNOLIA,XX,GALAXY,MAGNOLIA 'GALAXY',Y,N,40,3400,E HASTINGS ST,HASTINGS-SUNRISE,EVEN,1,3.0,Y,2013-04-03,
245523,3420,E HASTINGS ST,CATALPA,HYBRIDA X,,HYBRID CATALPA,Y,N,40,3400,E HASTINGS ST,HASTINGS-SUNRISE,EVEN,1,3.0,Y,2013-04-03,
245526,1325,W 70TH AV,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,B,8500,MONTCALM ST,MARPOLE,EVEN,1,3.0,Y,2013-10-28,"{'type': 'Point', 'coordinates': [-123.135693, 49.208914]}"
245527,4488,CARNARVON ST,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,N,4400,CARNARVON ST,DUNBAR-SOUTHLANDS,EVEN,1,3.0,Y,2013-04-10,"{'type': 'Point', 'coordinates': [-123.17287, 49.24624]}"
245528,1988,W 42ND AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,11,1900,W 42ND AV,KERRISDALE,EVEN,2,4.0,Y,2013-10-24,"{'type': 'Point', 'coordinates': [-123.151458, 49.233488]}"
245529,5805,BALSAM ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,5800,BALSAM ST,KERRISDALE,ODD,1,3.0,Y,2014-01-23,"{'type': 'Point', 'coordinates': [-123.161459, 49.23386]}"
245535,5702,MCKINNON ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,3,5702,E 41ST AV,KILLARNEY,EVEN,1,3.0,Y,2014-01-10,
245538,3512,E 45TH AV,MAGNOLIA,KOBUS,,KOBUS MAGNOLIA,N,N,4,3500,E 45TH AV,KILLARNEY,EVEN,1,3.0,Y,2014-02-24,"{'type': 'Point', 'coordinates': [-123.028497, 49.229192]}"
245539,4132,LILLOOET ST,CRATAEGUS,LAVALLEI  X,,LAVALLEI HYBRID HAWTHORN,Y,N,6,4100,LILLOOET ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,N,2013-10-17,"{'type': 'Point', 'coordinates': [-123.039008, 49.247597]}"
245542,3276,MARMION AV,ACER,CAMPESTRE,QUEEN ELIZABETH,QUEEN ELIZABETH MAPLE,N,Y,5,3200,MARMION AV,KILLARNEY,EVEN,1,3.0,N,2013-10-30,"{'type': 'Point', 'coordinates': [-123.035075, 49.231514]}"
245563,6112,CHURCHILL ST,ULMUS,AMERICANA,BRANDON,BRANDON ELM,N,N,10,6100,CHURCHILL ST,KERRISDALE,EVEN,1,3.0,Y,2013-11-28,"{'type': 'Point', 'coordinates': [-123.141493, 49.230431]}"
245565,2323,BOUNDARY ROAD,LIRIODENDRON,CHINENSE,,CHINESE TULIPTREE,N,N,24,2300,BOUNDARY ROAD,RENFREW-COLLINGWOOD,MED,1,3.0,Y,2013-04-05,
245567,2375,BOUNDARY ROAD,LIRIODENDRON,CHINENSE,,CHINESE TULIPTREE,N,N,40,2300,BOUNDARY ROAD,RENFREW-COLLINGWOOD,MED,1,3.0,Y,2013-04-05,
245571,3645,GRANDVIEW HIGHWAY,ACER,RUBRUM,OCTOBER GLORY,OCTOBER GLORY RED MAPLE,N,N,4,3600,GRANDVIEW HIGHWAY,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2013-04-05,"{'type': 'Point', 'coordinates': [-123.025216, 49.258278]}"
245572,2065,STAINSBURY AV,AMELANCHIER,GRANDIFLORA X,AUTUMN BRILLIANCE,APPLE SERVICEBERRY,Y,N,5,2000,STAINSBURY AV,KENSINGTON-CEDAR COTTAGE,ODD,1,3.0,Y,2013-04-04,"{'type': 'Point', 'coordinates': [-123.063528, 49.25104]}"
245573,3667,W 16TH AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,8,3600,W 16TH AV,KITSILANO,ODD,1,3.0,Y,2013-05-31,"{'type': 'Point', 'coordinates': [-123.18506, 49.25807]}"
245574,655,E 59TH AV,ACER,RUBRUM,OCTOBER GLORY,OCTOBER GLORY RED MAPLE,N,N,N,600,E 59TH AV,SUNSET,ODD,1,3.0,Y,2013-04-08,"{'type': 'Point', 'coordinates': [-123.091917, 49.216606]}"
245575,2089,E 61ST AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,10,2000,E 61ST AV,VICTORIA-FRASERVIEW,ODD,1,3.0,Y,2013-11-01,"{'type': 'Point', 'coordinates': [-123.064418, 49.214561]}"
245576,6426,FLEMING ST,SORBUS,ARIA,LUTESCENS,GOLDEN WHITEBEAM,N,N,10,6400,FLEMING ST,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2014-04-14,"{'type': 'Point', 'coordinates': [-123.073032, 49.226161]}"
245592,2194,CAMBRIDGE ST,FAGUS,SYLVATICA,DAWYCKII GOLD,GOLDEN DAWYCK BEECH,N,N,,100,N TEMPLETON DRIVE,GRANDVIEW-WOODLAND,EVEN,1,4.0,Y,2014-02-19,"{'type': 'Point', 'coordinates': [-123.059797, 49.286369]}"
245598,7,E 6TH AV,ACER,FREEMANI   X,ARMSTRONG,ARMSTRONG RED MAPLE,N,N,5,2100,ONTARIO ST,MOUNT PLEASANT,EVEN,5,23.0,Y,,"{'type': 'Point', 'coordinates': [-123.10469, 49.265908]}"
245602,5038,CLARENDON ST,QUERCUS,X WAREI,KINDRED SPIRIT,KINDRED SPIRIT OAK,N,N,2,5000,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2016-03-08,
245604,5053,CLARENDON ST,QUERCUS,X WAREI,KINDRED SPIRIT,KINDRED SPIRIT OAK,N,N,2,5000,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2016-03-07,
245605,5058,CLARENDON ST,QUERCUS,ROBUR X ALBA,CRIMSON SPIRE,CRIMSON SPIRE OAK,N,N,2,5000,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2016-03-08,
245608,5075,CLARENDON ST,QUERCUS,X WAREI,KINDRED SPIRIT,KINDRED SPIRIT OAK,N,N,2,5000,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2016-03-07,
245609,5080,CLARENDON ST,QUERCUS,ROBUR X ALBA,CRIMSON SPIRE,CRIMSON SPIRE OAK,N,N,2,5000,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2016-03-08,
245612,5093,CLARENDON ST,QUERCUS,X WAREI,KINDRED SPIRIT,KINDRED SPIRIT OAK,N,N,2,5000,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2016-03-07,
245614,5111,CLARENDON ST,QUERCUS,ROBUR X ALBA,CRIMSON SPIRE,CRIMSON SPIRE OAK,N,N,2,5100,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2016-03-07,
245618,5131,CLARENDON ST,QUERCUS,ROBUR X ALBA,CRIMSON SPIRE,CRIMSON SPIRE OAK,N,N,2,5100,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2016-03-04,
245620,5151,CLARENDON ST,QUERCUS,X WAREI,KINDRED SPIRIT,KINDRED SPIRIT OAK,N,N,2,5100,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2016-03-04,
245628,5221,CLARENDON ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,2,5200,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2019-03-15,
245632,5249,CLARENDON ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,2,5200,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,,
245633,5261,CLARENDON ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,2,5200,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,,
245636,5274,CLARENDON ST,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,2,5200,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-22,
245639,5306,CLARENDON ST,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,2,5300,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-22,
245641,5320,CLARENDON ST,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,2,5300,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-22,
245642,5323,CLARENDON ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,2,5300,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,,
245645,5348,CLARENDON ST,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,2,5300,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-19,
245646,5349,CLARENDON ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,2,5300,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,,
245649,5375,CLARENDON ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,2,5300,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,,
245651,5392,CLARENDON ST,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,2,5300,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-19,
245659,5454,CLARENDON ST,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,2,5400,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-19,
245667,5534,CLARENDON ST,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,2,5500,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-19,
245668,5550,CLARENDON ST,ACER,PLATANOIDES,EMERALD LUSTRE,EMERALD LUSTRE NORWAY MAPLE,N,N,3,5500,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,,
245679,201,CLARK DRIVE,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,Y,N,,200,CLARK DRIVE,STRATHCONA,ODD,1,3.0,Y,2013-11-20,"{'type': 'Point', 'coordinates': [-123.077293, 49.282467]}"
245682,201,CLARK DRIVE,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,Y,N,,200,CLARK DRIVE,STRATHCONA,ODD,1,3.0,Y,2013-11-20,"{'type': 'Point', 'coordinates': [-123.077285, 49.282697]}"
245692,151,ATHLETES WAY,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,3,100,ATHLETES WAY,MOUNT PLEASANT,GREENWAY,3,11.5,Y,,"{'type': 'Point', 'coordinates': [-123.108291, 49.272158]}"
245693,151,ATHLETES WAY,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,3,100,ATHLETES WAY,MOUNT PLEASANT,GREENWAY,3,11.0,Y,,"{'type': 'Point', 'coordinates': [-123.108291, 49.272213]}"
245723,745,CLARK DRIVE,POPULUS,TREMULA,ERECTA,COLUMNAR SWEDISH ASPEN,N,N,B,700,CLARK DRIVE,STRATHCONA,ODD,1,3.0,Y,2017-05-24,
245748,411,DUNSMUIR ST,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,N,N,C,500,HOMER ST,DOWNTOWN,ODD,1,3.0,Y,2016-03-09,
245751,1015,CLARK DRIVE,FAGUS,SYLVATICA,DAWYCKII GOLD,GOLDEN DAWYCK BEECH,N,N,B,1000,CLARK DRIVE,STRATHCONA,ODD,1,3.0,Y,2013-12-16,"{'type': 'Point', 'coordinates': [-123.077403, 49.275714]}"
245772,3258,MARMION AV,ACER,CAMPESTRE,QUEEN ELIZABETH,QUEEN ELIZABETH MAPLE,N,Y,5,3200,MARMION AV,KILLARNEY,EVEN,1,3.0,N,2013-10-29,"{'type': 'Point', 'coordinates': [-123.035629, 49.231517]}"
245808,2457,E 34TH AV,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,8,4900,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.5,Y,2013-12-09,"{'type': 'Point', 'coordinates': [-123.055384, 49.239233]}"
245815,2076,E 3RD AV,STYRAX,JAPONICA,,JAPANESE SNOWBELL,N,Y,4,1900,LAKEWOOD DRIVE,GRANDVIEW-WOODLAND,ODD,1,3.0,N,2014-04-02,"{'type': 'Point', 'coordinates': [-123.062005, 49.267582]}"
245816,4172,VICTORIA DRIVE,CARPINUS,BETULUS,FRANZ FONTAINE,FRANZ FONTAINE HORNBEAM,N,N,B,4100,VICTORIA DRIVE,KENSINGTON-CEDAR COTTAGE,EVEN,1,4.0,Y,2013-11-08,"{'type': 'Point', 'coordinates': [-123.064939, 49.247775]}"
245817,151,ATHLETES WAY,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,C,100,ATHLETES WAY,MOUNT PLEASANT,GREENWAY,3,9.0,Y,,"{'type': 'Point', 'coordinates': [-123.108403, 49.272162]}"
245818,151,ATHLETES WAY,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,3,100,ATHLETES WAY,MOUNT PLEASANT,GREENWAY,3,9.0,Y,,"{'type': 'Point', 'coordinates': [-123.108406, 49.272216]}"
245825,1977,LAKEWOOD DRIVE,STYRAX,JAPONICA,,JAPANESE SNOWBELL,N,N,4,1900,LAKEWOOD DRIVE,GRANDVIEW-WOODLAND,ODD,1,3.0,N,2014-04-02,"{'type': 'Point', 'coordinates': [-123.062013, 49.26709]}"
245841,4257,VICTORIA DRIVE,CARPINUS,BETULUS,FRANZ FONTAINE,FRANZ FONTAINE HORNBEAM,N,N,3,4200,VICTORIA DRIVE,KENSINGTON-CEDAR COTTAGE,ODD,1,4.0,Y,2013-11-18,"{'type': 'Point', 'coordinates': [-123.065204, 49.246917]}"
245845,151,ATHLETES WAY,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,3,100,ATHLETES WAY,MOUNT PLEASANT,GREENWAY,3,17.0,Y,,"{'type': 'Point', 'coordinates': [-123.108511, 49.272217]}"
245847,2911,W 20TH AV,FRAXINUS,AMERICANA,AUTUMN APPLAUSE,AUTUMN APPLAUSE ASH,N,N,8,2900,W 20TH AV,ARBUTUS-RIDGE,ODD,1,3.0,Y,2014-01-13,"{'type': 'Point', 'coordinates': [-123.17061, 49.25467]}"
245856,2200,DUNDAS ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,B,0,TEMPLETON DRIVE,GRANDVIEW-WOODLAND,EVEN,1,3.0,N,2014-02-27,"{'type': 'Point', 'coordinates': [-123.059574, 49.284598]}"
245857,2200,DUNDAS ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,Y,B,0,TEMPLETON DRIVE,GRANDVIEW-WOODLAND,EVEN,1,3.0,N,2014-02-27,"{'type': 'Point', 'coordinates': [-123.059576, 49.28445]}"
245869,3332,VICTORIA DRIVE,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,Y,N,6,3300,VICTORIA DRIVE,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.0,Y,2013-12-12,"{'type': 'Point', 'coordinates': [-123.065997, 49.255086]}"
245870,3348,VICTORIA DRIVE,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,Y,N,6,3300,VICTORIA DRIVE,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.0,Y,2013-12-13,"{'type': 'Point', 'coordinates': [-123.066, 49.254983]}"
245871,3382,VICTORIA DRIVE,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,Y,N,6,3300,VICTORIA DRIVE,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.0,Y,2013-12-13,"{'type': 'Point', 'coordinates': [-123.066005, 49.254808]}"
245874,151,ATHLETES WAY,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,3,100,ATHLETES WAY,MOUNT PLEASANT,GREENWAY,3,12.0,Y,,"{'type': 'Point', 'coordinates': [-123.108612, 49.272219]}"
245880,151,ATHLETES WAY,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,3,100,ATHLETES WAY,MOUNT PLEASANT,GREENWAY,3,8.0,Y,,"{'type': 'Point', 'coordinates': [-123.108721, 49.27222]}"
245881,2496,E 39TH AV,ACER,FREEMANI   X,ARMSTRONG,ARMSTRONG RED MAPLE,N,N,2,5500,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2018-02-15,
245883,2498,E 40TH AV,ACER,PLATANOIDES,CONZAM,CONQUEST MAPLE,N,N,2,5600,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2018-02-15,
245885,2511,E 40TH AV,ACER,PLATANOIDES,EMERALD LUSTRE,EMERALD LUSTRE NORWAY MAPLE,N,Y,B,5500,CLARENDON ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,,
245911,6839,CHURCHILL ST,MAGNOLIA,KOBUS,,KOBUS MAGNOLIA,N,N,N,6800,CHURCHILL ST,KERRISDALE,ODD,1,3.0,Y,2014-01-21,"{'type': 'Point', 'coordinates': [-123.14189, 49.223494]}"
245912,6875,CHURCHILL ST,MAGNOLIA,XX,GALAXY,MAGNOLIA 'GALAXY',N,N,N,6800,CHURCHILL ST,KERRISDALE,ODD,1,3.0,Y,2014-01-21,"{'type': 'Point', 'coordinates': [-123.141903, 49.223219]}"
245918,45,W 19TH AV,MAGNOLIA,XX,GALAXY,MAGNOLIA 'GALAXY',N,N,B,0,W 19TH AV,RILEY PARK,ODD,1,3.0,Y,2014-11-24,"{'type': 'Point', 'coordinates': [-123.105869, 49.253847]}"
245920,92,W 19TH AV,MAGNOLIA,XX,GALAXY,MAGNOLIA 'GALAXY',N,N,B,0,W 19TH AV,RILEY PARK,EVEN,1,3.0,Y,2014-11-25,"{'type': 'Point', 'coordinates': [-123.106965, 49.253744]}"
245922,62,W 19TH AV,MAGNOLIA,XX,GALAXY,MAGNOLIA 'GALAXY',N,N,B,0,W 19TH AV,RILEY PARK,EVEN,1,3.0,Y,2014-11-25,"{'type': 'Point', 'coordinates': [-123.106191, 49.253728]}"
245932,2322,E 33RD AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-09,
245933,2319,E 33RD AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2017-12-22,
245934,2322,E 33RD AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-19,
245938,2393,E 33RD AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,Y,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2018-01-11,
245941,2346,E 33RD AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2017-12-19,
245945,2362,E 33RD AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-03,
245951,2374,E 33RD AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2017-12-19,
245953,2380,E 33RD AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,2,2300,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2018-01-10,
245959,2420,E 33RD AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,2,2400,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,2,3.0,Y,2018-01-16,
245963,2418,GARDEN DRIVE,PARROTIA,PERSICA,,PERSIAN IRONWOOD,N,N,3,2400,GARDEN DRIVE,GRANDVIEW-WOODLAND,EVEN,1,3.0,N,2014-12-12,"{'type': 'Point', 'coordinates': [-123.058061, 49.262944]}"
245964,2420,GARDEN DRIVE,PARROTIA,PERSICA,,PERSIAN IRONWOOD,N,N,3,2400,GARDEN DRIVE,GRANDVIEW-WOODLAND,EVEN,1,3.0,N,2014-12-12,"{'type': 'Point', 'coordinates': [-123.058062, 49.262856]}"
245965,6919,CHURCHILL ST,MAGNOLIA,XX,GALAXY,MAGNOLIA 'GALAXY',N,N,N,6900,CHURCHILL ST,KERRISDALE,ODD,1,3.0,Y,2014-01-22,"{'type': 'Point', 'coordinates': [-123.14192, 49.222792]}"
245966,2466,E 33RD AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,2,2400,E 33RD AV,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2017-12-15,
245972,3028,W 16TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,8,3000,W 16TH AV,ARBUTUS-RIDGE,EVEN,1,5.5,Y,2013-10-21,"{'type': 'Point', 'coordinates': [-123.17304, 49.25759]}"
245982,2605,E 34TH AV,PARROTIA,PERSICA,,PERSIAN IRONWOOD,Y,Y,,2600,E 34TH AV,RENFREW-COLLINGWOOD,ODD,1,3.0,N,2014-02-21,"{'type': 'Point', 'coordinates': [-123.052622, 49.238939]}"
245990,555,JERVIS ST,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,5,1300,W HASTINGS ST,DOWNTOWN,EVEN,2,5.0,Y,,"{'type': 'Point', 'coordinates': [-123.125299, 49.289472]}"
245991,7,E 6TH AV,ACER,FREEMANI   X,ARMSTRONG,ARMSTRONG RED MAPLE,N,N,5,2100,ONTARIO ST,MOUNT PLEASANT,EVEN,5,21.0,Y,,"{'type': 'Point', 'coordinates': [-123.104697, 49.265703]}"
246002,3315,VICTORIA DRIVE,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,7,3300,VICTORIA DRIVE,KENSINGTON-CEDAR COTTAGE,ODD,1,3.0,Y,2013-12-31,"{'type': 'Point', 'coordinates': [-123.066177, 49.255206]}"
246021,7438,GRANVILLE ST,THUJA,PLICATA,,WESTERN RED CEDAR,Y,N,B,7400,GRANVILLE ST,MARPOLE,EVEN,4,18.0,Y,,
246037,4225,QUESNEL DRIVE,ACER,GRISEUM,,PAPERBARK MAPLE,N,N,3,4200,QUESNEL DRIVE,DUNBAR-SOUTHLANDS,ODD,1,3.0,Y,2019-03-22,
246040,6713,KILLARNEY ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,2800,E 51ST AV,KILLARNEY,EVEN,1,3.0,Y,2018-01-24,
