LANDMARK_NAME,ADDRESS,STOP_ID,LATITUDE,LONGITUDE,LOCATION
Centre for Spiritual Awareness (Edm Church of Religious Science),7621 101 Avenue NW,2021,53.541259290038546,-113.4463224492454,"(53.541259290038546, -113.4463224492454)"
Chinese Catholic Parish,10140 119 Street NW,1392,53.54084732649189,-113.52613129633833,"(53.54084732649189, -113.52613129633833)"
Conway Farrell Park,11704 114 Avenue NW,1994,53.56596921090416,-113.52088440304627,"(53.56596921090416, -113.52088440304627)"
Towne House Senior Citizen's Apts,10625 99 Avenue NW,1301,53.53615778927546,-113.50425147108626,"(53.53615778927546, -113.50425147108626)"
Cameron Library,114 Street 89 Avenue NW,2636,53.524749220562285,-113.52282750866202,"(53.524749220562285, -113.52282750866202)"
Castle Downs Park,11520 153 Avenue NW,6000,53.61653320876228,-113.5164583545983,"(53.61653320876228, -113.5164583545983)"
Canadian College of Emergency Medical Services,10537 44 Street NW,2562,53.548874195119545,-113.41135326572248,"(53.548874195119545, -113.41135326572248)"
Fresh Start (Mill Woods),2849 Mill Woods Road W NW,3003,53.458581570235154,-113.44510999196666,"(53.458581570235154, -113.44510999196666)"
Westmount Jr High School,11124 130 Street NW,1658,53.55881510381323,-113.54589735750027,"(53.55881510381323, -113.54589735750027)"
Heritage Park Tower East,2908 109 Street NW,4267,53.45997878626454,-113.50980696334462,"(53.45997878626454, -113.50980696334462)"
Kirkness Park,630 Kirkness Road NW,7279,53.61188174297066,-113.3841235212721,"(53.61188174297066, -113.3841235212721)"
Sylvan Learning Centre (West),6715 177 Street NW,5699,53.50234422665514,-113.6312508311865,"(53.50234422665514, -113.6312508311865)"
Neil Dunnigan's School of Karate,11715 108 Avenue NW,1671,53.55135830853429,-113.52095891809846,"(53.55135830853429, -113.52095891809846)"
Italian Cultural Society,14230 133 Avenue NW,6488,53.59438946808202,-113.56995547027269,"(53.59438946808202, -113.56995547027269)"
Grant MacEwan College Child Care,10700 104 Avenue NW,1557,53.54793846328678,-113.50861010431575,"(53.54793846328678, -113.50861010431575)"
West End Gallery,12308 Jasper Avenue NW,1098,53.541368652536605,-113.53301972096513,"(53.541368652536605, -113.53301972096513)"
Caesar's (WEM) Bingo Association,8882 170 Street NW,5001,53.52022532929707,-113.62227476738077,"(53.52022532929707, -113.62227476738077)"
National Kickboxing (Edmonton) Corp,14839 118 Avenue NW,5286,53.57048049176417,-113.57570819583609,"(53.57048049176417, -113.57570819583609)"
Millhurst Community League,5811 19A Avenue NW,3131,53.45068969698773,-113.42753970775928,"(53.45068969698773, -113.42753970775928)"
South Manor Designated Assisted Living,6675 92 Avenue NW,2469,53.52706826754544,-113.43246726211032,"(53.52706826754544, -113.43246726211032)"
Royal Bank Building,10117 Jasper Avenue NW,1935,53.541084519115195,-113.49197441659835,"(53.541084519115195, -113.49197441659835)"
Crestwood Elementary Junior High School,9735 144 Street NW,5557,53.53419437862029,-113.5654825389537,"(53.53419437862029, -113.5654825389537)"
St Boniface (German),9510 101 Avenue NW,1222,53.54494004252762,-113.47955676532335,"(53.54494004252762, -113.47955676532335)"
Millwoods Family Clinic,2551 Hewes Way NW,3668,53.457062602648946,-113.4204378765982,"(53.457062602648946, -113.4204378765982)"
Alexander Thiele Park,4611 109 Avenue NW,2067,53.55763160478831,-113.41420478518728,"(53.55763160478831, -113.41420478518728)"
Belmead Gardens,182 Street 89 Avenue NW,5998,53.52358899163885,-113.63773149585768,"(53.52358899163885, -113.63773149585768)"
Sprucewood Library,11555 95 Street NW,1056,53.56616148137138,-113.48707006446152,"(53.56616148137138, -113.48707006446152)"
M. E. LaZerte High School,6804 144 Avenue NW,7133,53.60687731340708,-113.44295639831203,"(53.60687731340708, -113.44295639831203)"
CityTV,10212 Jasper Avenue NW,1820,53.542955572964516,-113.49668916451735,"(53.542955572964516, -113.49668916451735)"
Parkview Elementary Junior High School,14313 92 Avenue NW,5198,53.52746405725094,-113.56553634569191,"(53.52746405725094, -113.56553634569191)"
Cedar Mills,17117 109 Street NW,6059,53.632643585184724,-113.5117084059702,"(53.632643585184724, -113.5117084059702)"
U of A,114 Street 89 Avenue NW,2002,53.52474271038487,-113.52119894448869,"(53.52474271038487, -113.52119894448869)"
Bible Presbyterian Church,12229 38 Street NW,1230,53.57505325335718,-113.39925859188786,"(53.57505325335718, -113.39925859188786)"
Lauderdale Community League,12937 107 Street NW,6181,53.587488474008055,-113.50491954224633,"(53.587488474008055, -113.50491954224633)"
Edmonton International Street Performers Festival,Sir Winston Churchill Square NW,1292,53.543730639286,-113.49085648787513,"(53.543730639286, -113.49085648787513)"
End Time Message Tabernacle,9200 156 Street NW,5299,53.531590634200256,-113.59160169963613,"(53.531590634200256, -113.59160169963613)"
Centre for Spiritual Awareness (Edm Church of Religious Science),7621 101 Avenue NW,2233,53.5411486690449,-113.44572045835511,"(53.5411486690449, -113.44572045835511)"
Islamic Center Downtown (Al Jamiat Uth-Tableeq-Al-Islamia),11517 105 Avenue NW,1644,53.551479226160595,-113.52198363711,"(53.551479226160595, -113.52198363711)"
Trinity Lutheran Church,10014 81 Avenue NW,2659,53.51815782263538,-113.48698661418565,"(53.51815782263538, -113.48698661418565)"
McCauley Seniors Drop-In,9526 106 Avenue NW,1473,53.55101673832485,-113.48212284449856,"(53.55101673832485, -113.48212284449856)"
Hospitals & Community Day Care,11402 University Avenue NW,2764,53.517769497074084,-113.52569527175667,"(53.517769497074084, -113.52569527175667)"
Ottewell Daycare & After School Care,5825 93A Avenue NW,2448,53.529731063387615,-113.42368421078739,"(53.529731063387615, -113.42368421078739)"
Lago Lindo Park,17123 95 Street NW,7024,53.6333741159923,-113.48867419057176,"(53.6333741159923, -113.48867419057176)"
Fire Station #13 (4035 119 Street),4035 119 Street NW,4474,53.47623844906233,-113.53781710212279,"(53.47623844906233, -113.53781710212279)"
Centre High School,10310 102 Avenue NW,1679,53.546116270390996,-113.50040847737941,"(53.546116270390996, -113.50040847737941)"
Centennial Plaza,3 Sir Winston Churchill Square NW,1292,53.543730639286,-113.49085648787513,"(53.543730639286, -113.49085648787513)"
Mill Creek Ravine Park,96 Street 76 Avenue NW,2344,53.5120024749419,-113.47664380051329,"(53.5120024749419, -113.47664380051329)"
Michaels Park,980 Millbourne Road East NW,3486,53.47905377418437,-113.4454906645573,"(53.47905377418437, -113.4454906645573)"
Lorelei House,16304 100 Street NW,6045,53.62597099137665,-113.49745541636922,"(53.62597099137665, -113.49745541636922)"
Windsor Park Plaza/Lofts,8210 111 Street NW,2781,53.52018518552577,-113.52079798184042,"(53.52018518552577, -113.52079798184042)"
Telus World of Science,11211 142 Street NW,5575,53.55876781439354,-113.56459691650534,"(53.55876781439354, -113.56459691650534)"
Hilton Garden Inn West Edmonton,17610 Stony Plain Road NW,8752,53.5428416239238,-113.62754980652183,"(53.5428416239238, -113.62754980652183)"
Cambridge West Apartments,8808 165 Street NW,5630,53.52275505604462,-113.60699209781025,"(53.52275505604462, -113.60699209781025)"
Baptist General Conference Of Canada,15824 131 Avenue NW,6727,53.59097812056007,-113.59670821764207,"(53.59097812056007, -113.59670821764207)"
Alberta Council of Women's Shelters,10310 Jasper Avenue NW,1777,53.541780875160576,-113.49727636828283,"(53.541780875160576, -113.49727636828283)"
Spa Lady Northgate,135 Avenue 97 Street NW,7579,53.59719207279499,-113.49176981251857,"(53.59719207279499, -113.49176981251857)"
Rainbow Society of Alberta,6604 82 Avenue NW,2040,53.52122805212811,-113.43262071494176,"(53.52122805212811, -113.43262071494176)"
Dinosaur Adventure,8882 170 Street NW,5012,53.52063025944619,-113.62245210703546,"(53.52063025944619, -113.62245210703546)"
Jellinek House,11229 100 Avenue NW,1840,53.541034791693924,-113.51461876344875,"(53.541034791693924, -113.51461876344875)"
Westridge Estates B,7607 172 Street NW,5638,53.50739318761877,-113.61940425876766,"(53.50739318761877, -113.61940425876766)"
Mt Pleasant Day Care Centre,5329 106 Street NW,2888,53.48787667703863,-113.50448315430025,"(53.48787667703863, -113.50448315430025)"
Millgate Transit Centre,86 Street 51 Avenue NW,2106,53.485479317568185,-113.45143330843685,"(53.485479317568185, -113.45143330843685)"
Algonquin Motor Lodge,10401 Mayfield Road NW,5516,53.55152038621493,-113.60735938374766,"(53.55152038621493, -113.60735938374766)"
Holy Trinity Catholic High School,7007 28 Avenue NW,3012,53.45854027534642,-113.4458934715138,"(53.45854027534642, -113.4458934715138)"
Bell Tower,10104 103 Avenue NW,1364,53.54523148344979,-113.49089882603866,"(53.54523148344979, -113.49089882603866)"
Police Services Mill Woods Community Station,6147 28 Avenue NW,3203,53.456047814794694,-113.4261578027838,"(53.456047814794694, -113.4261578027838)"
Super 8 Motel Edmonton West,16818 118 Avenue NW,8308,53.570359599498396,-113.61711816088692,"(53.570359599498396, -113.61711816088692)"
Allin Park,15901 96 Avenue NW,5585,53.531620527664565,-113.59777010364085,"(53.531620527664565, -113.59777010364085)"
Fringe Theatre Adventures,10330 84 Avenue NW,2860,53.51802153423974,-113.4972108790245,"(53.51802153423974, -113.4972108790245)"
Montessori Learning Through Play Daycare,8620 91 Street NW,2089,53.52241220830428,-113.46734736305339,"(53.52241220830428, -113.46734736305339)"
Grovenor Park,14325 104 Avenue NW,5146,53.54597550484944,-113.56561837441527,"(53.54597550484944, -113.56561837441527)"
Our Lady Of Fatima,12311 55 Street NW,1087,53.57840201255599,-113.42423040000948,"(53.57840201255599, -113.42423040000948)"
St Paul Catholic Elem School,14410 96 Avenue NW,5043,53.5322443794896,-113.56547233565394,"(53.5322443794896, -113.56547233565394)"
McKernan Elementary Junior High School,11330 76 Avenue NW,2503,53.51180374662125,-113.52594279118702,"(53.51180374662125, -113.52594279118702)"
West Edmonton Mall Inn,17504 90 Avenue NW,5007,53.52045016353139,-113.62233308107629,"(53.52045016353139, -113.62233308107629)"
Serenity Funeral Service,5311 91 Street NW,2347,53.4880422233931,-113.46976690848943,"(53.4880422233931, -113.46976690848943)"
AMA - Edmonton West Centre,9938 170 Street NW,5795,53.53573561551864,-113.61958757520112,"(53.53573561551864, -113.61958757520112)"
Dickinsfield Mall,92 Street 144 Avenue NW,7163,53.60661571237009,-113.48485756090955,"(53.60661571237009, -113.48485756090955)"
The Bounce 91.7,10212 Jasper Avenue NW,1142,53.539762523376766,-113.49384573936506,"(53.539762523376766, -113.49384573936506)"
Argyll Plaza Arena,9933 63 Avenue NW,2769,53.499776248205066,-113.4858069231479,"(53.499776248205066, -113.4858069231479)"
Cameron Library,114 Street 89 Avenue NW,2969,53.525021385466076,-113.52122596199837,"(53.525021385466076, -113.52122596199837)"
Alberta Career Computer Center Inc,10301 109 Street NW,1891,53.54097543548669,-113.50452707442601,"(53.54097543548669, -113.50452707442601)"
Rosslyn Junior High School,13215 113A Street NW,6398,53.59485738670682,-113.51601105561454,"(53.59485738670682, -113.51601105561454)"
Simply Cremations Ltd,9331 35 Avenue NW,3530,53.46562500085511,-113.47454895499642,"(53.46562500085511, -113.47454895499642)"
Holy Eucharist Parish,6425 120 Avenue NW,1558,53.5750671689576,-113.44106461738048,"(53.5750671689576, -113.44106461738048)"
Telus Field,10233 96 Avenue NW,1648,53.5341552702748,-113.49597902755535,"(53.5341552702748, -113.49597902755535)"
Ticketmaster Westmount Mall,Groat Road 111 Avenue NW,5205,53.56082860846957,-113.55564082842128,"(53.56082860846957, -113.55564082842128)"
Pleasantview Shopping Centre,11044 51 Avenue NW,2208,53.48477916168835,-113.51610485691603,"(53.48477916168835, -113.51610485691603)"
Christian Reformed Churches (92A Ave),6811 92A Avenue NW,2288,53.52813983056446,-113.43293553671774,"(53.52813983056446, -113.43293553671774)"
Dick Mather Gazebo,10425 99 Avenue NW,1304,53.53601489514369,-113.50446431611832,"(53.53601489514369, -113.50446431611832)"
University of Alberta Farms,113 Street 65 Avenue NW,2712,53.50310749008713,-113.52878297289328,"(53.50310749008713, -113.52878297289328)"
Rexall Edmonton Indy,Municipal Airport NW,1951,53.56028059069954,-113.50748606789386,"(53.56028059069954, -113.50748606789386)"
Jewish Family Services,10339 124 Street NW,1640,53.54654636190605,-113.53578413309737,"(53.54654636190605, -113.53578413309737)"
Tix on the Square,3 Sir Winston Churchill Square NW,1321,53.543172314357264,-113.49057654329606,"(53.543172314357264, -113.49057654329606)"
Imperial Tower,6425 101 Avenue NW,2093,53.54110612111776,-113.42903606460503,"(53.54110612111776, -113.42903606460503)"
Ralph Hopp Park,6802 130 Avenue NW,7362,53.587587214292526,-113.4474236652443,"(53.587587214292526, -113.4474236652443)"
Whitehall Place,10135 120 Street NW,1646,53.54104103265468,-113.52967428750586,"(53.54104103265468, -113.52967428750586)"
Cypress Grove,10495 24 Avenue NW,4976,53.4556132948492,-113.50154661146118,"(53.4556132948492, -113.50154661146118)"
Strathearn Community League,8777 96 Avenue NW,2908,53.532108323569624,-113.45739181976148,"(53.532108323569624, -113.45739181976148)"
Alberta Government House,12845 102 Avenue NW,5447,53.54299254741821,-113.54164638525823,"(53.54299254741821, -113.54164638525823)"
Hong Park Tae Kwon Do College,3042 106 Street NW,4564,53.460853903012506,-113.50195201080564,"(53.460853903012506, -113.50195201080564)"
Hainstocks Funeral Home & Crematorium,9810 34 Avenue NW,3091,53.46674365424346,-113.47965535022537,"(53.46674365424346, -113.47965535022537)"
Alberta Fitness Leadership Certification Association,11759 Groat Road NW,1716,53.570207230326496,-113.54772272266116,"(53.570207230326496, -113.54772272266116)"
Woodside Green,1820 56 Street NW,3136,53.44752824401578,-113.42415020300487,"(53.44752824401578, -113.42415020300487)"
Hardcore Health and Fitness,6009 86 Street NW,2385,53.49324246169935,-113.45517568293488,"(53.49324246169935, -113.45517568293488)"
St Joseph Catholic High School,10830 109 Street NW,1963,53.553249057716314,-113.50857876033723,"(53.553249057716314, -113.50857876033723)"
Heritage Daycare Centre,3002 106 Street NW,4584,53.46306639084788,-113.50240797645526,"(53.46306639084788, -113.50240797645526)"
Kensington Park,12130 134B Avenue NW,6264,53.59507813897692,-113.53082654679287,"(53.59507813897692, -113.53082654679287)"
Telus Toll Building,10019 102 Avenue NW,1128,53.54389498714358,-113.49358522677699,"(53.54389498714358, -113.49358522677699)"
Riverbend Estates,5045 Whitemud Road NW,4021,53.4904598882103,-113.57563333326607,"(53.4904598882103, -113.57563333326607)"
Fire Station #2 (10217 107 Street),10217 107 Street NW,1926,53.540921834489644,-113.50460312898325,"(53.540921834489644, -113.50460312898325)"
Worker's Compensation Board,9912 107 Street NW,1941,53.538478694108214,-113.50485792304949,"(53.538478694108214, -113.50485792304949)"
Atco Gas,10035 105 Street NW,1271,53.540847953731294,-113.49980673529251,"(53.540847953731294, -113.49980673529251)"
Landus Agencies Ltd,7764 83 Avenue NW,2363,53.51984047872423,-113.44911982638966,"(53.51984047872423, -113.44911982638966)"
Northgate Transit Centre,97 Street 137 Avenue NW,7013,53.59979169171229,-113.49028836515372,"(53.59979169171229, -113.49028836515372)"
Mount Pleasant Cemetery,5420 106 Street NW,2888,53.48787667703863,-113.50448315430025,"(53.48787667703863, -113.50448315430025)"
Confederation Pool,11204 43 Avenue NW,4524,53.47910908176521,-113.5251022007648,"(53.47910908176521, -113.5251022007648)"
Michener Park,122 Street & 48 Avenue NW,2984,53.48495043204985,-113.54130808253181,"(53.48495043204985, -113.54130808253181)"
CML HealthCare Imaging INC (North Town Mall),101A NorthTown Mall NW,7009,53.59980438022745,-113.48904946154353,"(53.59980438022745, -113.48904946154353)"
Stadium LRT Station,100 Stadium Transit Station NW,1981,53.56012243408942,-113.47046581330788,"(53.56012243408942, -113.47046581330788)"
St Hermans Orthodox Church,9930 167 Street NW,5525,53.538247031155294,-113.60977507989175,"(53.538247031155294, -113.60977507989175)"
Jasper Place Hotel,15326 Stony Plain Road NW,5544,53.54122655852121,-113.58462984207613,"(53.54122655852121, -113.58462984207613)"
North Town Centre,97 Street 137 Avenue NW,7010,53.599805669805015,-113.48935158035462,"(53.599805669805015, -113.48935158035462)"
Greenfield School Age Day Care (54 Ave.),11330 54 Avenue NW,2518,53.49099421116294,-113.52423110759979,"(53.49099421116294, -113.52423110759979)"
Meadowlark Elementary School,9150 160 Street NW,5434,53.52692215373723,-113.59021394226518,"(53.52692215373723, -113.59021394226518)"
St Edmunds Parish,13120 116 Street NW,6167,53.58764198034892,-113.52054869534132,"(53.58764198034892, -113.52054869534132)"
Jubilee Auditorium Northern Alberta,11455 87 Avenue NW,2014,53.52038491574596,-113.52581684413015,"(53.52038491574596, -113.52581684413015)"
Herb Link Park,12030 162 Avenue NW,6087,53.62496489592658,-113.53534727213206,"(53.62496489592658, -113.53534727213206)"
West Clareview Transit Centre,Manning Drive 140 Avenue NW,7105,53.601610466293685,-113.41083180859245,"(53.601610466293685, -113.41083180859245)"
Herbert Hart Park,16103 88 Avenue NW,5029,53.52294762562976,-113.60272287659689,"(53.52294762562976, -113.60272287659689)"
Tegler Manor,9943 110 Street NW,1848,53.53763912939255,-113.5082768309468,"(53.53763912939255, -113.5082768309468)"
Belmead Park,9109 182 Street NW,5647,53.52785293632836,-113.63924845613909,"(53.52785293632836, -113.63924845613909)"
Southgate Transit Centre,111 Street 51 Avenue NW,2211,53.48496847074911,-113.51625336119912,"(53.48496847074911, -113.51625336119912)"
Energy Square,10109 106 Street NW,1891,53.54097543548669,-113.50452707442601,"(53.54097543548669, -113.50452707442601)"
St Richard Catholic Elem School,5704 Mill Woods Road South NW,3082,53.44537129068356,-113.43159996807765,"(53.44537129068356, -113.43159996807765)"
South Campus/Fort Edmonton Transit Centre,11457 68 Avenue NW,2711,53.502927836172105,-113.52880003739342,"(53.502927836172105, -113.52880003739342)"
Londonderry Junior High School,7104 144 Avenue NW,7456,53.604415527444985,-113.4430341168303,"(53.604415527444985, -113.4430341168303)"
Courtyard Marriott,1 Thornton Court NW,1542,53.540600902702714,-113.49024535903122,"(53.540600902702714, -113.49024535903122)"
Hilton Garden Inn West Edmonton,17610 Stony Plain Road NW,8817,53.54185598763222,-113.62271585283713,"(53.54185598763222, -113.62271585283713)"
Northmount Elementary School,14020 88A Street NW,7728,53.60563728718973,-113.47887127190228,"(53.60563728718973, -113.47887127190228)"
Christian Science Church,10810 100 Avenue NW,1769,53.53878095364565,-113.50406997762715,"(53.53878095364565, -113.50406997762715)"
Abbey Glen Park,10121 Jasper Avenue NW,1620,53.54102464819066,-113.494811260078,"(53.54102464819066, -113.494811260078)"
Insight Medical Imaging,200 Meadowlark Health Centre NW,5359,53.519401670697114,-113.59572968631065,"(53.519401670697114, -113.59572968631065)"
Famous Players (Silvercity/Scotiabank),8882 170 Street NW,5007,53.52045016353139,-113.62233308107629,"(53.52045016353139, -113.62233308107629)"
YMCA Child Care (144 Avenue/75 Street),7512 144 Avenue NW,7586,53.606813474155544,-113.45841399834234,"(53.606813474155544, -113.45841399834234)"
The Learning Store at Circle Square,11808 St Albert Trail NW,5224,53.57022815867002,-113.5508926879014,"(53.57022815867002, -113.5508926879014)"
Hostelling International,10647 81 Avenue NW,2893,53.51818677426296,-113.50667769347129,"(53.51818677426296, -113.50667769347129)"
World Health St Albert Trail,13543 St Albert Trail NW,6530,53.598665261782706,-113.57456477398559,"(53.598665261782706, -113.57456477398559)"
Patricia's Play Place Inc,18040 98 Avenue NW,5161,53.533829278984946,-113.63355656909881,"(53.533829278984946, -113.63355656909881)"
St Peter's Lutheran Church,9606 110 Avenue NW,1232,53.55925063981845,-113.4890251037822,"(53.55925063981845, -113.4890251037822)"
City Square Tower,10020 103 Avenue NW,1064,53.54484860570108,-113.49384541280457,"(53.54484860570108, -113.49384541280457)"
Summit Village Housing Cooperative Ltd,10041 149 Street NW,5878,53.54041869061838,-113.57718550794277,"(53.54041869061838, -113.57718550794277)"
University & Community Day Care,8720 118 Street NW,2512,53.523008551952344,-113.53489547507583,"(53.523008551952344, -113.53489547507583)"
West Meadowlark Community League,9311 165 Street NW,5151,53.529030062421064,-113.60783889485876,"(53.529030062421064, -113.60783889485876)"
Edmonton Public Schools Archives & Museum,10425 99 Avenue NW,1949,53.53888233772337,-113.49821580762733,"(53.53888233772337, -113.49821580762733)"
Transitions at the Y,10211 105 Street NW,1651,53.54294634501708,-113.49877120553181,"(53.54294634501708, -113.49877120553181)"
Pathways Centre,10209 123 Street NW,1242,53.54226985426105,-113.53599686954938,"(53.54226985426105, -113.53599686954938)"
Faith Lutheran School,11515 36 Street NW,1396,53.56683708834908,-113.40046187196438,"(53.56683708834908, -113.40046187196438)"
University of Alberta Fitness Resource Centre,112 Street 87 Avenue NW,2316,53.52514851206923,-113.52155629109248,"(53.52514851206923, -113.52155629109248)"
Commonwealth Stadium,11000 Stadium Road NW,1981,53.56012243408942,-113.47046581330788,"(53.56012243408942, -113.47046581330788)"
Fire Station #20 (2303 105 Street),2303 105 Street NW,4053,53.453555506001045,-113.50155565231698,"(53.453555506001045, -113.50155565231698)"
Morning Star Montessori Center,1850 Lakewood Road South NW,3260,53.45504214856751,-113.45315050777424,"(53.45504214856751, -113.45315050777424)"
Lions Village Riverside,204 Haddow Close NW,4624,53.46115732022704,-113.5940396317892,"(53.46115732022704, -113.5940396317892)"
St Clare Church,6310 118 Avenue NW,1564,53.57043310222648,-113.43972177206122,"(53.57043310222648, -113.43972177206122)"
SMT Equities Ltd,9023 105A Avenue NW,1184,53.5513371490941,-113.47318597299171,"(53.5513371490941, -113.47318597299171)"
Southgate Centre,11100 51 Avenue NW,2208,53.48477916168835,-113.51610485691603,"(53.48477916168835, -113.51610485691603)"
Police Services Mill Woods Community Station,6147 28 Avenue NW,3201,53.455776004762455,-113.42569474366863,"(53.455776004762455, -113.42569474366863)"
Woodside Central Elementary Junior/Senior High School,10305 Princess Elizabeth Avenue NW,1372,53.569003136373034,-113.49388914477808,"(53.569003136373034, -113.49388914477808)"
Knox Evangelical Free Church,8403 104 Street NW,2796,53.52025091383792,-113.49741065940822,"(53.52025091383792, -113.49741065940822)"
Good Shepherd Anglican Church,15495 Castle Downs Road NW,6003,53.616387975336316,-113.51609731130071,"(53.616387975336316, -113.51609731130071)"
Selections a Career Support Service,4209 99 Street NW,3251,53.47844501176044,-113.48621549138507,"(53.47844501176044, -113.48621549138507)"
Victoria Medical Centre,6915 109 Street NW,2668,53.50623994030362,-113.51218255652137,"(53.50623994030362, -113.51218255652137)"
Lendrum Mennonite Brethren Church,11210 59 Avenue NW,2773,53.49366127027423,-113.51705857532646,"(53.49366127027423, -113.51705857532646)"
Calder Skating Rink,12825 120 Street NW,6555,53.58762984054178,-113.53109027413124,"(53.58762984054178, -113.53109027413124)"
Lilliput Park,9637 74 Avenue NW,2247,53.50924324083433,-113.47652704828445,"(53.50924324083433, -113.47652704828445)"
Archbishop MacDonald Catholic High School,14219 109 Avenue NW,5386,53.55114184491036,-113.56793449463288,"(53.55114184491036, -113.56793449463288)"
Towne Centre Seniors Drop In,2331 66 Street NW,3203,53.456047814794694,-113.4261578027838,"(53.456047814794694, -113.4261578027838)"
St Junghasang Korean Roman Catholic Church,8350 77 Avenue NW,2349,53.51225433372965,-113.45458512432083,"(53.51225433372965, -113.45458512432083)"
Holiday Light Up,Sir Winston Churchill Square NW,1128,53.54389498714358,-113.49358522677699,"(53.54389498714358, -113.49358522677699)"
Glenora Bed & Breakfast Inn,12327 102 Avenue NW,1771,53.54319732083292,-113.53417634394559,"(53.54319732083292, -113.53417634394559)"
Alberta Fitness Leadership Certification Association,11759 Groat Road NW,1817,53.569619765071096,-113.5492083909464,"(53.569619765071096, -113.5492083909464)"
Crestwood Presbyterian Church,14304 96 Avenue NW,5557,53.53419437862029,-113.5654825389537,"(53.53419437862029, -113.5654825389537)"
Castledowns Medicentre,15277 113A Street NW,6137,53.61330882462344,-113.51684276103683,"(53.61330882462344, -113.51684276103683)"
New Life Community Church,11316 130 Avenue NW,6193,53.587529110356954,-113.51706133687766,"(53.587529110356954, -113.51706133687766)"
Epcor,10065 Jasper Avenue NW,1346,53.54186418698894,-113.49359437835496,"(53.54186418698894, -113.49359437835496)"
NAIT Patricia Campus,12204 149 Street NW,5187,53.57064083073138,-113.57785026072736,"(53.57064083073138, -113.57785026072736)"
Riverbend Community League,258 Rhatigan Road East NW,4465,53.47474344565111,-113.58335137458681,"(53.47474344565111, -113.58335137458681)"
Grant MacEwan University Centre for the Arts,10045 156 Street NW,5104,53.54037951655841,-113.5917735712786,"(53.54037951655841, -113.5917735712786)"
Police Services Downtown Division,9620 103A Avenue NW,1280,53.545933953844695,-113.48705816411156,"(53.545933953844695, -113.48705816411156)"
Eva O'Howard Theatre,10210 108 Avenue NW,1360,53.550950114428495,-113.49384805472975,"(53.550950114428495, -113.49384805472975)"
Kingsway Medical Clinic,305 Kingsway Garden Mall NW,1100,53.55829377556596,-113.50076305714651,"(53.55829377556596, -113.50076305714651)"
Charisma Pentescostal Church,8405 114 Avenue NW,1592,53.56575974533448,-113.47116522640063,"(53.56575974533448, -113.47116522640063)"
Meadowlark Village,8735 165 Street NW,5070,53.5196182009431,-113.60950901586916,"(53.5196182009431, -113.60950901586916)"
Centre High School,10310 102 Avenue NW,1820,53.542955572964516,-113.49668916451735,"(53.542955572964516, -113.49668916451735)"
Jehovah's Witnesses Edmonton (Parkdale),11705 89 Street NW,1494,53.570419232355626,-113.4804516751511,"(53.570419232355626, -113.4804516751511)"
Church of Jesus Christ (Whyte Ave),10761 82 Avenue NW,2690,53.5173198385313,-113.51220607296626,"(53.5173198385313, -113.51220607296626)"
EMS Station 34 (10527 142 Street),10527 142 Street NW,5528,53.556169489430225,-113.56669107658293,"(53.556169489430225, -113.56669107658293)"
Rivervalley Townhouses,4725 102 Avenue NW,2584,53.544743049886,-113.41184811236056,"(53.544743049886, -113.41184811236056)"
Jolly Time Child Care Centres,9228 128A Avenue NW,7457,53.58826026938895,-113.48135046886254,"(53.58826026938895, -113.48135046886254)"
Kirkwood Place Apartments Ltd,401 Kirkness Road NW,7785,53.609340131670606,-113.39319640259642,"(53.609340131670606, -113.39319640259642)"
Forsland Park,8003 99A Avenue NW,2544,53.54157817099585,-113.44921480211197,"(53.54157817099585, -113.44921480211197)"
Editions Gallery,8882 170 Street NW,5007,53.52045016353139,-113.62233308107629,"(53.52045016353139, -113.62233308107629)"
Free Will Players,7 Sir Winston Churchill Square NW,1950,53.54328161846287,-113.4909222223909,"(53.54328161846287, -113.4909222223909)"
Tix on the Square,3 Sir Winston Churchill Square NW,1462,53.5434198382586,-113.49384737069494,"(53.5434198382586, -113.49384737069494)"
Editions Gallery,8882 170 Street NW,5011,53.52068517334338,-113.62276826681553,"(53.52068517334338, -113.62276826681553)"
Sunny View Child Development Centre & After School Care,1023 Potter Greens Drive NW,8135,53.51171696644152,-113.67802343654441,"(53.51171696644152, -113.67802343654441)"
Lendrum Apartments,11130 57 Avenue NW,2934,53.494034121774085,-113.51815438202692,"(53.494034121774085, -113.51815438202692)"
T D Baker Junior High School,1750 Mill Woods Road East NW,3150,53.447344398018565,-113.40316932951087,"(53.447344398018565, -113.40316932951087)"
Latitude 53 Gallery,10248 106 Street NW,1871,53.5429414005255,-113.50405152363821,"(53.5429414005255, -113.50405152363821)"
Kingsway/RAH Transit Centre,"105 Street and 111 Avenue, Kingsway NW",1108,53.55864861624323,-113.50181532272332,"(53.55864861624323, -113.50181532272332)"
Alberta Avenue Park,9210 118 Avenue NW,1469,53.570447149803215,-113.4848292476481,"(53.570447149803215, -113.4848292476481)"
Alberta Agriculture Food and Rural Development,7000 113 Street NW,2633,53.50845994210382,-113.52343256550874,"(53.50845994210382, -113.52343256550874)"
CDI College Edmonton North,9450 137 Avenue NW,7002,53.599901060983036,-113.4906496105948,"(53.599901060983036, -113.4906496105948)"
Mayfield Elementary School,10950 159 Street NW,5023,53.55608872588718,-113.59492731963135,"(53.55608872588718, -113.59492731963135)"
