_id,LONGITURE,INSPECTION_CLOSED_DATE,INSPECTION_OPENED_DATE,PROPERY_WARD,LATITUDE,VIOLATION_DESCRIPTION,PROPERTY_ADDRESS,VIOLATION_FIRE_CODE
2228643,-79.2853195467,2017-12-13 16:53:20,2017-02-08 21:00:53,22,43.7846185513,2.7.1.7 Maintenance and lighting for exits,1 Reidmount Ave,2.7.1.7
2228644,-79.3895276308,2017-07-06 16:00:44,2017-02-14 19:00:58,11,43.6677808875,2.2.3.2 Maintenance of closures,57 Charles St W,2.2.3.2
2228645,-79.3853379187,2017-04-28 18:02:45,2017-02-14 20:56:48,11,43.6568246817,2.2.3.2 Maintenance of closures,77 Elm St,2.2.3.2
2228646,-79.3754019425,2017-07-10 15:00:59,2017-03-31 20:51:41,13,43.6676005473,2.16.2.1 Installation requirements,490 Sherbourne St,2.16.2.1
2228647,-79.3754019425,2017-07-10 15:00:59,2017-03-31 20:51:41,13,43.6676005473,2.2.3.1 Damaged closures,490 Sherbourne St,2.2.3.1
2228648,-79.3754019425,2017-07-10 15:00:59,2017-03-31 20:51:41,13,43.6676005473,6.5.1.5 Obstructions,490 Sherbourne St,6.5.1.5
2228649,-79.4436738938,2018-04-11 15:47:04,2017-05-10 20:17:49,4,43.6399998042,9.6.2.15 Storage garages,55 Triller Ave,9.6.2.15
2228650,-79.3733358338,2017-05-23 16:00:59,2017-03-21 18:45:01,13,43.6520368179,2.4.1.1 Accumulation of combustible materials,95 Lombard St,2.4.1.1
2228651,-79.52630971970001,2017-07-17 20:04:07,2017-02-08 13:40:40,2,43.683787080600005,9.6.2.6 Protection of openings in fire separations,1407 Royal York Rd,9.6.2.6
2228652,-79.345903647,2017-10-23 15:30:29,2017-02-09 20:22:23,16,43.76348585109999,6.4.2.7 Hose cabinets,20 Graydon Hall Dr,6.4.2.7
2228653,-79.4030546161,2017-11-29 13:40:37,2017-08-23 12:43:23,11,43.6640029282,1.1.2.3./6.7.1.1. Records of Test (Emergency Power Systems),666 Spadina Ave,1.1.2.3./6.7.1.1.
2228654,-79.399965439,2017-08-10 19:32:22,2017-04-27 12:33:13,10,43.64339526,6.5.1.5 Obstructions,50 Portland St,6.5.1.5
2228655,-79.3968664872,2017-09-19 20:11:57,2017-02-09 22:12:24,12,43.6945745052,6.2.6.7 Extinguishers for Class B fires,125 Lawton Blvd,6.2.6.7
2228656,-79.4254211861,2017-12-14 21:38:09,2017-02-09 22:14:52,8,43.7030025746,2.8.2.1 Measures in a fire safety plan,630 Vesta Dr,2.8.2.1
2228657,-79.378610577,2018-03-01 05:00:00,2017-10-17 20:33:42,13,43.662785659799994,2.2.3.2 Maintenance of closures,95 Wood St,2.2.3.2
2228658,-79.378610577,2018-03-01 05:00:00,2017-10-17 20:33:42,13,43.662785659799994,6.5.1.5 Obstructions,95 Wood St,6.5.1.5
2228659,-79.37467532630001,2017-06-21 18:18:21,2017-02-14 21:07:22,13,43.6581272715,"2.7.2.2 Requirements for locking, latching and fastening devices",269 Jarvis St,2.7.2.2
2228660,-79.3747911608,2017-11-16 20:44:42,2017-02-14 21:05:54,13,43.6584365375,6.2.1.6 Proximity to fire hazards,279 Jarvis St,6.2.1.6
2228661,-79.3747911608,2017-11-16 20:44:42,2017-02-14 21:05:54,13,43.6584365375,6.3.1.4 Fire Alarm Maintenance ,279 Jarvis St,6.3.1.4
2228662,-79.390465773,2017-02-14 19:05:33,2017-02-14 19:05:33,17,43.791632438,,60 Ruddington Dr,
2228663,-79.2981781387,2017-11-29 22:06:49,2017-06-01 19:32:05,19,43.7033144721,"2.7.2.2 Requirements for locking, latching and fastening devices",500 Dawes Rd,2.7.2.2
2228664,-79.394353881,2017-02-22 21:30:24,2017-02-14 20:00:24,11,43.670265821,,155 Yorkville Ave,
2228665,-79.37278552689999,2017-07-19 17:30:32,2017-02-24 10:30:21,13,43.6678764377,2.2.3.2 Maintenance of closures,222 Wellesley St E,2.2.3.2
2228666,-79.37278552689999,2017-07-19 17:30:32,2017-02-24 10:30:21,13,43.6678764377,2.2.3.4 Door in a fire separation,222 Wellesley St E,2.2.3.4
2228667,-79.3740608393,2017-04-11 18:30:03,2017-02-15 21:30:50,13,43.6515900482,2.8.3.4 Records,90 Adelaide St E,2.8.3.4
2228668,-79.42770400090001,2018-02-15 20:35:50,2017-03-06 15:37:17,10,43.6410875936,9.6.2.2 Floor assemblies,345 Dufferin St,9.6.2.2
2228669,-79.433778346,2017-08-01 19:33:46,2017-03-06 15:14:14,4,43.640216059,2.7.1.7 Maintenance and lighting for exits,245 Dunn Ave,2.7.1.7
2228670,-79.4584260885,2017-12-01 12:27:07,2017-03-02 21:13:44,4,43.655404214200004,2.16.2.1 Installation requirements,1700 Bloor St W,2.16.2.1
2228671,-79.4584260885,2017-12-01 12:27:07,2017-03-02 21:13:44,4,43.655404214200004,2.2.3.3 Operation of closures,1700 Bloor St W,2.2.3.3
2228672,-79.4584260885,2017-12-01 12:27:07,2017-03-02 21:13:44,4,43.655404214200004,9.6.4.2 Automatic detection,1700 Bloor St W,9.6.4.2
2228673,-79.586565549,2017-02-16 22:02:06,2017-02-15 21:43:27,1,43.753301348,,2737 Kipling Ave,
2228674,-79.5479578196,2017-02-17 20:59:53,2017-02-17 20:59:53,1,43.7012039566,,2063 Islington Ave,
2228675,-79.4054920342,2018-11-12 14:25:56,2017-05-30 12:32:22,11,43.6676214521,1.1.2.3./6.4.3.5. Records of Test (Flow and Pressure Tests),15 Walmer Rd,1.1.2.3./6.4.3.5.
2228676,-79.4054920342,2018-11-12 14:25:56,2017-05-30 12:32:22,11,43.6676214521,1.1.2.3./6.5.5.3. Records of Test (Water Flow Test),15 Walmer Rd,1.1.2.3./6.5.5.3.
2228677,-79.406612526,2017-06-29 18:27:14,2017-04-20 19:10:22,11,43.668157441000005,2.8.2.1 Measures in a fire safety plan,34 Walmer Rd,2.8.2.1
2228678,-79.5258528138,2017-06-13 23:53:16,2017-04-06 16:27:55,3,43.647785657,9.6.2.6 Protection of openings in fire separations,1276 Islington Ave,9.6.2.6
2228679,-79.3706942093,2017-03-08 21:30:16,2017-02-21 21:30:44,13,43.658647098500005,6.3.1.4 Fire Alarm Maintenance ,310 Dundas St E,6.3.1.4
2228680,-79.30380223,2017-03-01 18:37:45,2017-02-23 16:09:16,22,43.800198443999996,6.3.3.7 Replacement,75 Silver Springs Blvd,6.3.3.7
2228681,-79.5166809322,2017-03-02 18:29:54,2017-02-22 16:29:51,7,43.7585401941,2.2.3.2 Maintenance of closures,10 San Romanoway,2.2.3.2
2228682,-79.3849692245,2017-03-21 20:00:57,2017-02-23 21:34:42,17,43.7651692695,6.3.1.4 Fire Alarm Maintenance ,17 Barberry Pl,6.3.1.4
2228683,-79.51804288619999,2017-02-15 21:52:22,2017-02-07 21:42:57,5,43.6995123633,,2099 Lawrence Ave W,
2228684,-79.38802108600001,2017-02-09 22:25:56,2017-02-07 16:13:54,11,43.665387974,6.3.1.4 Fire Alarm Maintenance ,57 St Joseph St,6.3.1.4
2228685,-79.2853195467,2017-12-13 16:53:20,2017-02-08 21:00:53,22,43.7846185513,6.2.7.2 Examination,1 Reidmount Ave,6.2.7.2
2228686,-79.3977125,2017-02-08 21:07:26,2017-02-08 21:07:26,11,43.65816001,,233A College St,
2228687,-79.4436738938,2018-04-11 15:47:04,2017-05-10 20:17:49,4,43.6399998042,9.6.2.5 Fire separations between dwelling units and corridors,55 Triller Ave,9.6.2.5
2228688,-79.345903647,2017-10-23 15:30:29,2017-02-09 20:22:23,16,43.76348585109999,2.2.3.2 Maintenance of closures,20 Graydon Hall Dr,2.2.3.2
2228689,-79.4030546161,2017-11-29 13:40:37,2017-08-23 12:43:23,11,43.6640029282,1.1.2.3./6.6.3.5. Records of Test (Fire Pump),666 Spadina Ave,1.1.2.3./6.6.3.5.
2228690,-79.37467532630001,2017-06-21 18:18:21,2017-02-14 21:07:22,13,43.6581272715,6.3.3.3 Duty to maintain in operating condition,269 Jarvis St,6.3.3.3
2228691,-79.341500497,2017-10-17 23:25:31,2017-02-13 20:10:03,15,43.706138296499994,,79 Thorncliffe Park Dr,
2228692,-79.2981781387,2017-11-29 22:06:49,2017-06-01 19:32:05,19,43.7033144721,6.4.2.6 Standpipe identification,500 Dawes Rd,6.4.2.6
2228693,-79.38802108600001,2017-02-14 17:51:51,2017-02-14 17:51:51,11,43.665387974,,57 St Joseph St,
2228694,-79.3716121626,2017-09-19 15:32:59,2017-03-07 18:00:19,13,43.670497356300004,6.6.3.2 Pump room temperature,135 Rose Ave,6.6.3.2
2228695,-79.3735812893,2017-07-25 18:00:42,2017-02-14 19:45:37,13,43.6701517144,2.8.2.1 Measures in a fire safety plan,700 Ontario St,2.8.2.1
2228696,-79.3715360502,2017-04-26 21:00:43,2017-02-16 15:00:17,13,43.6710911912,1.1.2.1 Records to be prepared,99 Howard St,1.1.2.1
2228697,-79.3740608393,2017-04-11 18:30:03,2017-02-15 21:30:50,13,43.6515900482,1.1.2.1 Records to be prepared,90 Adelaide St E,1.1.2.1
2228698,-79.2363445715,2017-12-29 20:17:53,2017-02-14 21:05:43,23,43.7950106411,2.7.1.7 Maintenance and lighting for exits,5600 Sheppard Ave E,2.7.1.7
2228699,-79.2363445715,2017-12-29 20:17:53,2017-02-14 21:05:43,23,43.7950106411,6.2.1.2 Maintenance,5600 Sheppard Ave E,6.2.1.2
2228700,-79.4500881105,2019-06-26 20:13:26,2017-04-26 16:12:43,4,43.6514059417,2.2.2.1 Damaged fire separations,55 Howard Park Ave,2.2.2.1
2228701,-79.433778346,2017-08-01 19:33:46,2017-03-06 15:14:14,4,43.640216059,2.6.1.7 Operation of systems,245 Dunn Ave,2.6.1.7
2228702,-79.394353881,2017-02-15 21:54:28,2017-02-14 21:35:36,11,43.670265821,,155 Yorkville Ave,
2228703,-79.4054920342,2018-11-12 14:25:56,2017-05-30 12:32:22,11,43.6676214521,2.7.1.7 Maintenance and lighting for exits,15 Walmer Rd,2.7.1.7
2228704,-79.4054920342,2018-11-12 14:25:56,2017-05-30 12:32:22,11,43.6676214521,9.6.2.15 Storage garages,15 Walmer Rd,9.6.2.15
2228705,-79.4054920342,2018-11-12 14:25:56,2017-05-30 12:32:22,11,43.6676214521,9.6.2.7 Storage rooms,15 Walmer Rd,9.6.2.7
2228706,-79.406612526,2017-06-29 18:27:14,2017-04-20 19:10:22,11,43.668157441000005,2.2.2.1 Damaged fire separations,34 Walmer Rd,2.2.2.1
2228707,-79.395372421,2017-05-23 19:16:45,2017-05-02 15:09:50,15,43.7106820232,2.7.3.2 Exit Signs,66 Broadway Ave,2.7.3.2
2228708,-79.5258528138,2017-06-13 23:53:16,2017-04-06 16:27:55,3,43.647785657,2.7.3.2 Exit Signs,1276 Islington Ave,2.7.3.2
2228709,-79.3545084305,2017-09-28 21:21:17,2017-06-06 13:58:42,14,43.689041600799996,9.6.2.7 Storage rooms,1175 Broadview Ave,9.6.2.7
2228710,-79.2834581434,2017-03-08 16:52:18,2017-02-27 16:30:07,21,43.7694772812,,2 Glamorgan Ave,
2228711,-79.3868560777,2017-02-24 14:20:37,2017-02-23 21:38:57,11,43.672472791800004,,20 Collier St,
2228712,-79.43571553310001,2018-09-10 17:30:00,2017-02-28 17:53:42,9,43.6804090678,"6.2.7.1 Inspection, Testing and Maintenance ",161 Oakwood Ave,6.2.7.1
2228713,-79.2497879675,2017-02-24 19:38:20,2017-02-24 15:37:44,24,43.7809647299,,88 Corporate Dr,
2228714,-79.4242525297,2017-03-07 20:08:01,2017-02-28 15:49:31,8,43.7049606532,2.4.1.1 Accumulation of combustible materials,515 Chaplin Cres,2.4.1.1
2228715,-79.40026057989999,2017-03-16 15:06:48,2017-02-28 14:37:24,8,43.7073386019,,411 Duplex Ave,
2228716,-79.3906391551,2019-01-16 21:30:00,2017-10-24 17:30:00,15,43.761243138000005,6.3.3.3 Duty to maintain in operating condition,26 Carluke Cres,6.3.3.3
2228717,-79.3916951012,2019-05-06 15:12:53,2017-04-13 20:14:24,17,43.7877925781,2.2.3.3 Operation of closures,11 Ruddington Dr,2.2.3.3
2228718,-79.3916951012,2019-05-06 15:12:53,2017-04-13 20:14:24,17,43.7877925781,6.3.3.3 Duty to maintain in operating condition,11 Ruddington Dr,6.3.3.3
2228719,-79.3916951012,2019-05-06 15:12:53,2017-04-13 20:14:24,17,43.7877925781,6.8.1.1 Fuel supply,11 Ruddington Dr,6.8.1.1
2228720,-79.3916951012,2019-05-06 15:12:53,2017-04-13 20:14:24,17,43.7877925781,9.6.3.6 Exit signs,11 Ruddington Dr,9.6.3.6
2228721,-79.3916951012,2019-05-06 15:12:53,2017-04-13 20:14:24,17,43.7877925781,9.6.3.9 Emergency lighting,11 Ruddington Dr,9.6.3.9
2228722,-79.3916951012,2019-05-06 15:12:53,2017-04-13 20:14:24,17,43.7877925781,9.6.4.10 Smoke alarms,11 Ruddington Dr,9.6.4.10
2228723,-79.395183727,2017-10-24 19:23:07,2017-08-22 18:26:55,15,43.712248415,2.2.3.2 Maintenance of closures,110 Erskine Ave,2.2.3.2
2228724,-79.361904373,2017-09-12 15:48:40,2017-05-17 12:45:00,15,43.752346265,2.2.3.3 Operation of closures,745 York Mills Rd,2.2.3.3
2228725,-79.361904373,2017-09-12 15:48:40,2017-05-17 12:45:00,15,43.752346265,2.8.2.5 Posting fire emergency procedures,745 York Mills Rd,2.8.2.5
2228726,-79.39409663560001,2018-09-21 17:37:41,2017-12-01 16:42:46,15,43.7118956592,9.6.2.7 Storage rooms,133 Erskine Ave,9.6.2.7
2228727,-79.36167580600001,2018-04-12 14:00:00,2017-07-24 18:00:00,15,43.754388627,9.6.4.3 Manual pull stations,17 Farmstead Rd,9.6.4.3
2228728,-79.397812745,2018-03-28 12:59:26,2017-04-05 17:54:21,15,43.711076733999995,2.8.3.2 Frequency,33 Erskine Ave,2.8.3.2
2228729,-79.397812745,2018-03-28 12:59:26,2017-04-05 17:54:21,15,43.711076733999995,9.6.2.6 Protection of openings in fire separations,33 Erskine Ave,9.6.2.6
2228730,-79.360756664,2018-08-01 18:33:19,2018-05-09 19:42:04,15,43.752378601000004,"2.7.2.2 Requirements for locking, latching and fastening devices",755 York Mills Rd,2.7.2.2
2228731,-79.3986101072,2018-07-26 20:20:28,2017-04-20 13:01:42,11,43.6694516489,9.6.2.6 Protection of openings in fire separations,50 Prince Arthur Ave,9.6.2.6
2228732,-79.4016538986,2017-10-04 20:02:32,2017-04-04 15:23:01,11,43.6707359824,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),206 St George St,1.1.2.3./6.3.2.2.
2228733,-79.3965574738,2018-10-30 15:53:51,2017-04-20 13:03:31,11,43.6698986965,1.1.2.3./6.7.1.1. Records of Test (Emergency Power Systems),20 Prince Arthur Ave,1.1.2.3./6.7.1.1.
2228734,-79.3965574738,2018-10-30 15:53:51,2017-04-20 13:03:31,11,43.6698986965,9.6.3.6 Exit signs,20 Prince Arthur Ave,9.6.3.6
2228735,-79.4030693901,2017-06-29 17:32:56,2017-06-13 18:34:18,11,43.6735780658,"6.5.1.2 Repair, replacement, alterations, inspection, testing and maintenance",276 St George St,6.5.1.2
2228736,-79.3892195078,2017-11-14 21:01:08,2017-09-20 20:20:38,10,43.6539203787,2.16.2.1 Installation requirements,248 Simcoe St,2.16.2.1
2228737,-79.3892195078,2017-11-14 21:01:08,2017-09-20 20:20:38,10,43.6539203787,2.2.3.3 Operation of closures,248 Simcoe St,2.2.3.3
2228738,-79.4009192595,2017-05-25 15:00:32,2017-03-09 21:43:35,11,43.671154317299994,2.8.2.1 Measures in a fire safety plan,177 St George St,2.8.2.1
2228739,-79.2983347125,2017-03-21 15:34:54,2017-03-07 16:45:37,19,43.698310468900004,,6 Park Vista,
2228740,-79.357706655,2017-10-11 20:32:46,2017-02-01 16:54:15,14,43.682860253,9.6.3.1 Access to exits,1000 Broadview Ave,9.6.3.1
2228741,-79.4370268337,2017-03-31 18:24:20,2017-02-07 21:52:21,4,43.6389025378,,182 Jameson Ave,
2228742,-79.3945783952,2017-05-02 20:19:34,2017-02-02 21:59:53,12,43.7080325071,2.7.1.5 Posting occupant load,130 Eglinton Ave E,2.7.1.5
2228743,-79.5561577436,2017-03-08 21:14:59,2017-03-08 21:14:59,1,43.6959151803,,370 Dixon Rd,
2228744,-79.299799325,2017-02-21 16:00:06,2017-02-07 17:00:13,22,43.7815431046,2.2.3.2 Maintenance of closures,2350 Birchmount Rd,2.2.3.2
2228745,-79.4010377857,2017-02-02 14:22:42,2017-02-02 14:22:42,8,43.7180354944,,2730 Yonge St,
2228746,-79.2853195467,2017-12-13 16:53:20,2017-02-08 21:00:53,22,43.7846185513,2.2.3.2 Maintenance of closures,1 Reidmount Ave,2.2.3.2
2228747,-79.2853195467,2017-12-13 16:53:20,2017-02-08 21:00:53,22,43.7846185513,6.4.2.1 Hose stations,1 Reidmount Ave,6.4.2.1
2228748,-79.4436738938,2018-04-11 15:47:04,2017-05-10 20:17:49,4,43.6399998042,2.2.2.1 Damaged fire separations,55 Triller Ave,2.2.2.1
2228749,-79.52630971970001,2017-07-17 20:04:07,2017-02-08 13:40:40,2,43.683787080600005,2.2.3.2 Maintenance of closures,1407 Royal York Rd,2.2.3.2
2228750,-79.4034847411,2018-06-21 23:04:09,2017-05-10 13:27:38,11,43.6650745379,2.2.3.2 Maintenance of closures,710 Spadina Ave,2.2.3.2
2228751,-79.39986078439999,2017-11-30 19:54:50,2017-10-05 19:14:50,10,43.6357337082,2.4.1.1 Accumulation of combustible materials,25 Bishop Tutu Blvd,2.4.1.1
2228752,-79.378610577,2018-03-01 05:00:00,2017-10-17 20:33:42,13,43.662785659799994,"2.7.2.2 Requirements for locking, latching and fastening devices",95 Wood St,2.7.2.2
2228753,-79.378610577,2018-03-01 05:00:00,2017-10-17 20:33:42,13,43.662785659799994,9.6.2.6 Protection of openings in fire separations,95 Wood St,9.6.2.6
2228754,-79.378610577,2018-03-01 05:00:00,2017-10-17 20:33:42,13,43.662785659799994,9.6.3.7 Interior finishes,95 Wood St,9.6.3.7
2228755,-79.3814359258,2018-01-16 22:15:57,2017-02-13 19:54:06,13,43.662349704499995,2.2.3.2 Maintenance of closures,33 Wood St,2.2.3.2
2228756,-79.3814359258,2018-01-16 22:15:57,2017-02-13 19:54:06,13,43.662349704499995,2.8.2.1 Measures in a fire safety plan,33 Wood St,2.8.2.1
2228757,-79.3814359258,2018-01-16 22:15:57,2017-02-13 19:54:06,13,43.662349704499995,6.3.4.3 Duty to maintain in operating condition,33 Wood St,6.3.4.3
2228758,-79.397173017,2018-05-23 17:16:57,2017-02-16 12:45:26,10,43.646907131000006,1.1.2.3./6.2.7.5. Records of Test (Fire Extinguishers),29 Camden St,1.1.2.3./6.2.7.5.
2228759,-79.2981781387,2017-11-29 22:06:49,2017-06-01 19:32:05,19,43.7033144721,2.5.1.2 Maintaining access free of obstructions,500 Dawes Rd,2.5.1.2
2228760,-79.37278552689999,2017-07-19 17:30:32,2017-02-24 10:30:21,13,43.6678764377,1.1.2.3 Records to be made available on request,222 Wellesley St E,1.1.2.3
2228761,-79.37278552689999,2017-07-19 17:30:32,2017-02-24 10:30:21,13,43.6678764377,2.2.3.4 Door in a fire separation,222 Wellesley St E,2.2.3.4
2228762,-79.37278552689999,2017-07-19 17:30:32,2017-02-24 10:30:21,13,43.6678764377,6.3.4.6 Disabling prohibited,222 Wellesley St E,6.3.4.6
2228763,-79.3716121626,2017-09-19 15:32:59,2017-03-07 18:00:19,13,43.670497356300004,1.1.2.3 Records to be made available on request,135 Rose Ave,1.1.2.3
2228764,-79.3716121626,2017-09-19 15:32:59,2017-03-07 18:00:19,13,43.670497356300004,6.3.4.6 Disabling prohibited,135 Rose Ave,6.3.4.6
2228765,-79.3735812893,2017-07-25 18:00:42,2017-02-14 19:45:37,13,43.6701517144,2.2.3.2 Maintenance of closures,700 Ontario St,2.2.3.2
2228766,-79.3735812893,2017-07-25 18:00:42,2017-02-14 19:45:37,13,43.6701517144,6.3.3.4 Maintenance instructions to be given to tenant,700 Ontario St,6.3.3.4
2228767,-79.3735812893,2017-07-25 18:00:42,2017-02-14 19:45:37,13,43.6701517144,9.6.4.10 Smoke alarms,700 Ontario St,9.6.4.10
2228768,-79.3715360502,2017-04-26 21:00:43,2017-02-16 15:00:17,13,43.6710911912,2.4.1.1 Accumulation of combustible materials,99 Howard St,2.4.1.1
2228769,-79.3732918084,2017-06-26 17:30:28,2017-02-14 21:30:40,13,43.669481117,1.1.2.3./7.2.2.1. Records of Test (Elevator),666 Ontario St,1.1.2.3./7.2.2.1.
2228770,-79.3732918084,2017-06-26 17:30:28,2017-02-14 21:30:40,13,43.669481117,2.2.2.1 Damaged fire separations,666 Ontario St,2.2.2.1
2228771,-79.3732918084,2017-06-26 17:30:28,2017-02-14 21:30:40,13,43.669481117,2.7.3.2 Exit Signs,666 Ontario St,2.7.3.2
2228772,-79.3732918084,2017-06-26 17:30:28,2017-02-14 21:30:40,13,43.669481117,2.8.2.1 Measures in a fire safety plan,666 Ontario St,2.8.2.1
2228773,-79.586565549,2017-05-16 14:30:26,2017-02-09 16:30:12,1,43.753301348,2.2.2.1 Damaged fire separations,2737 Kipling Ave,2.2.2.1
2228774,-79.404633152,2018-04-18 17:40:34,2017-06-08 12:57:29,11,43.669561906700004,6.3.1.4 Fire Alarm Maintenance ,59 Spadina Rd,6.3.1.4
2228775,-79.4000948762,2018-01-26 21:47:15,2017-04-13 15:32:37,11,43.6693083149,9.6.4.2 Automatic detection,149 St George St,9.6.4.2
2228776,-79.4018701379,2018-07-05 18:16:39,2017-07-21 19:15:20,11,43.6690085871,1.1.2.3./6.5.5.3. Records of Test (Water Flow Test),485 Huron St,1.1.2.3./6.5.5.3.
2228777,-79.4033081754,2017-08-17 17:51:42,2017-05-25 19:21:42,11,43.673984446000006,2.7.3.1 Exit signs,280 St George St,2.7.3.1
2228778,-79.4033081754,2017-08-17 17:51:42,2017-05-25 19:21:42,11,43.673984446000006,6.2.1.2 Maintenance,280 St George St,6.2.1.2
2228779,-79.3986101072,2018-07-26 20:20:28,2017-04-20 13:01:42,11,43.6694516489,2.4.1.3 Waste receptacles,50 Prince Arthur Ave,2.4.1.3
2228780,-79.3965574738,2018-10-30 15:53:51,2017-04-20 13:03:31,11,43.6698986965,6.3.1.2 Monitoring,20 Prince Arthur Ave,6.3.1.2
2228781,-79.4007871077,2017-05-09 20:03:01,2017-03-09 21:46:22,11,43.6708896873,2.4.1.5 Lint traps for laundry equipment,169 St George St,2.4.1.5
2228782,-79.4007871077,2017-05-09 20:03:01,2017-03-09 21:46:22,11,43.6708896873,6.2.1.2 Maintenance,169 St George St,6.2.1.2
2228783,-79.4030693901,2017-06-29 17:32:56,2017-06-13 18:34:18,11,43.6735780658,2.2.3.2 Maintenance of closures,276 St George St,2.2.3.2
2228784,-79.40030005109999,2017-11-01 14:21:36,2017-04-26 18:06:05,11,43.669743913299996,2.2.3.2 Maintenance of closures,85 Lowther Ave,2.2.3.2
2228785,-79.40030005109999,2017-11-01 14:21:36,2017-04-26 18:06:05,11,43.669743913299996,6.5.1.5 Obstructions,85 Lowther Ave,6.5.1.5
2228786,-79.39169777800001,2018-02-13 13:18:51,2017-04-27 12:50:54,10,43.65016164,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),168 John St,1.1.2.3./6.3.2.2.
2228787,-79.3892195078,2017-11-14 21:01:08,2017-09-20 20:20:38,10,43.6539203787,2.2.3.2 Maintenance of closures,248 Simcoe St,2.2.3.2
2228788,-79.446387674,2017-02-02 14:36:53,2017-02-02 14:36:53,9,43.658277925,,55 Rankin Cres,
2228789,-79.3005296419,2017-03-21 15:24:21,2017-03-09 19:22:13,19,43.698083902700006,,2 Park Vista,
2228790,-79.39366988399999,2017-07-20 17:23:18,2017-02-01 18:46:26,10,43.64637784,6.3.1.4 Fire Alarm Maintenance ,11 Charlotte St,6.3.1.4
2228791,-79.3695219097,2017-02-02 18:30:45,2017-02-02 15:30:04,13,43.6555922823,,155 Sherbourne St,
2228792,-79.4464193523,2017-02-06 16:04:07,2017-02-06 16:04:07,9,43.6672554091,,1011 Lansdowne Ave,
2228793,-79.5394943205,2017-07-05 14:34:40,2017-02-06 21:51:34,3,43.6348604863,6.3.1.4 Fire Alarm Maintenance ,101 Subway Cres,6.3.1.4
2228794,-79.28102862850001,2017-02-08 20:02:53,2017-02-06 19:07:40,20,43.7029523574,6.2.1.4 Location,1 Firvalley Crt,6.2.1.4
2228795,-79.38802108600001,2017-02-09 22:25:56,2017-02-07 16:13:54,11,43.665387974,2.8.2.1 Measures in a fire safety plan,57 St Joseph St,2.8.2.1
2228796,-79.2853195467,2017-12-13 16:53:20,2017-02-08 21:00:53,22,43.7846185513,2.8.2.1 Measures in a fire safety plan,1 Reidmount Ave,2.8.2.1
2228797,-79.385331929,2017-04-18 19:49:44,2017-02-14 20:23:49,13,43.66192014399999,9.6.2.6 Protection of openings in fire separations,32 Grenville St,9.6.2.6
2228798,-79.3853379187,2017-04-28 18:02:45,2017-02-14 20:56:48,11,43.6568246817,9.6.3.6 Exit signs,77 Elm St,9.6.3.6
2228799,-79.3754019425,2017-07-10 15:00:59,2017-03-31 20:51:41,13,43.6676005473,2.2.3.2 Maintenance of closures,490 Sherbourne St,2.2.3.2
2228800,-79.36788598529999,2017-02-09 22:04:20,2017-02-09 22:04:20,13,43.6557407864,,275 Shuter St,
2228801,-79.483392665,2017-02-16 19:34:52,2017-02-15 18:20:36,3,43.62274523600001,,2220 Lake Shore Blvd W,
2228802,-79.345903647,2017-10-23 15:30:29,2017-02-09 20:22:23,16,43.76348585109999,2.8.2.1 Measures in a fire safety plan,20 Graydon Hall Dr,2.8.2.1
2228803,-79.3968664872,2017-09-19 20:11:57,2017-02-09 22:12:24,12,43.6945745052,2.2.3.3 Operation of closures,125 Lawton Blvd,2.2.3.3
2228804,-79.5258528138,2017-02-13 15:26:41,2017-02-10 14:06:22,3,43.647785657,,1276 Islington Ave,
2228805,-79.378610577,2018-03-01 05:00:00,2017-10-17 20:33:42,13,43.662785659799994,9.6.3.6 Exit signs,95 Wood St,9.6.3.6
2228806,-79.3871807987,2017-02-14 13:51:13,2017-02-13 15:46:19,10,43.649489268800004,,140 Simcoe St,
2228807,-79.4132441264,2017-08-01 04:00:00,2017-02-14 05:00:00,18,43.775834791,,10 Northtown Way,
2228808,-79.5647387346,2017-04-21 14:33:20,2017-03-23 13:19:06,2,43.681182543199995,6.3.1.4 Fire Alarm Maintenance ,675 Martin Grove Rd,6.3.1.4
2228809,-79.2981781387,2017-11-29 22:06:49,2017-06-01 19:32:05,19,43.7033144721,9.6.2.6 Protection of openings in fire separations,500 Dawes Rd,9.6.2.6
2228810,-79.37278552689999,2017-07-19 17:30:32,2017-02-24 10:30:21,13,43.6678764377,1.1.2.1 Records to be prepared,222 Wellesley St E,1.1.2.1
2228811,-79.37278552689999,2017-07-19 17:30:32,2017-02-24 10:30:21,13,43.6678764377,2.7.3.2 Exit Signs,222 Wellesley St E,2.7.3.2
2228812,-79.3739456506,2017-07-25 19:00:34,2017-02-14 20:30:17,13,43.6709382453,2.16.2.1 Installation requirements,730 Ontario St,2.16.2.1
2228813,-79.3739456506,2017-07-25 19:00:34,2017-02-14 20:30:17,13,43.6709382453,6.5.1.5 Obstructions,730 Ontario St,6.5.1.5
2228814,-79.3739456506,2017-07-25 19:00:34,2017-02-14 20:30:17,13,43.6709382453,9.6.3.6 Exit signs,730 Ontario St,9.6.3.6
2228815,-79.3732918084,2017-06-26 17:30:28,2017-02-14 21:30:40,13,43.669481117,6.2.7.2 Examination,666 Ontario St,6.2.7.2
