ID,NEIGHBOURHOOD_NAME,LOCATION_TYPE,SPECIES_BOTANICAL,SPECIES_COMMON,GENUS,SPECIES,CULTIVAR,DIAMETER_BREAST_HEIGHT,CONDITION_PERCENT,PLANTED_DATE,OWNER,Bears Edible Fruit,Type of Edible Fruit,COUNT,LATITUDE,LONGITUDE,LOCATION
419358,Tamarack,School,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,6,65,1990-01-01,Parks,No,N/A,1,53.46993990626449,-113.36042100112442,"(53.46993990626449, -113.36042100112442)"
376531,The Hamptons,Park,Larix siberica,"Larch, Siberian",Larix,siberica,,7,65,2009-06-01,Parks,No,N/A,1,53.493512433901664,-113.68673492029693,"(53.493512433901664, -113.68673492029693)"
318537,Patricia Heights,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,32,65,1990-01-01,Parks,No,N/A,1,53.507108072930464,-113.5913150757464,"(53.507108072930464, -113.5913150757464)"
167052,Jackson Heights,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,18,65,1990-01-01,Parks,No,N/A,1,53.485132911530634,-113.39782746028534,"(53.485132911530634, -113.39782746028534)"
266423,Eaux Claires,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,15,65,1990-01-01,Parks,No,N/A,1,53.62447888223141,-113.48250814907844,"(53.62447888223141, -113.48250814907844)"
483474,Mayliewan,Park,Tilia x flavescens,"Linden, Hybrid",Tilia,x,Dropmore,10,65,2013-06-01,Parks,No,N/A,1,53.62073349320221,-113.45717246429626,"(53.62073349320221, -113.45717246429626)"
574852,Brander Gardens,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,,8,65,2016-06-01,Parks,No,N/A,1,53.495270707285215,-113.57569883946766,"(53.495270707285215, -113.57569883946766)"
265155,Cashman,Park,Pinus mugo,"Pine, Mugo",Pinus,mugo,,30,65,1990-01-01,Parks,No,N/A,1,53.41085820963605,-113.49863110578067,"(53.41085820963605, -113.49863110578067)"
251404,Glastonbury,Park,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,14,65,1990-01-01,Parks,No,N/A,1,53.50686750360934,-113.67129188564057,"(53.50686750360934, -113.67129188564057)"
547354,Windermere,Park,Salix pentandra,"Willow, Laurel Leaf",Salix,pentandra,,9,65,2014-06-01,Parks,No,N/A,1,53.4285566315064,-113.62763036932446,"(53.4285566315064, -113.62763036932446)"
492787,Leger,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,16,65,2010-06-01,Parks,No,N/A,1,53.45953026289564,-113.58546822132826,"(53.45953026289564, -113.58546822132826)"
184993,Rio Terrace,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,26,65,1990-01-01,Parks,No,N/A,1,53.50824260066117,-113.59014676937356,"(53.50824260066117, -113.59014676937356)"
171278,Kilkenny,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,34,65,1990-01-01,Parks,No,N/A,1,53.607001517568115,-113.45412752303812,"(53.607001517568115, -113.45412752303812)"
369907,Griesbach,Park,Acer ginnala,"Maple, Amur",Acer,ginnala,,6,65,1990-01-01,Parks,No,N/A,1,53.60158191865934,-113.49873211615116,"(53.60158191865934, -113.49873211615116)"
227648,Silver Berry,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,9,65,1990-01-01,Parks,No,N/A,1,53.46593145733316,-113.38001389006791,"(53.46593145733316, -113.38001389006791)"
316837,Terwillegar Towne,Park,Betula papyrifera,"Birch, Paper",Betula,papyrifera,,22,65,1990-01-01,Parks,No,N/A,1,53.44758718619312,-113.58726428273762,"(53.44758718619312, -113.58726428273762)"
389498,Pylypow Industrial,Park,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,13,65,2006-06-01,Parks,No,N/A,1,53.49105637571071,-113.41696139700622,"(53.49105637571071, -113.41696139700622)"
358925,Glastonbury,Boulevard,Fraxinus mandshurica,"Ash, Manchurian",Fraxinus,mandshurica,,12,65,2007-06-01,Parks,No,N/A,1,53.508286279610225,-113.66541829729208,"(53.508286279610225, -113.66541829729208)"
458324,Blue Quill,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,16,65,1990-01-01,Parks,No,N/A,1,53.45962662697753,-113.52884067535788,"(53.45962662697753, -113.52884067535788)"
444934,Sifton Park,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,16,65,1990-01-01,Parks,No,N/A,1,53.597404229312936,-113.4027838911218,"(53.597404229312936, -113.4027838911218)"
171111,Casselman,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,24,65,1990-01-01,Parks,No,N/A,1,53.60756910124502,-113.42915139867104,"(53.60756910124502, -113.42915139867104)"
574723,Silver Berry,Park,Malus x adstringens,Crabapple,Malus,x,Gladiator,7,65,2016-06-01,Parks,No,N/A,1,53.459675078385395,-113.37250261795425,"(53.459675078385395, -113.37250261795425)"
528270,Alberta Avenue,Buffer,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,25,65,1990-06-01,Parks,No,N/A,1,53.56742776134138,-113.48509952345898,"(53.56742776134138, -113.48509952345898)"
429106,MacEwan,Park,Syringa reticulata,"Lilac, Japanese Tree",Syringa,reticulata,,12,65,1990-01-01,Parks,No,N/A,1,53.42884431400562,-113.5288417001698,"(53.42884431400562, -113.5288417001698)"
539141,Windermere,Buffer,Populus tremula,"Aspen, Swedish Columnar",Populus,tremula,Erecta,7,65,2014-06-01,Parks,No,N/A,1,53.44769072945492,-113.61463123033802,"(53.44769072945492, -113.61463123033802)"
279415,Cashman,Buffer,Prunus virginiana,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.42392558992908,-113.49423315078242,"(53.42392558992908, -113.49423315078242)"
361185,Belgravia,Service Lane,Crataegus,Hawthorn,Crataegus,,,9,65,2009-06-01,Parks,No,N/A,1,53.50747998953065,-113.52880057931355,"(53.50747998953065, -113.52880057931355)"
539569,Ambleside,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,14,65,2012-06-01,Parks,No,N/A,1,53.43304996799521,-113.60493745366254,"(53.43304996799521, -113.60493745366254)"
507440,Glenwood,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,27,65,1990-01-01,Parks,No,N/A,1,53.53495919519727,-113.59747254715471,"(53.53495919519727, -113.59747254715471)"
228396,Ritchie,Buffer,Picea,Spruce,Picea,,,10,65,1990-01-01,Parks,No,N/A,1,53.5168519034583,-113.48586977537435,"(53.5168519034583, -113.48586977537435)"
176742,Baranow,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,19,65,1990-01-01,Parks,No,N/A,1,53.603601279234724,-113.53548240023343,"(53.603601279234724, -113.53548240023343)"
391423,Queen Alexandra,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,52,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.516269123276444,-113.51170537290632,"(53.516269123276444, -113.51170537290632)"
136705,Edmonton Northlands,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,21,65,1990-01-01,Parks,No,N/A,1,53.56978988316741,-113.45274895503022,"(53.56978988316741, -113.45274895503022)"
214477,Duggan,Buffer,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,25,65,1990-01-01,Parks,No,N/A,1,53.46674650399074,-113.51079294517268,"(53.46674650399074, -113.51079294517268)"
182618,Glenwood,Park,Picea glauca,"Spruce, White",Picea,glauca,,20,65,1990-01-01,Parks,No,N/A,1,53.53584001994438,-113.60477472349154,"(53.53584001994438, -113.60477472349154)"
444151,Crestwood,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,31,65,1990-01-01,Parks,No,N/A,1,53.53734732654312,-113.56894260398913,"(53.53734732654312, -113.56894260398913)"
452817,South Terwillegar,Boulevard,Fraxinus x,"Ash, Northern Treasure",Fraxinus,x,Northern Treasure,7,65,2009-06-01,Parks,Yes,Pear - Ussurian,1,53.4431763877993,-113.58688602336319,"(53.4431763877993, -113.58688602336319)"
198502,Queen Mary Park,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,16,65,1990-01-01,Parks,No,N/A,1,53.555861849701216,-113.51273266012058,"(53.555861849701216, -113.51273266012058)"
139090,Parkdale,Boulevard,Acer negundo,"Maple, Manitoba",Acer,negundo,,50,65,1990-01-01,Parks,No,N/A,1,53.566325350763435,-113.46561245689996,"(53.566325350763435, -113.46561245689996)"
185967,River Valley Walterdale,Park,Populus balsamifera,"Poplar, Balsam",Populus,balsamifera,,35,65,1990-01-01,Parks,No,N/A,1,53.52602141366227,-113.51224883141485,"(53.52602141366227, -113.51224883141485)"
521865,Windermere,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,7,65,2015-06-01,Parks,No,N/A,1,53.42871216635087,-113.62119184321188,"(53.42871216635087, -113.62119184321188)"
460442,Dunluce,Park,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,8,65,2011-06-01,Parks,No,N/A,1,53.62292523787967,-113.53220032486323,"(53.62292523787967, -113.53220032486323)"
232209,River Valley Rundle,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,24,65,1990-01-01,Parks,No,N/A,1,53.57054104251319,-113.38341313959425,"(53.57054104251319, -113.38341313959425)"
555995,Pleasantview,Park,Acer saccharinum,"Maple, Silver",Acer,saccharinum,,6,65,2019-06-25,Parks,No,N/A,1,53.49015497137208,-113.50098243978002,"(53.49015497137208, -113.50098243978002)"
395260,Canon Ridge,Boulevard,Prunus virginiana,Chokecherry,Prunus,virginiana,Schubert,37,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.57953643402376,-113.38125131247871,"(53.57953643402376, -113.38125131247871)"
432401,King Edward Park,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,40,65,1990-01-01,Parks,No,N/A,1,53.51414810509272,-113.44741330140396,"(53.51414810509272, -113.44741330140396)"
226285,Parkallen,Buffer,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,26,65,1990-01-01,Parks,No,N/A,1,53.50812197433329,-113.52316155631354,"(53.50812197433329, -113.52316155631354)"
568888,Rhatigan Ridge,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,13,65,2014-06-01,Parks,No,N/A,1,53.46910905167418,-113.5836173453246,"(53.46910905167418, -113.5836173453246)"
480345,South Terwillegar,Park,Betula papyrifera,"Birch, Paper",Betula,papyrifera,,8,65,2010-06-01,Parks,No,N/A,1,53.439389947128085,-113.5847078500085,"(53.439389947128085, -113.5847078500085)"
395676,Charlesworth,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,15,65,1990-01-01,Parks,No,N/A,1,53.42829365405812,-113.44033555597503,"(53.42829365405812, -113.44033555597503)"
554282,Bulyea Heights,Park,Sorbus x hybrida,"Mountain Ash, Oakleaf",Sorbus,x,,6,65,2017-06-01,Parks,No,N/A,1,53.47277352076884,-113.57252117729908,"(53.47277352076884, -113.57252117729908)"
199286,South Edmonton Common,Boulevard,Prunus virginiana,Chokecherry,Prunus,virginiana,Schubert,19,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.451358675986214,-113.48479789422163,"(53.451358675986214, -113.48479789422163)"
572779,Kernohan,Park,Picea glauca,"Spruce, White",Picea,glauca,,15,65,1990-01-01,Parks,No,N/A,1,53.59814619298801,-113.38093994320582,"(53.59814619298801, -113.38093994320582)"
166891,Larkspur,Park,Picea glauca,"Spruce, White",Picea,glauca,,23,65,1990-01-01,Parks,No,N/A,1,53.47879665031669,-113.38332439481704,"(53.47879665031669, -113.38332439481704)"
575732,The Hamptons,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,12,65,1990-01-01,Parks,No,N/A,1,53.493132264432106,-113.68252127544349,"(53.493132264432106, -113.68252127544349)"
479806,Satoo,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,32,65,1990-01-01,Parks,No,N/A,1,53.44560349884169,-113.45841153041698,"(53.44560349884169, -113.45841153041698)"
431807,Rutherford,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Summit,10,65,2008-06-01,Parks,No,N/A,1,53.417362199733674,-113.5392112362425,"(53.417362199733674, -113.5392112362425)"
260786,Oxford,Buffer,Pinus banksiana,"Pine, Jack",Pinus,banksiana,,15,65,1990-01-01,Parks,No,N/A,1,53.62072210847579,-113.54146567214505,"(53.62072210847579, -113.54146567214505)"
256217,Boyle Street,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,57,65,1990-01-01,Parks,No,N/A,1,53.553996540617376,-113.47393749110303,"(53.553996540617376, -113.47393749110303)"
552102,MacEwan,Park,Salix alba,"Willow, White",Salix,alba,Vitellina,6,65,2017-06-01,Parks,No,N/A,1,53.432289437521106,-113.53010850544948,"(53.432289437521106, -113.53010850544948)"
545397,Paisley,Park,Pinus ponderosa,"Pine, Ponderosa",Pinus,ponderosa,,10,65,2014-06-01,Parks,No,N/A,1,53.41535972998461,-113.55919025844986,"(53.41535972998461, -113.55919025844986)"
181968,King Edward Park,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,15,65,1990-01-01,Parks,No,N/A,1,53.51353637966607,-113.44189162257123,"(53.51353637966607, -113.44189162257123)"
534276,Clover Bar Area,Park,Larix,Larch,Larix,,,20,65,2009-06-01,Parks,No,N/A,1,53.59507308364603,-113.3030232531282,"(53.59507308364603, -113.3030232531282)"
152451,Tipaskan,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,16,65,1990-01-01,Parks,No,N/A,1,53.46150347753645,-113.45636292614365,"(53.46150347753645, -113.45636292614365)"
366490,Secord,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,6,65,2009-06-01,Parks,No,N/A,1,53.530772136472876,-113.69370029019782,"(53.530772136472876, -113.69370029019782)"
550834,Ellerslie,Boulevard,Syringa reticulata,"Lilac, Japanese Tree",Syringa,reticulata,,6,65,2017-06-01,Parks,No,N/A,1,53.427283730831824,-113.45804388118643,"(53.427283730831824, -113.45804388118643)"
448219,River Valley Gold Bar,Park,Populus balsamifera,"Poplar, Balsam",Populus,balsamifera,,30,65,1990-01-01,Parks,No,N/A,1,53.5414983221572,-113.41116322782504,"(53.5414983221572, -113.41116322782504)"
404812,Terwillegar Towne,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,18,65,1990-01-01,Parks,No,N/A,1,53.4508179874097,-113.57839141606473,"(53.4508179874097, -113.57839141606473)"
151146,McLeod,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,60,65,1990-01-01,Parks,No,N/A,1,53.61055637948976,-113.43430724819075,"(53.61055637948976, -113.43430724819075)"
136216,Ogilvie Ridge,Park,Salix pentandra,"Willow, Laurel Leaf",Salix,pentandra,,36,65,1990-01-01,Parks,No,N/A,1,53.46330360352166,-113.56359145472683,"(53.46330360352166, -113.56359145472683)"
214253,Highlands,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,23,65,1990-01-01,Parks,No,N/A,1,53.567767041347125,-113.43650653114723,"(53.567767041347125, -113.43650653114723)"
169702,Evansdale,Park,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,11,65,1990-01-01,Parks,No,N/A,1,53.60930151938906,-113.47492406683322,"(53.60930151938906, -113.47492406683322)"
385021,Leger,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,22,65,1990-01-01,Parks,No,N/A,1,53.45825310321956,-113.57734533619728,"(53.45825310321956, -113.57734533619728)"
361313,Ottewell,Service Lane,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,19,65,1990-01-01,Parks,No,N/A,1,53.53447029884473,-113.44278605709637,"(53.53447029884473, -113.44278605709637)"
169879,Silver Berry,Park,Pinus mugo,"Pine, Mugo",Pinus,mugo,,15,65,1990-01-01,Parks,No,N/A,1,53.45430164504305,-113.38194154152984,"(53.45430164504305, -113.38194154152984)"
284990,Rutherford,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,13,65,1990-01-01,Parks,No,N/A,1,53.4148827437115,-113.53719536338893,"(53.4148827437115, -113.53719536338893)"
415446,Glengarry,Park,Ulmus americana,"Elm, American",Ulmus,americana,,17,65,2007-06-01,Parks,No,N/A,1,53.59390004744239,-113.47632059347015,"(53.59390004744239, -113.47632059347015)"
198733,Lymburn,Park,Pinus contorta latifolia,"Pine, Lodgepole",Pinus,contorta,,15,65,1990-01-01,Parks,No,N/A,1,53.50492347172777,-113.63527171121558,"(53.50492347172777, -113.63527171121558)"
191974,Twin Brooks,Park,Larix siberica,"Larch, Siberian",Larix,siberica,,15,65,1990-01-01,Parks,No,N/A,1,53.44162661234383,-113.52839473406443,"(53.44162661234383, -113.52839473406443)"
198977,Ellerslie Industrial,Park,Pseudotsuga menziesii var. glauca,"Fir, Douglas",Pseudotsuga,menziesii,,9,65,2007-06-01,Parks,No,N/A,1,53.430669659864286,-113.47667455517825,"(53.430669659864286, -113.47667455517825)"
185637,Whitemud Creek Ravine South,Park,Picea glauca,"Spruce, White",Picea,glauca,,20,65,1990-01-01,Parks,No,N/A,1,53.457452678340516,-113.5443943254013,"(53.457452678340516, -113.5443943254013)"
555658,Ermineskin,Park,Pinus contorta latifolia,"Pine, Lodgepole",Pinus,contorta,,6,65,2017-06-01,Parks,No,N/A,1,53.45821536804839,-113.50773498892003,"(53.45821536804839, -113.50773498892003)"
272370,Baturyn,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,26,65,1990-01-01,Parks,No,N/A,1,53.63149083247052,-113.50401696407312,"(53.63149083247052, -113.50401696407312)"
533778,River Valley Lessard North,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Summit,6,65,2016-06-01,Parks,No,N/A,1,53.5104530578638,-113.60465130391434,"(53.5104530578638, -113.60465130391434)"
563186,Chappelle Area,Boulevard,Syringa reticulata,"Lilac, Japanese Tree",Syringa,reticulata,Ivory Silk,7,65,2016-06-01,Parks,No,N/A,1,53.40412407816128,-113.57937266245702,"(53.40412407816128, -113.57937266245702)"
284846,Beverly Heights,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,30,65,1990-01-01,Parks,No,N/A,1,53.563675417981834,-113.40643833603907,"(53.563675417981834, -113.40643833603907)"
396046,Brintnell,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,10,65,2010-06-01,Parks,No,N/A,1,53.617487964384104,-113.41793002411062,"(53.617487964384104, -113.41793002411062)"
246146,River Valley Laurier,Buffer,Ulmus americana,"Elm, American",Ulmus,americana,,48,65,1990-01-01,Parks,No,N/A,1,53.51021041683796,-113.56715775364431,"(53.51021041683796, -113.56715775364431)"
185975,Cloverdale,Park,Pinus mugo,"Pine, Mugo",Pinus,mugo,,30,65,1990-01-01,Parks,No,N/A,1,53.535963935557945,-113.46519623701657,"(53.535963935557945, -113.46519623701657)"
340727,Jackson Heights,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,7,65,2013-06-01,Parks,No,N/A,1,53.48184265531053,-113.41637413134086,"(53.48184265531053, -113.41637413134086)"
548856,Leger,Park,Quercus macrocarpa,"Oak, Bur",Quercus,macrocarpa,,4,65,2016-06-01,Parks,No,N/A,1,53.456471226826096,-113.58352162911974,"(53.456471226826096, -113.58352162911974)"
423421,Jamieson Place,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,20,65,2008-06-01,Parks,No,N/A,1,53.48973615035827,-113.64473756912412,"(53.48973615035827, -113.64473756912412)"
405337,West Sheffield Industrial,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,12,65,1990-01-01,Parks,No,N/A,1,53.55779988760998,-113.6039332353403,"(53.55779988760998, -113.6039332353403)"
137225,Hillview,Buffer,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,21,65,1990-01-01,Parks,No,N/A,1,53.4653102532139,-113.42160529729588,"(53.4653102532139, -113.42160529729588)"
611511,Cameron Heights,Centre Median,Syringa reticulata,"Lilac, Japanese Tree",Syringa,reticulata,Ivory Silk,6,65,2014-06-01,Parks,No,N/A,1,53.47421930389577,-113.62963089559818,"(53.47421930389577, -113.62963089559818)"
428660,Queen Mary Park,Park,Ulmus americana,"Elm, American",Ulmus,americana,,35,65,1990-01-01,Parks,No,N/A,1,53.55457822381974,-113.52634323755619,"(53.55457822381974, -113.52634323755619)"
278905,Haddow,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Summit,12,65,1990-01-01,Parks,No,N/A,1,53.45852896977352,-113.59194863914804,"(53.45852896977352, -113.59194863914804)"
476820,Pylypow Industrial,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,9,65,2011-06-01,Parks,No,N/A,1,53.48839318777842,-113.41287355015807,"(53.48839318777842, -113.41287355015807)"
224578,Crestwood,Buffer,Picea,Spruce,Picea,,,60,65,1990-01-01,Parks,No,N/A,1,53.53140272667825,-113.57292438544685,"(53.53140272667825, -113.57292438544685)"
270809,Rosslyn,Park,Ulmus americana,"Elm, American",Ulmus,americana,,24,65,1990-01-01,Parks,No,N/A,1,53.59654575935341,-113.50869200688076,"(53.59654575935341, -113.50869200688076)"
414308,Mistatim Industrial,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,13,65,1990-01-01,Parks,No,N/A,1,53.59010368671757,-113.58139737199986,"(53.59010368671757, -113.58139737199986)"
391204,South Terwillegar,Park,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,11,65,2011-06-01,Parks,No,N/A,1,53.439702035085574,-113.58478527782428,"(53.439702035085574, -113.58478527782428)"
334560,Beacon Heights,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,45,65,1990-01-01,Parks,No,N/A,1,53.571390024294466,-113.41676556133095,"(53.571390024294466, -113.41676556133095)"
578027,Sherwood,Park,Picea glauca,"Spruce, White",Picea,glauca,,6,65,2018-06-01,Parks,No,N/A,1,53.528750274942624,-113.58843731817473,"(53.528750274942624, -113.58843731817473)"
452303,Carlton,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,17,65,1990-01-01,Parks,No,N/A,1,53.616807942114086,-113.55603265423926,"(53.616807942114086, -113.55603265423926)"
263463,River Valley Rundle,Park,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,28,65,1990-01-01,Parks,No,N/A,1,53.55465303650989,-113.39432190225737,"(53.55465303650989, -113.39432190225737)"
472858,Terrace Heights,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,80,65,1990-01-01,Parks,No,N/A,1,53.54459088408676,-113.44138033838585,"(53.54459088408676, -113.44138033838585)"
515429,University of Alberta Farm,Centre Median,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,5,65,2015-06-01,Parks,No,N/A,1,53.48830028343789,-113.53736902110258,"(53.48830028343789, -113.53736902110258)"
137371,Hodgson,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,8,65,1990-01-01,Parks,No,N/A,1,53.458579036122835,-113.55966485356312,"(53.458579036122835, -113.55966485356312)"
432866,King Edward Park,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,34,65,1990-01-01,Parks,No,N/A,1,53.51604278440354,-113.4474641859198,"(53.51604278440354, -113.4474641859198)"
265568,Belle Rive,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,15,65,2009-06-01,Parks,No,N/A,1,53.627361650303705,-113.46832979485308,"(53.627361650303705, -113.46832979485308)"
447673,Miller,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,12,65,1990-01-01,Parks,No,N/A,1,53.614138186527285,-113.40457638376034,"(53.614138186527285, -113.40457638376034)"
390508,Patricia Heights,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,34,65,1990-01-01,Parks,No,N/A,1,53.51123446132892,-113.59189511680614,"(53.51123446132892, -113.59189511680614)"
533996,Haddow,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,10,65,2016-06-01,Parks,No,N/A,1,53.451807028948245,-113.59468229628139,"(53.451807028948245, -113.59468229628139)"
319616,Rosslyn,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,32,65,1990-01-01,Parks,No,N/A,1,53.59553302393977,-113.4953582244,"(53.59553302393977, -113.4953582244)"
406285,Summerside,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,15,65,1990-01-01,Parks,No,N/A,1,53.423292957474395,-113.4554496445501,"(53.423292957474395, -113.4554496445501)"
269770,River Valley Laurier,Park,Pinus contorta latifolia,"Pine, Lodgepole",Pinus,contorta,,22,65,1990-01-01,Parks,No,N/A,1,53.51232033444264,-113.55381845618848,"(53.51232033444264, -113.55381845618848)"
338059,Dunluce,Park,Picea,Spruce,Picea,,,12,65,2010-06-01,Parks,No,N/A,1,53.61656456609684,-113.52737200247736,"(53.61656456609684, -113.52737200247736)"
244720,High Park,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,30,65,1990-01-01,Parks,No,N/A,1,53.55756695788543,-113.58870332390886,"(53.55756695788543, -113.58870332390886)"
439791,Twin Brooks,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,24,65,1990-01-01,Parks,No,N/A,1,53.437845806560034,-113.52860443395785,"(53.437845806560034, -113.52860443395785)"
206976,Keheewin,Park,Ulmus americana,"Elm, American",Ulmus,americana,,55,65,1990-01-01,Parks,No,N/A,1,53.44886929982833,-113.49830247861595,"(53.44886929982833, -113.49830247861595)"
552858,South Terwillegar,Centre Median,Malus x adstringens,Crabapple,Malus,x,Thunderchild,6,65,2017-06-01,Parks,No,N/A,1,53.44466720229205,-113.5661813617411,"(53.44466720229205, -113.5661813617411)"
433683,King Edward Park,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,34,65,1990-01-01,Parks,No,N/A,1,53.51257598711443,-113.45200033541286,"(53.51257598711443, -113.45200033541286)"
344278,Glengarry,Service Lane,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,15,65,1990-01-01,Parks,No,N/A,1,53.598223408834734,-113.467554343176,"(53.598223408834734, -113.467554343176)"
280283,River Valley Victoria,Park,Picea glauca,"Spruce, White",Picea,glauca,,48,65,1990-01-01,Parks,No,N/A,1,53.53355333010062,-113.51750855970235,"(53.53355333010062, -113.51750855970235)"
217815,Woodcroft,Park,Ulmus americana,"Elm, American",Ulmus,americana,,40,65,1990-01-01,Parks,No,N/A,1,53.564850984540456,-113.56183615886076,"(53.564850984540456, -113.56183615886076)"
268362,Beaumaris,Park,Malus x adstringens,Crabapple,Malus,x,,22,65,1990-01-01,Parks,No,N/A,1,53.61461305256573,-113.51295305469083,"(53.61461305256573, -113.51295305469083)"
518519,Summerside,Park,Eleagnus angustifolia,Russian Olive,Eleagnus,angustifolia,,6,65,2013-06-01,Parks,No,N/A,1,53.415045770265664,-113.46303174289153,"(53.415045770265664, -113.46303174289153)"
567143,Secord,Boulevard,Crataegus x mordenensis,Hawthorn,Crataegus,x,Snowbird,7,65,2014-06-01,Parks,No,N/A,1,53.53126781465785,-113.70972364200408,"(53.53126781465785, -113.70972364200408)"
