id,title,duration,MPA,rating,votes,meta_score,description,movie_link,writers,directors,stars,budget,opening_weekend_gross,gross_worldwide,gross_us_canada,release_date,countries_origin,filming_locations,production_companies,awards_content,genres,languages
tt0075019,Operation Daybreak,1h 58m,PG,7.0,2.5K,,"In 1942, Britain sends a group of British-trained Czech commandos to Prague to assassinate SS-General Reinhard Heydrich, head of the Nazi security services.",https://www.imdb.com/title/tt0075019/,"['Alan Burgess', 'Ronald Harwood']",['Lewis Gilbert'],"['Timothy Bottoms', 'Martin Shaw', 'Joss Ackland', 'Nicola Pagett', 'Anthony Andrews', 'Anton Diffring', 'Diana Coupland', 'Carl Duering', 'George Sewell', 'Reinhard Kolldehoff']",,,,,1976-02-29,"['Czechoslovakia', 'Yugoslavia', 'United States']","['Old Town Square, Old Town, Prague, Czech Republic']","['Howard R. Schuster', 'American Allied Pictures', 'Ceskoslovenský Filmexport']",,"['Drama', 'History', 'War']","['English', 'German']"
tt0183553,"Música, alegría y amor",,,3.5,7,,,https://www.imdb.com/title/tt0183553/,['Enrique Santés Morello'],['Enrique Carreras'],"['Alberto Castillo', 'Gerardo Chiarella', 'Tito Gómez', 'Ubaldo Martínez', 'Leonor Rinaldi', 'Beatriz Taibo', 'Amelia Vargas', 'Francisco Álvarez']",,,,,1955-01-01,['Argentina'],,,,,['Spanish']
tt0069320,The Strange Vengeance of Rosalie,1h 47m,PG,6.0,239,,"A traveling salesman gives a pretty female hitchhiker a ride to her home, a run-down shack in the desert. She then injures his leg in order to hold him captive.",https://www.imdb.com/title/tt0069320/,"['Anthony Greville-Bell', 'John Kohn', 'Miles Tripp']",['Jack Starrett'],"['Bonnie Bedelia', 'Ken Howard', 'Anthony Zerbe', 'Sebastian']",,,,,1972-10-29,['United States'],"['Tabernas, Almería, Andalucía, Spain']","['Cinecrest', 'Palomar Pictures (I)']",,"['Drama', 'Thriller']",['English']
tt0046889,The Dam Busters,1h 45m,Approved,7.4,12K,,Drama based on the attempt by the RAF to destroy six dams in Germany during World War II.,https://www.imdb.com/title/tt0046889/,"['Paul Brickhill', 'Guy Gibson', 'R.C. Sherriff']",['Michael Anderson'],"['Richard Todd', 'Michael Redgrave', 'Ursula Jeans', 'Basil Sydney', 'Patrick Barr', 'Ernest Clark', 'Derek Farr', 'Charles Carson', 'Stanley Van Beers', 'Colin Tapley']",,,"$84,627",,1955-07-16,['United Kingdom'],"['Derwent Reservoir, Peak District National Park, Derbyshire, England, UK']",['Associated British Picture Corporation (ABPC)'],"Nominated for 1 Oscar, 4 nominations total","['Drama', 'History', 'War']",['English']
tt11686490,The Deep House,1h 25m,TV-MA,5.3,19K,,"While diving in a remote French lake, a couple who specialize in urban exploration videos discover a house submerged in deep waters. Their dive turns into a nightmare when they discover the house was the scene of atrocious crimes.",https://www.imdb.com/title/tt11686490/,"['Alexandre Bustillo', 'Julien Maury', 'Rachel Parker']","['Alexandre Bustillo', 'Julien Maury']","['Camille Rowe', 'James Jagger', 'Eric Savin', 'Alexis Servaes', 'Anne Claessens', 'Carolina Massey', 'Marie Caffier', 'Marie Bernard']",,,"$1,899,068",,2021-11-05,"['France', 'Belgium']","['Anglès, Occitanie, France (Break and asking for information in a village)']","['Radar Films', 'Logical Pictures', 'Apollo Films']","Awards, 1 win total","['Drama', 'Horror', 'Mystery', 'Thriller']","['English', 'French']"
tt0109456,Color of Night,2h 1m,R,5.2,27K,36.0,"A color-blind psychoanalyst is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that he begins having intense sexual encounters with.",https://www.imdb.com/title/tt0109456/,"['Billy Ray', 'Matthew Chapman']",['Richard Rush'],"['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren', 'Scott Bakula', 'Brad Dourif', 'Lance Henriksen', ""Kevin J. O'Connor"", 'Andrew Lowery', 'Eriq La Salle']","$40,000,000 (estimated)","$6,610,488","$19,726,050","$19,726,050",1994-08-19,['United States'],"[""Circles on the Point Mansion, 29377 Cliffside Drive, Malibu, California, USA (Bob Moore's House)""]","['Hollywood Pictures', 'Cinergi Pictures Entertainment']","Awards, 2 wins & 11 nominations total","['Erotic Thriller', 'Psychological Thriller', 'Steamy Romance', 'Whodunnit', 'Drama', 'Mystery', 'Romance', 'Thriller']",['English']
tt0057332,Mujhe Jeene Do,1h 35m,,6.8,111,,A notorious bandit continues to elude the authorities and strikes terror in the region.,https://www.imdb.com/title/tt0057332/,['Agha Jani Kashmiri'],['Moni Bhattacharjee'],"['Sunil Dutt', 'Waheeda Rehman', 'Nirupa Roy', 'Rajendranath Malhotra', 'Siddhu', 'Anwar Hussain', 'Durga Khote', 'Tarun Bose', 'Manorama', 'Kumari Naaz']",,,,,1963-01-01,['India'],"['Chambal Valley, Madhya Pradesh, India']",['Ajanta Arts'],"Awards, 1 win & 1 nomination total","['Action', 'Crime', 'Drama', 'Romance', 'Thriller']","['Hindi', 'Urdu', 'Bhojpuri', 'English']"
tt0089208,Girls Just Want to Have Fun,1h 30m,PG,6.0,13K,56.0,"Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and ""Dance TV"" in particular.",https://www.imdb.com/title/tt0089208/,['Amy Spies'],['Alan Metter'],"['Biff Yeager', 'Kristi Somers', 'Richard Blade', 'Ian Michael Giatti', 'Shannen Doherty', 'Sarah Jessica Parker', 'Lee Montgomery', 'Helen Hunt', 'Morgan Woodward', 'Ed Lauter']",,"$1,650,078","$6,326,051","$6,326,051",1985-04-12,['United States'],"['Los Angeles, California, USA']","['New World Pictures', 'Brooksfilms', 'Girls']",,"['Romantic Comedy', 'Teen Comedy', 'Comedy', 'Music', 'Romance']",['English']
tt0095384,It Takes Two,1h 21m,PG-13,5.4,970,,"A virgin 20-year-old small town guy is getting married to his childhood sweetheart. Anxious about the marriage, he goes to Dallas, Texas to buy a new car, but gets duped into buying a faulty supercar, and it all goes downhill from there.",https://www.imdb.com/title/tt0095384/,"['Richard Christian Matheson', 'Tom Szollosi']",['David Beaird'],"['George Newbern', 'Leslie Hope', 'Kimberly Foster', 'Barry Corbin', 'Anthony Geary', 'Frances Lee McCain', 'Patrika Darbo', 'Marco Perella', 'Bill Bolender', 'Jerry Biggs']",,,"$344,375","$344,375",1988-07-13,['United States'],"['Dallas, Texas, USA']",['United Artists'],,"['Comedy', 'Romance']",['English']
tt0028691,Captains Courageous,1h 57m,Approved,7.9,11K,81.0,"A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.",https://www.imdb.com/title/tt0028691/,"['Rudyard Kipling', 'John Lee Mahin', 'Marc Connelly']",['Victor Fleming'],"['Spencer Tracy', 'Freddie Bartholomew', 'Lionel Barrymore', 'Melvyn Douglas', 'Charley Grapewin', 'Mickey Rooney', 'John Carradine', ""Oscar O'Shea"", 'Jack La Rue', 'Walter Kingsford']","$1,645,000 (estimated)",,,,1937-06-25,['United States'],"['Gloucester, Massachusetts, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Won 1 Oscar, 8 wins & 6 nominations total","['Sea Adventure', 'Adventure', 'Drama', 'Family']","['English', 'Portuguese']"
tt0027858,Königswalzer,1h 23m,,7.0,20,,"An operetta of easy going court life in Munich in 1852: Elizabeth of Bavaria marries Franz Joseph of Austria, Count Tettenbach the Elder falls for a confectioner's daughter, his nephew for a commoner.",https://www.imdb.com/title/tt0027858/,"['Emil Burri', 'Walter Forster']",['Herbert Maisch'],"['Paul Hörbiger', 'Curd Jürgens', 'Carola Höhn', 'Anton Pointner', 'Willi Forst', 'Kurt von Ruffin', 'Hans Leibelt', 'Theodor Danegger', 'Heli Finkenzeller', 'Ellen Schwanneke']",,,,,1936-04-09,['Germany'],,['Universum Film (UFA)'],,['Musical'],['German']
tt0095738,Nightfall,1h 23m,PG-13,2.7,800,,"On a planet with perpetual daylight, nightfall's arrival brings destruction. A dramatic depiction of Asimov's award-winning story, exploring the clash between science and superstition as darkness looms.",https://www.imdb.com/title/tt0095738/,"['Isaac Asimov', 'Paul Mayersberg']",['Paul Mayersberg'],"['David Birney', 'Sarah Douglas', 'Alexis Kanner', 'Andra Millian', 'Starr Andreeff', 'Charley Hayward', 'Jonathan Emerson', 'Susie Lindeman', 'Russell Wiggins', 'Larry Hankin']",,,,,1988-04-15,['United States'],"['The Domes, Casa Grande, Arizona, USA']",['New Horizons'],"Awards, 1 nomination total","['Mystery', 'Sci-Fi']",['English']
tt0245910,Cheap Smokes,1h 25m,,7.4,4.3K,,"As the lights flicker on a warm August night amid vacant Athens' stillness, a modern bohemian flirts with a woman he has just met. The perfect strangers stroll around the city's quiet night streets, changed by the unforgettable journey.",https://www.imdb.com/title/tt0245910/,"['George Bakolas', 'Renos Haralambidis']",['Renos Haralambidis'],"['Renos Haralambidis', 'Anna-Maria Papaharalambous', 'Michalis Iatropoulos', 'Kostas Tsakonas', 'Alkis Panagiotidis', 'Andreas Natsios', 'Manos Vakousis', 'Takis Spyridakis', 'Vana Pefani', 'Nikos Katis']",,,,,2001-01-05,['Greece'],"['Athens, Greece (Filming City)']","['Bad Movies', 'Alpha TV', 'Greek Film Centre (GFC)']","Awards, 1 nomination total","['Comedy', 'Romance']","['Greek', 'English']"
tt0120710,In Dreams,1h 40m,R,5.5,14K,,"A suburban housewife learns that she has a dreamworld connection to a serial murderer, and must stop him from killing again.",https://www.imdb.com/title/tt0120710/,"['Bari Wood', 'Bruce Robinson', 'Neil Jordan']",['Neil Jordan'],"['Annette Bening', 'Robert Downey Jr.', 'Katie Sagona', 'Aidan Quinn', 'Paul Guilfoyle', 'Kathleen Langlois', 'Jennifer Berry', 'Emma J. Brown', 'Jennifer Dragon', 'Samantha Kelly']","$30,000,000 (estimated)","$3,992,449","$12,017,369","$12,017,369",1999-01-15,['United States'],"['Northfield Mount Hermon School - 206 Main Street, Northfield, Massachusetts, USA']","['Amblin Entertainment', 'Dreamworks Pictures']","Awards, 1 win total","['Drama', 'Fantasy', 'Horror', 'Thriller']",['English']
tt0029223,Meet the Boy Friend,1h 3m,Approved,5.5,134,,"A heartthrob singer, Tony Paige, also known as ""America's Boyfriend"" decides to wed a Swedish actress.",https://www.imdb.com/title/tt0029223/,"['Bradford Ropes', 'Jack Raymond', 'Robert Arthur']",['Ralph Staub'],"['Robert Paige', 'Carol Hughes', 'Warren Hymer', 'Pert Kelton', 'Andrew Tombes', 'Gwili Andre', ""Ed 'Oscar' Platt"", 'Lou Fulton', 'Smiley Burnette', 'Leonid Kinskey']",,,,,1937-07-12,['United States'],"['Republic Studios, Hollywood, Los Angeles, California, USA (Studio)']",['Republic Pictures (I)'],,"['Comedy', 'Music', 'Romance']",['English']
tt9099136,After Parkland,1h 32m,Unrated,6.3,182,74.0,"An intimate chronicle of families as they navigate their way through the unthinkable, reckoning with unexpected loss, journeying through grief, and searching for new meaning.",https://www.imdb.com/title/tt9099136/,"['Rebecca Boldrick', 'Anthony Gonzalez', 'Victoria Gonzalez']","['Jake Lefferman', 'Emily Taguchi']","['Rebecca Boldrick', 'Anthony Gonzalez', 'Victoria Gonzalez', 'Brooke Harrison', 'Denise Harrison', 'David Hogg', 'Lauren Hogg', 'Dillon McCooty', 'Joaquin Oliver', 'Manuel Oliver']",,,"$30,444","$30,444",2019-04-26,['United States'],,['ABC Documentaries'],"Awards, 1 win total",['Documentary'],['English']
tt0033076,The Son of Monte Cristo,1h 42m,Approved,6.2,918,,"General Gurko Lanen is the dictator of Lichtenburg, a country set in the Balkans. With the help of Napoleon II, the rightful ruler Grand Duchess Zona aims to overthrow the general. She is also helped by the visiting Count of Monte Cristo.",https://www.imdb.com/title/tt0033076/,"['George Bruce', 'Alexandre Dumas']",['Rowland V. Lee'],"['Louis Hayward', 'Joan Bennett', 'George Sanders', 'Florence Bates', 'Lionel Royce', 'Montagu Love', 'Ian Wolfe', 'Clayton Moore', 'Ralph Byrd', 'Georges Renavent']",,,,,1941-01-10,['United States'],,['Edward Small Productions'],"Nominated for 1 Oscar, 1 nomination total","['Drama', 'Romance']",['English']
tt15196796,Hold Your Fire,1h 33m,,6.8,291,82.0,"Brooklyn, 1973. Shu'aib Raheem tried to steal guns for self-defense, starting the longest hostage siege in NYPD history. NYPD psychologist Harvey Schlossberg fought to reform police use of violence and save lives by using words, not guns.",https://www.imdb.com/title/tt15196796/,"['Stefan Forbes', 'Sabine Hoffman']",['Stefan Forbes'],"['Nicole Cyrille', 'Shuaib Raheem', 'Harvey Schlossberg']",,"$3,041","$7,502","$7,502",2021-11-13,['United States'],"['Elmira Penitentiary, New York, USA']",['InterPositive Media'],"Awards, 1 win & 3 nominations total","['Crime Documentary', 'Crime', 'Documentary', 'History']",['English']
tt0010989,The Best of Luck,1h,,,,,"Leslie MacLeod, a young American who has come to Scotland after buying her ancestral castle, is admired by two suitors, young nobleman Lord Glenayr, whom she loves, and Lanzana, an unscrupulous Spaniard, whom she despises. Lanzana has been promised a title by the Spanish court if he recovers a chest of jewels that sank with the Spanish Armada off the Spanish coast. Angered by Leslie's refusal to marry him, Lanzana attempts to drug her wine, but she switches glasses. Once Lanzana falls unconscious, she steals his treasure map and presents it to Glenayr. With the aid of a friend's submarine, they find the wreck, and Glenayr dives for the treasure. When Glenayr finds Lanzana there already, they struggle; Lanzana drowns, and Glenayr secures the jewels and marries Leslie.",https://www.imdb.com/title/tt0010989/,"['Arthur Collins', 'Henry Hamilton', 'Albert S. Le Vino']",['Ray C. Smallwood'],"['Kathryn Adams', 'Jack Holt', 'Lila Leslie', 'Fred Malatesta', 'Frances Raymond', 'Emmett King', 'Robert Dunbar', 'Effie Conley', 'John Underhill', 'Carl Sawyer']",,,,,1920-07-17,['United States'],"['Arroyo Seco, Pasadena, California, USA']",['Screen Classics Inc.'],,"['Adventure', 'Drama']",['None']
tt0085416,Death Wish Club,1h 30m,R,5.6,274,,"Glen falls head-over-heels for Gretta, a blue-movie actress who plays piano at a tawdry night club. She leads him into a nether-world of bizarre characters including a group of rich patrons whose desires are not only quirky but dangerous.",https://www.imdb.com/title/tt0085416/,['Philip Yordan'],['John Carr'],"['Merideth Haze', 'Rick Barnes', 'J. Martin Sellers', 'Toni Covington', 'William Charles', 'Norm Keefer', 'Mark E. Ridley', 'Theresa Jenson', 'David Lee Daniels', 'Lou Dornbush']",,,,,1984-08-17,['United States'],"['Salt Lake City, Utah, USA']",['Pan American Pictures Corporation'],,"['Adventure', 'Comedy', 'Romance', 'Thriller']",['English']
tt0071560,Evil Town,1h 22m,R,3.8,459,,Young people passing through a small town discover that an insane doctor is conducting sinister experiments on the town's youths to combat the aging process.,https://www.imdb.com/title/tt0071560/,"['Larry Spiegel', 'Richard Benson', 'Royce D. Applegate']","['Curtis Hanson', 'Larry Spiegel', 'Peter S. Traynor']","['James Keach', 'Michele Marsh', 'Doria Cook-Nelson', 'Robert Walker Jr.', 'Dean Jagger', 'Keith Hefner', 'Greg Finley', 'E.J. André', 'Dabbs Greer', 'Scott Hunter']",,,,,1987-06-03,['United States'],"['Mendocino, California, USA']",,,['Horror'],['English']
tt0117773,The Substance of Fire,1h 37m,R,6.0,697,54.0,Publishing magnate refuses to publish a book by his son's male lover so the kids buy out their father and run it themselves!,https://www.imdb.com/title/tt0117773/,['Jon Robin Baitz'],['Daniel J. Sullivan'],"['Tony Goldwyn', 'Benjamin Ungar', 'Timothy Hutton', 'Tom McDermott', 'Sarah Jessica Parker', 'George Morfogen', 'Ron Rifkin', 'Lee Grant', 'Andrew Pang', 'Edmund Ikeda']",,"$56,211","$31,638","$31,638",1997-03-14,['United States'],,['Miramax'],"Awards, 1 win & 1 nomination total",['Drama'],['English']
tt0830570,I Can't Think Straight,1h 22m,PG-13,6.4,9.7K,,A young woman engaged to be married finds her life changed forever when she meets her best friend's girlfriend.,https://www.imdb.com/title/tt0830570/,"['Shamim Sarif', 'Kelly Moss']",['Shamim Sarif'],"['Lisa Ray', 'Sheetal Sheth', 'Antonia Frering', 'Dalip Tahil', 'Nina Wadia', 'Ernest Ignatius', 'Siddiqua Akhtar', 'Amber Rose Revah', 'Anya Lahiri', 'Kimberly Jaraj']",,"$15,239","$40,945","$39,576",2008-11-01,['United Kingdom'],"['London, England, UK']","['Archis Films', 'Enlightenment Productions']","Awards, 3 wins & 1 nomination total","['Drama', 'Romance']",['English']
tt0352386,Gyakushû Orochimaru,1h 11m,,7.6,17,,,https://www.imdb.com/title/tt0352386/,['Tarô Gashûin'],"['Ryô Hagiwara', 'Tai Katô']","['Tomoemon Otani', 'Tomisaburô Wakayama', 'Jun Tazaki', 'Michiko Saga', 'Yoshiko Shinkura', 'Harue Tone', 'Toranosuke Ogawa', 'Jûshirô Kobayashi', 'Isamu Yamaguchi', 'Ryûtarô Nagai']",,,,,1955-01-03,['Japan'],,"['Shintoho Film Distribution Committee', 'Shintôhô Pictures']",,"['Action', 'Fantasy']",['Japanese']
tt0050568,Johnny Trouble,1h 20m,Approved,6.0,175,,"Katherine Chandler lives in an apartment house that has been purchased by the local college for a boy's dormitory. She refuses to vacate, certain that her son, who was a wild boy and disappeared after being expelled from the school twenty-sever years ago, will return. The college lets her remain as an unofficial dorm-mother to the students who treat her as their collective grandmother. She becomes convinced that one of the wild students, Johnny, is her grandson since he bears the same name as her lost son. Her attentions reform him, and he is persuaded to marry his pregnant girlfriend, Julie Horton. Katherine awaits the arrival of Johnny's parents, certain that his father is her missing son.",https://www.imdb.com/title/tt0050568/,"['Ben Ames Williams', ""Charles O'Neil"", 'David Lord']",['John H. Auer'],"['Ethel Barrymore', 'Cecil Kellaway', 'Stuart Whitman', 'Carolyn Jones', 'Jesse White', 'Rand Harper', 'Paul Wallace', 'Edd Byrnes', 'Edward Castagna', 'Nino Tempo']",,,,,1957-09-24,['United States'],"['KTTV Studios, Los Angeles, California, USA (Studio)']",['Clarion'],,"['Drama', 'Romance']",['English']
tt0011128,Down on the Farm,50m,Not Rated,6.3,161,,"The day starts off as any normal day on Roach's farm, where Teddy, the farmhouse dog, is doing more productive work than everyone else combined. But the day changes when Roach's farmhand sees an opportunity to be the knight in shining armor to Louise, Roach's daughter, who he wants to marry. Roach, however will not have his daughter marry a lowly farmhand, although Louise loves the farmhand. It's also rent day, and their landlord - the mortgage holder of the farm - is making his rounds to collect the moneys. He uses his position of power to garner sexual favors from women in return for non-eviction. Having never met Louise, the landlord immediately falls in love with her, who he too wants to marry. Louise hatches a plan to throw off the landlord's unwanted advances. That plan has unintended consequences. Add to the mix Louise's fear of mice, the landlord intercepting an important letter to Roach, a collar salesman and his missing infant son, and it becomes unclear who Roach will allow marry his daughter and if she will get married at all.",https://www.imdb.com/title/tt0011128/,"['Ray Grey', 'Raymond Griffith', 'Mack Sennett']","['Ray Grey', 'F. Richard Jones', 'Erle C. Kenton']","['Louise Fazenda', 'Harry Gribbon', 'Bert Roach', 'James Finlayson', 'Billy Armstrong', 'Don Marion', 'Marie Prevost', 'Ben Turpin', 'Dave Anderson', 'Joseph Belmont']",,,,,1920-04-25,['United States'],"['Mack Sennett Studios, Los Angeles, California, USA (Studio)']",['Mack Sennett Comedies'],,['Comedy'],['English']
tt0030283,George Takes the Air,1h 14m,Not Rated,6.3,266,,A case of mistaken identity leads to accident-prone George Brown (George Formby) entering the Royal Air Force and falling in love with the Sergeant Major's daughter.,https://www.imdb.com/title/tt0030283/,['Anthony Kimmins'],['Anthony Kimmins'],"['George Formby', 'Polly Ward', 'Garry Marsh', 'Julien Mitchell', 'Jack Hobbs', 'C. Denier Warren', 'Jack Melford', 'Hal Gordon', 'Esma Cannon', 'O.B. Clarence']",,,,,1940-12-09,['United Kingdom'],"['ATP Studios, Ealing, London, England, UK']",['Associated Talking Pictures (ATP)'],,"['Slapstick', 'Comedy', 'Musical', 'War']",['English']
tt0289054,Warm Water Under a Red Bridge,1h 59m,,6.7,2.9K,70.0,"A down-and-out businessman travels to a seaside town, where he meets a woman with unusual sexual powers.",https://www.imdb.com/title/tt0289054/,"['Yo Henmi', 'Shôhei Imamura', 'Daisuke Tengan']",['Shôhei Imamura'],"['Kôji Yakusho', 'Misa Shimizu', 'Mitsuko Baishô', 'Mansaku Fuwa', 'Isao Natsuyagi', 'Yukiya Kitamura', 'Hijiri Kojima', 'Toshie Negishi', 'Sumiko Sakamoto', 'Taka Guadalcanal']",,,"$453,754","$71,094",2001-11-03,"['Japan', 'France']","['Tokyo, Japan']","['BAP Inc.', 'Catherine Dussart Productions (CDP)', 'Comme des Cinémas']","Awards, 1 win & 2 nominations total","['Dark Comedy', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['Japanese']
tt0167951,Gefährlicher Sex frühreifer Mädchen 2: Höllisch heiße Mädchen,1h 28m,,4.3,68,,"The young Eva breaks out of her petty-bourgeois home in the Bavarian province and experiences a ""bed career"".",https://www.imdb.com/title/tt0167951/,['Alois Brummer'],['Alois Brummer'],"['Karin Götz', 'Elke Boltenhagen', 'Johannes Buzalski', 'Mattis Böttcher', 'Britt Corvin', ""Alon D'Armand"", 'Doris Delaas', 'Bertram Edelmann', 'Claudia Fielers', 'Leopold Gmeinwieser']",,,,,1972-12-01,['West Germany'],,['Alois Brummer-Produktion'],,['Comedy'],['German']
tt10268550,Minyan,1h 58m,Unrated,6.5,1.2K,68.0,A young Jewish man is caught between thrilling private trysts and his repressive family in this thoughtful drama set in 1980s Brooklyn.,https://www.imdb.com/title/tt10268550/,"['David Bezmozgis', 'Daniel Pearle', 'Eric Steel']",['Eric Steel'],"['Samuel H. Levine', 'Ron Rifkin', 'Christopher McCann', 'Mark Margolis', 'Richard Topol', 'Brooke Bloom', 'Alex Hurt', 'Carson Meyer', 'Zane Pais', 'Eleanor Reissa']",,"$4,988","$13,861","$11,451",2021-10-29,['United States'],"['Bronx, New York City, New York, USA']",['AgX'],"Awards, 3 wins & 4 nominations total",['Drama'],"['English', 'Hebrew', 'Yiddish', 'Russian']"
tt0047562,"Taza, Son of Cochise",1h 19m,Approved,5.6,1.1K,,"When peacemaking Apache chief Cochise dies, the Chiricahua Apaches are torn between following Cochise's peace loving son Taza and following the warlike renegade Apache warrior Geronimo.",https://www.imdb.com/title/tt0047562/,"['George Zuckerman', 'Gerald Drayson Adams']",['Douglas Sirk'],"['Rock Hudson', 'Barbara Rush', 'Gregg Palmer', 'Rex Reason', 'Morris Ankrum', 'Eugene Iglesias', 'Richard H. Cutting', 'Ian MacDonald', 'Robert Burton', 'Joe Sawyer']",,,,,1954-02-18,['United States'],"['Devils Garden, Arches National Park, Utah, USA (cavalry ambush scene)']",['Universal International Pictures (UI)'],,"['War', 'Western']","['English', 'Spanish']"
tt0013189,Golden Dreams,50m,,6.4,20,,"Oil is discovered on the Countess de Elberca's estate in a mythical Spanish American country. Mercedes McDonald, her niece, falls in love with Sandy Buchanan, a young Scotch engineer hired by the countess. Don Felipe, a neighbor in need of money to avoid arrest for embezzlement, conspires with his nephew, the Duke of Othomo, for the latter to wed Mercedes. The aunt approves the suit. Felipe and Othomo attempt to kill Mercedes' sweetheart, but Buchanan, with the aid of her brother and a traveling American circus, foils their plans. Felipe and Othomo are killed by the circus animals, and the aunt consents to Mercedes' marriage to Buchanan.",https://www.imdb.com/title/tt0013189/,"['Zane Grey', 'Benjamin B. Hampton']",['Benjamin B. Hampton'],"['Rose Dione', 'Claire Adams', 'Norris McKay', 'Carl Gantvoort', 'Audrey Chapman', 'Ida Ward', 'Bertram Grassby', 'Frank Leigh', 'Gordon Mullen', 'Pomeroy Cannon']",,,,,1922-06-04,['United States'],['Mexico'],['Benjamin B. Hampton Productions'],,['Adventure'],"['None', 'English']"
tt0066936,How Tasty Was My Little Frenchman,1h 24m,Not Rated,6.7,1.2K,,"In 1594 in Brazil, the Tupinambás Indians are friends of the French and their enemies are the Tupiniquins, friends of the Portuguese. A Frenchman (Arduíno Colassanti) is captured by the Tupinambás and, in spite of his trial to convince them that he is French, they believe he is Portuguese. The Frenchman becomes their slave, and maritally lives with Seboipepe (Ana Maria Magalhães). *Contains Spoilers* Later, he uses powder in the cannons that the Portuguese left behind to defeat the Tupiniquins in a battle. In order to celebrate the victory, the Indians decide to eat him.",https://www.imdb.com/title/tt0066936/,"['Humberto Mauro', 'Nelson Pereira dos Santos']",['Nelson Pereira dos Santos'],"['Arduíno Colassanti', 'Ana Maria Magalhães', 'Eduardo Imbassahy Filho', 'Manfredo Colassanti', 'José Kléber', 'Gabriel Archanjo', 'Gabriel Araújo', 'Marlete Ribeiro Barbosa', 'Ana Batista', 'João Amaro Batista']",,,,,1973-04-16,['Brazil'],"['Paraty, Rio de Janeiro, Brazil']","['Condor Filmes', 'Luiz Carlos Barreto Produções Cinematográficas', 'Regina Filmes']","Awards, 1 win & 1 nomination total","['Adventure', 'Comedy']","['Tupi', 'French', 'Portuguese']"
tt0016902,Forlorn River,1h 5m,Passed,6.2,33,,"A wanted-fugitive, called ""Nevada,"" is wounded by a pursuing posse of lawmen, and is left to die on the desert by his companion, Bill Hall. He is rescued by a young rancher, Ben Ide, who is in love with Ina Blaine, daughter of a neighboring rancher. While ""Nevada"" is recovering, he and Ina fall in love but, through his loyalty to Ben, he sends her away. Going home, Ina falls into the clutches of Bill Hall, now heading a gang of rustlers, but the real leader is Les Setter who is posing as an honest rancher, and he has designs on Ina himself.",https://www.imdb.com/title/tt0016902/,"['Zane Grey', 'George C. Hull']",['John Waters'],"['Jack Holt', 'Raymond Hatton', 'Arlette Marchal', 'Edmund Burns', 'Tom Santschi', 'Joseph W. Girard', 'Christian J. Frank', 'Al Hart', 'Nola Luxford', 'Chief Yowlachie']",,,,,1926-09-27,['United States'],"['Hurricane Bluffs, Zion National Park, Utah, USA']",['Paramount Pictures'],,"['Classical Western', 'Drama', 'Western']",['English']
tt1433528,Henri-Georges Clouzot's Inferno,1h 40m,Not Rated,7.4,2K,,"Henri-Georges Clouzot's unfinished masterpiece, Inferno (1964), is reconstructed in this film which is part drama and part documentary.",https://www.imdb.com/title/tt1433528/,"['Serge Bromberg', 'Ruxandra Medrea']","['Serge Bromberg', 'Ruxandra Medrea']","['Romy Schneider', 'Bérénice Bejo', 'Serge Reggiani', 'Jacques Gamblin', 'Dany Carrel', 'Jean-Claude Bercq', 'Mario David', 'André Luguet', 'Maurice Garrel', 'Catherine Allégret']",,"$3,981","$52,003","$25,489",2009-11-11,['France'],"['Anglards-de-Saint-Flour, Cantal, France (hotel and lake)']","['Lobster Films', 'France 2 Cinéma', 'Canal+']","Awards, 4 wins & 2 nominations total",['Documentary'],['French']
tt0015221,The Perfect Flapper,1h 10m,Passed,,,,"Because she is modest and relatively old-fashioned, young debutante Tommie Lou finds herself unpopular at her coming-out party. Resorting to unconventional jazz attitudes, she becomes a great success at the cost of provoking a quarrel and a divorce suit between a married couple. When she falls in love with the wife's lawyer, however, the divorce case is forgotten, and she reforms.",https://www.imdb.com/title/tt0015221/,"['Jessie Henderson', 'Joseph F. Poland']",['John Francis Dillon'],"['Colleen Moore', 'Syd Chaplin', 'Phyllis Haver', 'Lydia Knott', 'Frank Mayo', 'Charles Wellesley', 'Carl D. Bruner', 'Babe London']",,,,,1924-05-25,['United States'],,['John McCormick Productions'],"Awards, 1 win total","['Comedy', 'Romance']","['None', 'English']"
